element,GW,expected_goals
15,2,0.088282
15,34,0.076204
15,36,0.132484
15,38,0.037859
19,1,0.216314
19,2,0.223112
19,3,1.236302
19,4,0.476600
19,6,0.757624
19,7,1.225597
19,11,0.016970
19,12,0.127027
19,14,0.383071
19,15,0.133093
19,16,0.378322
19,17,0.262027
19,18,0.065440
19,19,0.772787
19,20,1.022472
19,21,0.047255
19,22,0.298979
19,23,0.877048
19,24,1.650145
19,25,0.800790
19,26,0.242732
19,27,0.277053
19,28,0.158879
19,32,0.888557
19,33,0.366046
19,34,0.539238
19,35,0.576569
19,36,1.218154
19,37,0.213315
20,3,0.061138
20,11,0.012314
20,12,0.738634
20,13,0.015072
20,16,0.629826
20,19,0.049622
20,24,0.464838
20,26,0.114834
20,36,0.073551
20,37,0.016441
21,6,0.057413
21,19,0.026066
21,21,0.117195
21,22,0.037031
21,25,0.013993
21,37,0.440710
22,7,0.453117
22,10,0.108852
22,17,0.099605
22,19,0.037919
22,22,0.050834
22,25,0.046963
22,26,0.223994
22,31,0.189377
22,38,0.186913
23,21,0.031374
23,23,0.014209
23,24,0.082793
23,25,0.030824
25,1,0.017984
25,9,0.088055
25,10,0.138084
25,11,0.016345
25,12,0.027707
25,13,0.064552
25,31,0.024233
25,34,0.101730
25,35,0.097733
25,36,0.433407
25,37,0.023801
25,38,0.454715
26,5,0.043983
26,9,0.361777
26,11,0.045763
26,12,1.002350
26,13,0.381682
26,14,1.155156
26,15,0.168036
26,19,0.592043
26,21,1.007607
26,22,0.041651
26,23,0.062364
26,24,0.569684
26,25,0.314725
26,28,0.119306
26,30,0.105507
26,31,0.104722
26,32,0.333465
26,33,0.594720
26,34,0.456798
26,35,0.091093
26,36,0.369248
26,37,0.864095
26,38,0.017678
27,16,0.016716
27,19,0.345344
27,21,0.110839
27,28,0.032920
27,31,0.049315
27,34,0.054949
29,5,0.020106
29,6,0.517684
29,7,0.316440
29,10,0.062045
29,17,0.038412
29,19,0.058572
29,21,0.032619
29,27,0.099336
29,34,0.565650
29,36,0.056053
29,37,0.086408
31,5,0.056882
31,7,0.117724
31,8,0.074112
31,10,0.013658
31,12,0.067825
31,13,0.014321
31,18,0.058200
31,21,0.085536
31,31,0.025427
31,33,0.007087
32,17,0.633951
32,18,0.206785
32,23,0.411743
32,24,0.040161
32,29,0.034676
33,4,0.113268
33,7,0.125855
33,9,0.185254
33,11,0.053669
33,14,0.096611
33,15,0.217965
33,16,0.110028
33,17,0.263835
33,18,0.553886
33,19,1.044788
33,21,0.019255
33,23,0.065552
33,24,0.944323
33,33,0.058171
33,34,0.044386
33,35,0.311318
33,36,0.880106
33,37,0.117147
33,38,0.113083
34,2,0.550902
34,5,0.645525
34,9,0.430969
34,10,0.301811
34,11,0.225766
34,12,0.037475
34,13,0.174069
34,14,0.124416
34,15,0.226546
34,18,0.018911
34,19,0.132020
34,20,0.131881
34,21,0.089287
34,22,0.016331
34,23,0.098490
34,24,0.084299
34,25,0.135871
34,26,0.644834
34,27,0.103460
34,28,0.019481
34,29,0.129015
34,30,0.052023
34,32,0.072868
34,33,0.128130
34,34,0.889862
34,35,0.042767
34,37,0.437091
36,1,0.514723
36,3,1.387756
36,4,0.056942
36,5,0.200883
36,6,0.080455
36,8,0.310044
36,11,0.088908
36,12,0.153763
36,13,0.181559
36,16,0.019705
36,17,0.314248
36,18,0.014115
36,21,0.095899
36,22,0.115431
36,24,0.035381
36,26,0.100752
36,28,0.429842
36,34,0.010905
36,36,0.012986
38,1,0.098491
38,2,0.032293
40,16,0.041703
40,19,0.703100
41,1,0.028359
41,3,0.102418
41,13,0.091864
41,19,0.071505
41,30,0.329399
41,31,0.077662
41,37,0.901316
41,38,0.061618
42,2,0.050402
42,5,0.028444
42,6,0.028090
42,7,0.068779
42,11,0.033282
42,13,0.060359
42,14,0.014464
42,15,0.032046
42,16,0.114586
42,18,0.015578
42,26,0.062546
42,27,0.392824
42,28,0.033534
42,32,0.106046
42,33,0.098659
42,35,0.041383
42,37,0.012182
43,1,0.192341
43,2,0.699778
43,5,0.699778
43,6,0.043561
43,7,0.045319
43,8,0.263389
43,9,0.769171
43,11,0.011892
43,14,0.483288
43,15,0.771199
43,16,0.011535
43,18,0.017362
43,19,0.043149
43,20,0.836094
43,21,0.015954
43,23,0.013285
43,24,0.693900
43,26,0.793432
43,27,0.027962
43,29,0.015097
43,31,0.441662
43,37,0.072239
44,2,0.346910
44,4,0.054416
44,5,0.082648
44,13,0.010294
44,14,0.053356
44,17,0.019256
44,21,0.574782
44,30,0.056189
44,31,0.313616
44,35,0.049574
44,37,0.191781
44,38,0.038743
47,1,0.012795
47,2,0.014366
47,12,0.034413
47,13,0.036551
47,17,0.033827
48,6,0.122059
48,8,0.137548
48,9,0.068535
48,10,0.081651
48,15,0.538803
48,17,0.028673
48,18,0.180674
48,19,0.086632
48,23,0.483258
48,28,0.057960
48,29,0.062871
48,30,0.108261
48,32,0.127862
48,35,0.012174
48,38,0.043695
50,2,0.629244
50,4,0.186805
50,7,0.036420
50,8,0.040946
50,9,0.016204
50,10,0.580636
50,11,0.074255
50,12,0.090227
50,13,0.008210
50,15,0.172469
50,16,0.201353
50,17,0.017348
50,19,0.518669
50,20,0.101035
50,21,0.107349
50,22,0.340107
50,23,0.734780
50,24,0.206433
50,33,0.012516
50,34,0.055969
50,35,0.120795
50,37,0.043681
51,1,0.013017
52,1,0.012799
52,6,0.040898
52,7,0.040835
52,8,0.015618
52,9,0.015264
55,6,0.122591
55,7,0.101054
55,17,0.106889
55,19,0.133186
55,20,0.518120
55,24,0.295180
55,25,0.097453
55,26,0.155834
55,27,0.599700
58,5,0.045757
58,11,0.028268
58,12,0.067594
58,15,0.037139
58,23,0.094771
58,25,0.339070
58,26,0.097811
58,28,0.093664
58,29,0.021213
58,33,0.018326
58,34,0.016668
58,37,0.063597
60,1,0.335794
60,2,0.386854
60,3,1.040017
60,4,0.156632
60,5,0.298419
60,6,0.163681
60,7,1.066785
60,8,0.213928
60,9,0.811764
60,10,1.098349
60,11,0.316305
60,12,1.561929
60,13,1.079174
60,14,0.123006
60,15,0.289348
60,16,0.189522
60,17,0.107679
60,18,0.205945
60,20,0.165534
60,21,0.300248
60,22,0.503047
60,23,0.844004
60,24,0.792830
60,25,0.801990
60,26,1.464291
60,27,0.637112
60,28,0.127881
60,29,0.063095
60,30,0.295003
60,32,0.457821
60,33,0.467291
60,34,0.478229
60,35,0.226686
60,37,0.484389
60,38,0.156267
62,3,0.070672
63,1,0.074902
63,2,0.406879
63,3,0.133537
63,4,0.082503
63,5,0.240528
63,6,0.039003
63,7,0.140979
63,8,0.081950
63,9,0.009576
63,10,0.038365
63,13,0.130118
63,16,0.815953
63,18,0.064614
63,28,0.073895
63,31,0.292201
63,38,0.014187
64,1,0.086000
64,4,0.956520
64,6,0.313405
64,9,0.048327
64,18,0.262428
64,19,0.048333
64,20,0.011040
64,21,0.299914
65,1,0.015494
65,3,0.028939
65,4,0.108899
65,5,0.017296
65,6,0.059453
65,7,0.057513
65,9,0.033490
65,12,0.101742
65,13,0.124842
65,14,0.088451
65,19,0.070500
65,21,0.045526
65,22,0.023982
65,23,0.042457
65,24,0.132041
65,26,0.021450
65,28,0.314262
65,31,0.014693
65,33,0.122958
65,34,0.239154
65,38,0.205494
66,3,0.022102
66,5,0.057144
66,22,0.015543
66,25,0.023504
66,26,0.011756
66,28,0.031148
66,30,0.186647
66,37,0.011417
66,38,0.020076
70,10,0.106689
70,22,0.067319
70,31,0.065558
70,37,0.048396
72,2,0.311046
72,3,0.031289
72,4,0.045852
72,5,0.046693
72,12,0.013731
72,13,0.447338
72,14,0.078693
72,15,0.096212
72,19,0.531099
72,20,0.183536
72,21,0.203437
72,23,0.840728
72,25,0.067032
72,26,0.016849
72,27,0.411272
72,28,0.371192
72,30,0.090662
72,31,0.388846
72,32,0.219295
72,33,0.726886
72,34,0.851387
72,35,0.558946
72,36,0.099830
72,38,0.076545
75,10,0.082325
76,1,0.039227
76,2,0.274303
76,8,0.177706
76,15,0.539198
76,21,0.122219
78,5,0.523059
78,6,0.070712
78,7,0.098627
78,8,0.045222
78,12,0.122608
78,15,0.011766
78,18,0.107413
78,19,0.078892
78,20,0.047529
78,25,0.029724
78,26,0.044182
78,28,0.632079
78,33,0.097694
78,34,0.360768
78,36,0.027785
78,37,0.084181
78,38,0.211669
81,1,0.023813
81,9,0.021889
82,1,0.038220
82,2,0.124812
82,3,0.089622
82,4,0.298375
82,6,0.091975
82,10,0.087757
82,12,0.218286
82,13,0.146753
82,14,0.397556
82,15,0.115526
82,18,0.536417
82,19,0.017376
82,20,0.097130
82,22,0.519343
82,23,0.018240
82,24,0.057250
82,25,0.069395
82,27,0.291543
82,28,1.026997
82,30,0.206529
82,31,0.331843
82,34,0.761882
82,35,0.067630
82,36,0.023376
82,37,0.153205
82,38,0.118689
83,15,0.604570
83,16,0.094025
83,20,0.018625
83,22,0.061446
83,24,0.372347
83,25,0.016419
83,34,0.244532
83,35,0.658215
83,38,0.104868
84,28,0.015345
84,35,0.021095
85,1,1.110786
85,2,0.140869
85,3,0.070305
85,4,0.450304
85,5,0.268977
85,6,0.849581
85,7,0.197569
85,8,0.120749
85,9,0.823199
85,10,0.174701
85,11,0.217301
85,12,1.252353
85,13,0.717472
85,14,1.624207
85,15,0.140554
85,16,0.778156
85,18,0.723404
85,19,0.887872
85,20,0.831424
85,21,0.050861
85,22,0.321987
85,24,0.703566
85,25,1.631666
85,26,0.148978
85,27,0.123279
85,28,1.239932
85,30,0.680304
85,31,0.096919
85,32,0.275351
85,33,0.201179
85,34,0.974346
85,35,0.363230
85,36,0.235052
85,37,0.639692
85,38,0.614180
86,5,0.064579
86,7,0.029054
86,8,0.032500
86,10,0.477259
86,12,0.157226
86,13,1.039578
86,14,0.115625
86,16,0.090910
86,18,0.043903
86,19,0.233560
86,20,0.136226
86,21,0.032132
86,23,0.092166
86,24,0.150836
86,25,0.060442
86,26,0.439157
86,27,0.494231
86,28,0.046635
86,30,0.125863
86,32,0.071771
86,38,0.097726
87,2,0.114664
87,6,0.011683
89,6,0.054052
89,8,0.428092
89,14,0.039226
89,16,0.035929
89,24,0.046649
89,28,0.992887
90,2,0.090425
90,4,0.105893
90,6,0.029517
90,7,0.025571
90,9,0.123509
90,13,0.097276
90,29,0.207314
90,30,0.506317
90,34,0.163381
92,14,0.690806
92,22,0.100568
96,2,0.043333
96,3,0.025643
96,8,0.349809
96,11,0.376676
96,12,0.048609
96,19,0.564146
96,20,0.021439
96,25,0.026027
96,28,0.332925
96,29,0.016132
98,1,0.066056
98,17,0.350758
98,19,0.116352
98,26,0.042740
98,32,0.103773
98,33,0.047314
98,34,0.048659
98,35,0.029120
103,3,0.030286
103,4,0.011425
104,1,0.010832
104,4,0.018240
104,5,0.071062
104,6,0.036113
104,8,0.041636
105,1,0.024679
105,3,0.036433
105,4,0.175564
105,6,0.033220
105,7,0.063471
105,10,0.333965
105,11,0.011602
105,19,0.473981
105,21,0.049620
105,25,0.034005
105,27,0.091563
105,28,0.050517
105,30,0.123833
105,33,0.023639
105,34,0.023135
105,38,0.304434
106,2,0.096742
106,4,0.057427
106,6,0.060800
106,8,0.062513
106,9,0.103526
106,12,0.055837
106,19,0.007495
106,21,0.023036
106,24,0.009051
106,25,0.009910
106,26,0.014405
106,33,0.009962
106,35,0.122894
107,2,0.478411
107,4,0.485588
107,5,0.023424
107,6,0.558658
107,7,0.014711
107,14,0.700857
107,15,0.067936
107,17,0.091214
107,19,0.598528
107,20,0.447175
107,21,0.951950
107,26,0.030676
107,28,0.049533
107,29,0.173960
107,30,0.697114
107,33,0.067870
107,34,1.460331
107,35,0.058231
107,36,0.600022
107,37,0.333423
108,1,1.193937
108,2,1.534887
108,3,0.076861
108,4,0.686630
108,5,0.087574
108,6,0.125661
108,7,0.213051
108,8,0.092194
108,9,0.285046
108,10,0.856764
108,11,0.160538
108,12,0.295908
108,13,0.447762
108,14,0.207108
108,15,0.699778
108,30,0.071886
108,31,0.048939
108,32,0.161215
108,34,0.200004
108,35,0.056835
108,36,0.094291
108,37,0.822852
109,12,0.060348
109,14,0.205861
109,15,0.050951
109,16,0.097418
109,21,0.396934
109,22,0.071118
109,25,0.455578
110,2,0.008944
110,3,0.012576
110,4,0.109172
110,5,0.082781
110,6,0.124247
110,7,0.494874
110,8,0.288140
110,9,0.223615
110,11,0.076177
110,12,0.124959
110,13,0.024206
110,14,0.028595
110,16,0.137740
110,19,0.100048
110,20,0.045355
110,22,0.016115
110,23,0.116796
110,24,0.610581
110,25,0.032811
110,26,0.111097
110,28,0.072380
110,36,0.037029
110,37,0.038199
111,3,0.135003
111,4,0.067457
111,7,0.016430
111,9,0.296311
111,11,0.156248
111,12,0.040127
111,14,0.198679
111,15,0.022795
111,16,0.065594
111,25,0.366441
111,26,0.071348
111,27,0.050082
111,33,0.358535
112,2,0.059336
112,3,0.125466
112,4,0.386069
112,6,0.556354
112,7,0.080315
112,10,0.564291
112,12,0.542380
112,14,0.042301
112,15,0.100715
112,16,0.061584
112,19,0.056919
112,22,0.076750
112,24,0.023593
112,34,0.273174
112,35,0.048592
112,37,0.111452
114,1,0.016090
114,12,0.022648
114,23,0.043736
114,24,0.084038
114,26,0.132551
114,27,0.686247
114,34,0.051813
115,1,0.259558
115,3,0.095410
115,4,0.355764
115,34,0.528260
115,35,0.025116
115,36,0.024554
117,21,0.105625
117,22,1.101636
117,23,0.377740
117,24,0.322743
117,25,1.178504
117,26,0.417173
117,27,0.061576
117,28,0.007352
117,29,0.426411
117,30,0.698993
117,31,0.191882
117,35,0.508533
117,36,0.030803
117,37,0.146531
117,38,0.981905
119,1,0.184336
119,2,0.924086
119,3,0.334784
119,4,0.322439
119,5,0.306848
119,6,0.091825
119,7,0.455961
119,8,0.077666
119,9,1.166609
119,11,0.113395
119,12,0.051903
119,13,0.554402
119,14,0.173685
119,15,0.058634
119,16,0.100965
119,17,0.290574
119,19,0.336863
119,20,0.535704
119,26,0.056242
119,27,0.973935
119,28,0.147536
119,29,0.326502
119,30,0.623355
119,31,0.125956
119,32,0.631333
119,33,0.049381
119,34,0.687197
119,37,0.319329
119,38,0.247661
120,9,0.105698
120,10,0.526225
120,12,0.028457
120,13,0.018989
120,14,0.034839
120,16,0.039823
120,30,0.135268
120,33,0.029874
120,38,0.030335
121,26,0.073632
121,27,0.028359
121,28,0.013858
121,30,0.080899
121,31,0.022381
121,32,0.332508
122,1,0.453111
122,4,0.134714
122,7,0.034710
122,8,0.298178
122,10,0.304495
122,11,0.037077
122,12,0.393035
122,14,0.074128
122,15,0.134639
122,16,0.814502
122,18,0.050365
122,25,0.463912
122,26,0.238551
122,28,0.052586
122,31,0.017827
122,32,0.073976
122,33,0.270907
122,34,0.042931
122,35,0.039936
122,36,0.399109
122,37,0.356949
125,6,0.036458
125,10,0.042834
125,12,0.080642
125,14,0.067385
125,15,0.021670
125,18,0.041227
125,19,0.115608
125,20,0.029252
125,21,0.264633
125,23,0.477818
125,24,0.099027
125,25,0.526707
125,27,0.074250
125,31,0.060563
125,35,0.724646
125,37,0.072041
126,2,0.021664
126,4,0.041096
126,6,0.014900
126,12,0.028792
126,14,0.015499
126,17,0.014321
126,28,0.043152
126,31,0.021486
126,33,0.018489
126,35,0.028098
126,36,0.019673
126,38,0.006177
128,1,0.039591
128,6,0.045718
128,12,0.019458
128,16,0.046639
129,1,0.101329
129,3,0.169594
129,4,0.011783
129,6,0.138377
129,8,0.648917
129,10,0.081995
129,11,0.133481
129,13,0.081303
129,17,0.008381
129,18,0.297464
129,19,0.279953
129,23,0.322384
129,25,0.112348
129,26,0.159057
129,27,0.014367
129,28,0.015032
129,30,0.046744
129,34,0.070520
129,37,0.032749
130,2,0.402920
130,26,0.093949
130,27,0.102143
130,28,0.017803
130,31,0.052624
130,32,0.181877
130,35,0.080104
130,36,0.154877
130,37,0.541651
131,1,0.122810
131,2,0.443511
131,4,0.010469
131,6,0.020270
131,7,0.283807
131,19,0.017558
131,27,0.029397
131,32,0.022868
132,1,0.743288
132,2,0.054603
132,3,0.548842
132,4,0.699237
132,5,0.079659
132,6,0.014367
132,8,0.057645
132,10,0.118972
132,13,0.064945
132,14,0.116754
132,16,0.079822
132,20,0.286889
132,21,0.025892
132,23,0.066726
132,25,0.061602
132,26,0.016138
132,27,0.610799
133,1,0.025076
133,3,0.088392
133,4,0.013079
133,6,0.006309
133,7,0.008106
133,10,0.066663
133,12,0.010781
133,13,0.124308
133,14,0.010441
133,15,0.022523
133,16,0.034670
133,18,0.033719
133,20,0.039525
133,21,0.017913
133,22,0.022418
133,23,0.013905
133,25,0.038403
133,26,0.026575
133,35,0.043429
133,37,0.023680
134,1,0.363419
134,3,0.115419
134,5,0.137726
134,8,0.105569
134,9,0.090506
134,10,0.098920
134,11,0.053498
134,14,0.143931
134,15,0.555297
134,16,0.360706
134,17,0.422539
134,18,0.072725
134,20,0.510474
134,22,0.112405
134,23,0.076526
134,24,0.699778
134,25,0.607884
134,26,0.073393
134,31,0.015781
134,33,0.077074
134,34,0.032353
134,36,0.311335
134,37,0.518721
134,38,0.032391
135,1,1.310443
135,2,0.118312
135,3,0.082890
135,4,0.151792
135,5,0.104912
135,6,0.121419
135,7,0.029797
135,8,0.508071
135,10,0.131283
135,11,0.078788
135,12,0.078851
135,13,0.722641
135,14,0.226825
135,15,0.358764
135,16,0.193380
135,17,0.077501
135,18,0.045925
135,19,1.831567
135,20,0.191495
135,21,0.304234
135,22,0.048800
135,23,0.631705
135,31,0.228461
135,32,0.064325
135,33,0.186196
135,34,0.304710
135,35,0.218509
135,36,1.519985
135,37,0.047761
135,38,1.038268
138,14,0.078422
138,16,0.056445
138,20,0.166301
138,27,0.019061
138,30,0.069649
138,31,0.079204
138,38,0.233446
139,5,0.015579
139,22,0.287851
139,23,0.089819
139,25,0.030517
139,26,0.012527
139,31,0.088364
140,1,0.547817
140,2,1.311241
140,3,0.118830
140,4,0.019619
140,7,0.375806
140,8,0.127205
142,14,0.010865
142,16,0.043303
142,19,0.089920
142,20,0.057154
142,22,0.062126
143,1,0.018377
143,2,0.420580
143,3,0.064934
143,4,0.226209
143,5,0.507350
143,6,1.049322
143,7,0.109261
143,8,0.264784
143,9,0.532117
143,10,0.073282
143,11,0.103957
143,12,0.105480
143,14,0.021765
143,15,0.021644
143,16,0.221695
143,18,0.061910
143,24,0.096419
143,25,0.403495
144,20,0.416537
144,25,0.078038
144,28,0.040617
144,30,0.077672
144,31,0.020429
144,32,0.016300
144,33,0.100863
144,38,0.070744
150,1,0.023663
150,12,0.054576
150,13,0.032426
150,15,0.145817
150,16,0.034607
150,18,0.051108
150,19,0.385806
150,21,0.556566
150,25,0.009144
150,26,0.100183
150,31,0.027641
150,32,0.034606
151,3,0.047604
151,10,0.017334
151,13,0.061228
151,31,0.034022
151,36,0.068178
151,37,0.456045
153,6,0.110298
153,10,0.055261
153,12,0.052347
153,20,0.039611
153,27,0.058223
153,38,0.102875
154,1,0.268830
154,2,0.149943
154,3,0.028351
154,5,0.367298
154,18,0.168065
154,19,0.606736
154,20,0.091617
154,21,0.118203
154,22,0.483275
154,24,0.099538
154,25,0.903060
154,26,0.564768
154,30,0.159489
154,31,0.411098
154,34,0.062922
154,36,0.324487
154,37,0.930958
157,4,0.100815
157,5,0.045577
157,7,0.042698
157,21,0.131713
157,22,0.802559
159,6,0.057700
159,27,0.012821
159,31,0.020117
160,11,0.091256
160,13,0.066434
160,14,0.048741
160,17,0.052024
160,19,0.134019
161,4,0.151438
161,5,0.092994
161,6,0.016784
161,7,0.112089
161,11,0.017271
161,12,0.062260
161,13,0.054240
161,14,0.046487
161,15,0.075084
161,19,0.029021
161,20,0.090773
161,22,0.034552
161,23,0.085943
161,25,0.021697
161,28,0.415493
161,32,0.034088
161,33,0.333559
161,34,0.009203
165,4,0.019297
165,7,0.071430
165,26,0.034892
165,27,0.032557
165,29,0.034368
165,30,0.048082
165,31,0.015188
165,33,0.049824
165,35,0.015013
165,36,0.055914
165,38,0.113100
167,21,0.043321
167,22,0.027257
168,1,0.105475
168,3,0.073449
168,4,0.859465
168,5,0.355626
168,7,0.321389
168,8,0.072325
168,17,0.140638
168,18,0.084280
168,20,0.204277
168,21,0.077787
168,22,0.033876
168,23,0.015087
168,30,0.947775
168,32,0.052946
168,34,0.682181
168,35,0.579935
168,36,0.549322
170,11,0.139747
170,12,0.060987
170,13,0.012413
170,14,0.075910
170,16,0.057761
170,19,0.319887
170,21,0.426295
170,34,0.720708
170,36,0.021026
170,38,0.048301
173,4,0.047823
173,11,0.049824
173,12,0.037142
173,13,0.239552
173,14,0.014675
173,18,0.075020
173,19,0.011670
173,20,0.043215
173,24,0.020006
173,25,0.053993
173,27,0.082029
173,30,0.062126
173,31,0.018882
173,35,0.019604
173,36,0.028665
173,37,0.029946
174,12,0.036400
174,14,0.070770
177,3,0.359362
177,6,0.089794
177,7,0.067237
177,11,0.476124
177,12,0.070568
177,13,0.699778
177,14,0.424208
177,15,0.370502
177,16,0.828675
177,17,0.210743
177,30,0.595153
177,33,0.056887
178,5,0.017312
178,8,0.062865
178,10,0.035880
178,11,0.009823
178,15,0.017422
178,28,0.008931
178,29,0.026757
178,32,0.041980
182,7,0.032142
182,13,0.009716
182,14,0.159560
182,15,0.034174
182,21,0.092428
182,23,0.025269
182,25,0.071971
182,27,0.504195
182,28,0.021412
182,29,0.027606
182,31,0.083728
182,34,0.112884
182,35,0.040833
182,37,0.316843
182,38,0.088521
184,1,0.058823
184,5,0.077358
184,10,0.024929
186,10,0.066297
191,13,0.274781
191,16,0.012483
191,31,0.072809
191,34,0.072508
191,35,0.026037
191,37,0.016953
193,6,0.026326
193,7,0.786108
193,8,0.080832
193,15,0.126468
193,16,0.097319
193,17,0.782658
193,18,0.118654
193,19,0.064963
193,20,0.057293
193,21,0.147951
194,35,0.222505
194,36,0.107647
195,1,0.243277
195,2,0.113803
195,3,0.107639
195,4,0.197612
195,6,0.219327
195,24,0.025550
195,25,0.072365
195,27,0.081852
195,33,0.061281
196,2,0.063430
196,23,0.022063
196,31,0.022633
197,1,0.044037
197,2,0.051559
197,3,0.051041
197,5,0.254142
197,14,0.120261
197,15,0.038606
197,16,0.088480
197,21,0.065311
198,10,0.535032
198,11,0.338602
198,16,0.017448
198,30,0.299188
198,31,0.049318
198,34,0.050257
198,35,0.046749
199,1,0.068273
199,2,0.726966
199,3,0.565489
199,4,0.180688
199,5,0.022281
199,6,0.096470
199,7,0.467961
199,8,0.061703
199,9,0.069715
199,11,0.028252
199,12,0.035905
199,13,0.069826
199,14,1.226308
199,15,0.636013
199,16,0.096497
199,21,0.083057
199,22,0.007213
199,23,0.013983
199,24,0.492345
199,25,0.072609
199,27,0.119914
199,28,0.065986
199,30,0.171596
199,31,0.199879
199,34,0.072834
200,23,0.506614
200,24,0.558451
200,25,0.057289
200,26,0.034998
200,27,0.331813
200,28,0.220087
200,29,1.032195
200,31,0.057517
200,32,0.120083
200,33,0.682731
200,35,0.102565
202,2,0.080448
202,3,0.118604
202,4,0.018903
202,5,0.121575
202,6,0.021024
202,7,0.074962
202,9,0.099639
202,10,0.012566
202,12,0.058277
202,13,0.371407
202,16,0.019628
202,17,0.041800
202,18,0.166740
202,20,0.140034
202,21,0.190163
202,23,0.286504
202,24,0.225660
202,25,0.131374
202,27,0.022867
202,28,0.016458
202,30,0.079672
202,31,0.619614
202,32,0.028343
202,35,0.077014
202,36,0.915718
202,37,0.050699
202,38,0.347387
203,2,0.018377
203,3,0.015899
203,5,0.019250
203,9,0.048060
203,12,0.341265
203,18,0.016450
203,21,0.059019
203,22,0.038774
203,30,0.440414
203,37,0.501076
203,38,0.064727
204,12,0.019826
204,34,0.024971
204,35,0.088727
204,36,0.110719
204,37,0.138235
205,5,0.100132
205,18,0.036961
205,19,0.064779
205,21,0.122950
205,23,0.024780
205,24,0.020114
205,25,0.448431
205,26,0.285309
205,27,0.062954
205,29,0.037496
205,30,0.056115
205,31,0.442167
205,32,0.128918
205,33,0.372923
205,34,0.034707
205,35,0.088841
205,36,0.251795
205,37,0.196683
206,1,0.026261
206,10,0.044848
206,11,0.032944
206,12,0.101447
206,13,0.064095
206,15,0.042060
208,2,0.023161
208,4,0.029777
208,10,0.154932
208,18,0.019137
208,19,0.699778
208,20,0.170905
208,21,0.064396
208,30,0.154443
208,31,0.028677
208,32,0.123457
208,33,0.023066
208,35,0.240776
208,36,0.933028
208,37,0.035017
208,38,0.060804
209,7,0.080033
209,8,0.077685
209,30,0.348096
209,36,0.067690
210,2,0.049203
210,4,0.012521
210,7,0.357901
210,9,0.126578
210,14,0.020845
210,15,0.483454
210,16,0.039793
210,17,0.008687
210,19,0.979803
210,22,0.298585
210,28,0.850955
210,30,0.224983
210,31,0.166934
210,33,0.196837
210,35,0.264779
210,36,0.395183
210,37,0.221995
211,1,0.775882
