season,element,club,minutes,exposure,tercile,act90,rec90_fpl,rec90_ust
2023-24,316,12,1720.0,0.110465116,1,2.023953488,2.022180233,2.208421491
2023-24,318,12,1659.0,0.349005425,2,1.981735986,1.975099458,2.119498251
2023-24,321,12,2923.0,0.476565173,2,2.081423195,2.087020185,2.217302334
2023-24,330,12,1846.0,0.073672806,1,2.194907909,2.185861322,2.315653593
2023-24,341,13,2511.0,0.068100358,0,0.921863799,0.980434090,0.998107810
2023-24,342,13,2016.0,0.196428571,1,0.943750000,0.915295139,0.875181154
2023-24,350,13,2542.0,0.008654603,0,0.889378442,0.950566483,0.939737811
2023-24,352,13,2785.0,0.095152603,1,0.886427289,0.954622980,0.930078379
2023-24,368,13,1060.0,0.320754717,2,1.041792453,1.097051887,1.035772526
2023-24,369,13,2766.0,0.121475054,1,0.930911063,0.988834056,0.960871002
2023-24,377,14,3174.0,0.007561437,0,1.836294896,1.859007561,1.841062484
2023-24,385,8,1620.0,0.000000000,0,1.470555556,1.462222222,1.430333000
2023-24,386,14,1328.0,0.457831325,2,1.761370482,1.825560994,1.704605727
2023-24,387,14,1647.0,0.071038251,1,2.004371585,1.978904068,2.036402583
2023-24,393,12,2467.0,0.160924199,1,2.040048642,2.190553304,2.321618999
2023-24,395,14,1369.0,0.211102995,1,1.794083272,1.816610665,1.724317587
2023-24,398,14,960.0,0.343750000,2,1.890937500,1.985203125,1.946055175
2023-24,401,14,1778.0,0.240719910,2,1.952362205,1.912007874,1.932393253
2023-24,405,15,1375.0,0.214545455,1,2.067054545,2.118727273,1.811916821
2023-24,407,15,2725.0,0.207339450,1,1.526532110,1.582950459,1.425425656
2023-24,409,15,1984.0,0.002016129,0,2.011391129,2.083256048,1.901682681
2023-24,417,15,908.0,0.207048458,1,1.282599119,1.260759912,1.344694824
2023-24,419,15,1061.0,0.236569274,1,1.533647502,1.582224317,1.493933403
2023-24,424,15,1345.0,0.063197026,0,1.065278810,1.100223048,1.016025472
2023-24,427,15,3055.0,0.027823241,0,1.727528642,1.766978723,1.600392823
2023-24,430,15,2235.0,0.154362416,1,1.621208054,1.667968680,1.490063688
2023-24,439,16,1437.0,0.311064718,2,1.647181628,1.482894920,1.418874726
2023-24,457,16,1455.0,0.195876289,1,1.707216495,1.625690722,1.594734045
2023-24,465,16,1452.0,0.256198347,2,1.477066116,1.438904959,1.371024499
2023-24,467,16,1625.0,0.224615385,1,1.276615385,1.245144615,1.180084013
2023-24,471,17,2649.0,0.048697622,0,2.076896942,2.030158550,2.156733727
2023-24,473,17,968.0,0.163223140,1,2.055681818,2.037820248,2.075399636
2023-24,476,17,2787.0,0.257265877,2,1.868137783,1.957328669,2.019333016
2023-24,482,17,2648.0,0.048338369,0,2.108270393,2.106642749,2.193226589
2023-24,495,18,1068.0,0.157303371,1,1.890168539,1.933061798,1.879098136
2023-24,497,18,1152.0,0.375000000,2,2.242968750,2.114487847,2.035926283
2023-24,506,18,3090.0,0.067961165,0,1.701553398,1.742203883,1.695752543
2023-24,508,4,1507.0,0.581950896,2,1.817916390,1.562670869,1.571329220
2023-24,511,18,2777.0,0.027727764,0,1.703096867,1.544015124,1.510485309
2023-24,519,18,2391.0,0.209535759,1,1.833124216,1.755763279,1.700151414
2023-24,520,18,3420.0,0.000000000,0,1.673157895,1.749868421,1.696290395
2023-24,522,19,1857.0,0.079159935,1,1.879967690,1.866752827,1.860550916
2023-24,524,19,2700.0,0.033333333,0,1.824000000,1.896000000,1.887465750
2023-24,528,19,3135.0,0.110047847,1,1.895311005,1.883132376,1.900149770
2023-24,532,19,3138.0,0.139579350,1,1.952581262,1.936580625,1.941658221
2023-24,544,19,2838.0,0.048625793,0,1.896405920,1.858710359,1.864491994
2023-24,545,20,2327.0,0.651912333,2,1.770992694,1.819156639,1.931748025
2023-24,551,20,2209.0,0.062924400,0,1.567360797,1.559207786,1.663770575
2023-24,563,20,3420.0,0.000000000,0,1.767631579,1.798026316,1.877520855
2023-24,569,20,3037.0,0.022061245,0,1.759697069,1.787813632,1.878262605
2023-24,572,20,3084.0,0.241245136,2,2.016245136,1.763798638,1.838107987
2023-24,573,20,2771.0,0.220498015,1,1.736340671,1.761064598,1.806930760
2023-24,575,12,1169.0,0.307100086,2,2.127972626,2.216445680,2.480691805
2023-24,576,17,2883.0,0.125910510,1,1.951092612,1.970780437,2.048707961
2023-24,584,2,2462.0,0.086108855,1,1.462225833,1.500999188,1.475259783
2023-24,588,9,2259.0,0.482071713,2,1.503187251,1.471434263,1.474748569
2023-24,595,3,1966.0,0.542217701,2,1.686927772,1.668822482,1.777677332
2023-24,596,6,2520.0,0.000000000,0,1.763214286,1.759107143,1.785506429
2023-24,597,14,3420.0,0.000000000,0,1.832631579,1.856184211,1.835794632
2023-24,598,20,1128.0,0.680851064,2,1.847872340,1.745312500,1.753514853
2023-24,602,12,1727.0,0.374638101,2,1.982397221,2.162180081,2.300447836
2023-24,604,16,1690.0,0.520710059,2,1.544911243,1.588479290,1.574588199
2023-24,606,5,1600.0,0.381250000,2,1.370250000,1.362950000,1.305597151
2023-24,610,10,2285.0,0.054704595,0,1.608183807,1.556984683,1.509752437
2023-24,611,7,2579.0,0.057774331,0,1.534082978,1.550736720,1.598936106
2023-24,614,12,3405.0,0.022026432,0,2.092070485,2.141321586,2.287771410
2023-24,616,13,2327.0,0.110442630,1,0.923592609,0.953760206,0.951326072
2023-24,626,11,1188.0,0.318181818,2,1.081818182,1.139734848,1.026056653
2023-24,633,15,1289.0,0.511249030,2,1.998991466,2.081334368,1.955682790
2023-24,639,18,2341.0,0.077317386,1,1.443998291,1.599252456,1.577849667
2023-24,643,3,1220.0,0.336065574,2,1.973360656,1.941375000,1.973810573
2023-24,676,19,1500.0,0.100000000,1,1.761600000,1.854126667,1.863559851
2023-24,687,7,1986.0,0.003021148,0,1.582930514,1.573323263,1.612462440
2023-24,688,10,2629.0,0.144161278,1,1.405971852,1.446089768,1.406163066
2023-24,693,17,916.0,0.312227074,2,2.132096070,2.173438865,2.356836821
2023-24,696,16,2790.0,0.096774194,1,1.386774194,1.402218638,1.360919610
2023-24,699,2,1153.0,0.141370338,1,1.830442324,1.832263660,1.881001924
2023-24,703,14,1388.0,0.481268012,2,1.794812680,1.738238473,1.672029387
2023-24,792,8,1440.0,0.000000000,0,1.231875000,1.290000000,1.342269000
2023-24,805,6,1235.0,0.271255061,2,2.450040486,1.960834008,1.953373229
2023-24,806,6,1310.0,0.175572519,1,1.896183206,1.887603053,1.884276477
2023-24,808,16,1440.0,0.000000000,0,1.281250000,1.308437500,1.233790281
