season,element,club,minutes,exposure,tercile,act90,rec90_fpl,rec90_ust
2022-23,280,12,1665.0,0.081081081,1,1.200859459,1.153943243,1.078188189
2022-23,281,12,2160.0,0.000000000,0,1.294187500,1.307866667,1.262274042
2022-23,284,12,1805.0,0.401662050,2,1.243336288,1.257533241,1.222978602
2022-23,285,12,2020.0,0.287128713,2,1.291192574,1.277549455,1.201088626
2022-23,290,12,1440.0,0.062500000,1,1.369706250,1.379906250,1.282402500
2022-23,299,13,1392.0,0.159482759,1,1.062724138,1.178199910,1.059889239
2022-23,302,13,1204.0,0.327242525,2,0.655983389,0.948460756,0.968365236
2022-23,307,13,1980.0,0.045454545,1,0.821159091,0.944972727,0.923711716
2022-23,308,13,1300.0,0.376923077,2,0.743490000,0.830669615,0.784212680
2022-23,312,13,1125.0,0.120000000,1,0.828800000,0.942700000,0.787000270
2022-23,313,1,1652.0,0.509685230,2,1.179196126,1.341446640,1.317318974
2022-23,327,14,2250.0,0.000000000,0,1.358136000,1.458808000,1.360271540
2022-23,329,14,1228.0,0.267100977,2,1.340318404,1.500980782,1.325506108
2022-23,332,14,1859.0,0.176976869,1,1.411954276,1.480792361,1.384048840
2022-23,337,14,1099.0,0.099181074,1,1.345970883,1.322362511,1.261679127
2022-23,341,14,1428.0,0.306722689,2,1.207840336,1.274397479,1.150277307
2022-23,342,14,987.0,0.179331307,1,1.644665653,1.748338602,1.681845426
2022-23,357,15,2108.0,0.146110057,1,1.070901803,1.139733871,0.987345521
2022-23,358,15,1975.0,0.225316456,1,1.090157468,1.121521013,0.966143843
2022-23,366,15,2053.0,0.035557720,0,1.077672187,1.146609352,0.989644661
2022-23,376,15,2001.0,0.010494753,0,1.131764618,1.063422789,0.927265046
2022-23,377,15,2156.0,0.039888683,0,1.095900278,1.155262430,0.998693916
2022-23,388,16,1592.0,0.208542714,1,1.745530779,1.653066583,1.514537873
2022-23,404,3,1170.0,0.000000000,0,1.816569231,1.898976923,1.802938346
2022-23,409,17,1697.0,0.098408957,1,1.905883913,1.915975840,1.658873330
2022-23,410,17,1521.0,0.053254438,1,1.865857988,1.934877581,1.704905642
2022-23,413,17,960.0,0.343750000,2,1.979840625,2.017157917,1.742314758
2022-23,417,17,1060.0,0.320754717,2,1.663395283,1.580387925,1.426732361
2022-23,422,17,1620.0,0.000000000,0,1.572338889,1.567533333,1.409992111
2022-23,423,17,1049.0,0.142040038,1,1.990793136,1.982598093,1.774441606
2022-23,425,18,945.0,0.047619048,1,1.404114286,1.321247619,1.269838810
2022-23,426,18,1215.0,0.037037037,0,1.423155556,1.435592593,1.317191185
2022-23,430,18,1622.0,0.001233046,0,1.565489519,1.526422318,1.414217839
2022-23,432,18,1375.0,0.280000000,2,1.136958545,1.159102291,1.082359055
2022-23,443,18,1706.0,0.050410317,1,1.370869871,1.344673505,1.265751249
2022-23,448,18,1361.0,0.470977223,2,1.597800882,1.523340044,1.436965078
2022-23,455,19,1958.0,0.034729316,0,1.559436159,1.595035751,1.418532553
2022-23,456,19,1209.0,0.255583127,2,1.494677419,1.506215881,1.382597590
2022-23,457,19,1082.0,0.251386322,2,1.660109057,1.620504251,1.413571260
2022-23,459,20,1774.0,0.086809470,1,1.629806652,1.532126268,1.479702941
2022-23,463,19,1452.0,0.256198347,2,1.406764463,1.454785882,1.257837716
2022-23,470,9,1502.0,0.161118509,1,1.599075899,1.679153795,1.628725146
2022-23,472,19,1594.0,0.153074028,1,1.604388331,1.636478043,1.508949424
2022-23,475,8,934.0,0.132762313,1,1.593838330,1.609931478,1.518387642
2022-23,478,20,1980.0,0.000000000,0,1.660336364,1.565945455,1.516240886
2022-23,482,20,2025.0,0.155555556,1,1.689697778,1.600118420,1.566551082
2022-23,484,20,2047.0,0.032730826,0,1.692606742,1.605228139,1.558959788
2022-23,504,14,907.0,0.503858875,2,1.146562293,1.489681367,1.379340655
2022-23,507,16,1003.0,0.012961117,0,1.835892323,1.892123629,1.639072804
2022-23,510,4,1238.0,0.709208401,2,1.329644588,1.252124394,1.183682930
2022-23,513,18,1504.0,0.341755319,2,1.252047207,1.247438198,1.175984870
2022-23,520,6,1146.0,0.057591623,1,1.059777487,1.134800262,1.009831048
2022-23,526,4,2151.0,0.037656904,0,1.274389121,1.238824268,1.126941862
2022-23,533,14,999.0,0.459459459,2,1.505585586,1.599897598,1.513574391
2022-23,538,2,1326.0,0.524886878,2,1.455977376,1.296763348,1.241192533
2022-23,545,19,1095.0,0.506849315,2,1.777972603,1.836607032,1.723380329
2022-23,548,10,1080.0,0.000000000,0,1.770000000,1.777083333,1.470549875
2022-23,558,20,946.0,0.809725159,2,1.641415433,1.631516385,1.626947543
2022-23,559,5,1206.0,0.477611940,2,1.622186567,1.614187811,1.481037673
2022-23,574,3,1710.0,0.000000000,0,1.761589474,1.916910526,1.815471947
2022-23,576,3,1641.0,0.232175503,2,1.683800731,1.889851310,1.839246448
2022-23,586,5,2125.0,0.237647059,2,1.441224000,1.354502118,1.224786878
2022-23,588,19,1149.0,0.295039164,2,1.658843342,1.685230635,1.520195927
2022-23,602,16,1793.0,0.347462354,2,1.680736196,1.814371668,1.670744080
2022-23,610,13,1673.0,0.193066348,1,0.853122534,0.960295427,0.895194296
2022-23,612,10,2066.0,0.041626331,1,1.836757986,1.896758228,1.594347994
2022-23,628,16,1503.0,0.221556886,1,1.531550898,1.613289222,1.447122224
2022-23,689,6,900.0,0.000000000,0,1.230890000,1.232360000,1.099813750
2022-23,691,11,1264.0,0.145569620,1,1.618433544,1.604770411,1.543540498
2022-23,694,2,1325.0,0.660377358,2,1.211196226,1.275210566,1.126933389
2022-23,727,10,990.0,0.000000000,0,1.710000000,1.800454545,1.539447273
2022-23,729,16,1530.0,0.000000000,0,1.941176471,1.941470588,1.789427853
2022-23,730,16,1417.0,0.174311927,1,2.021665490,2.030677488,1.863599893
2022-23,733,18,1132.0,0.443462898,2,1.543992933,1.574995583,1.459234853
