element,GW,expected_goals
13,35,0.150735
13,36,0.075882
13,37,0.042023
13,38,0.220140
14,14,0.048763
14,23,0.068491
14,26,0.013326
16,2,0.051600
16,3,0.047496
16,4,0.759329
16,5,0.185396
16,6,0.015612
16,8,0.023146
16,11,0.089604
16,13,0.031138
16,15,0.732404
16,16,0.042289
16,18,0.390601
16,19,0.100475
16,21,0.046896
16,23,0.016060
16,24,0.397021
16,26,0.079517
16,27,0.125273
16,29,0.149710
16,30,0.050390
16,31,0.062081
16,33,0.081508
16,34,0.100617
16,36,0.336119
18,33,0.118004
19,1,0.793537
19,2,0.041977
19,3,0.480892
19,4,0.346019
19,5,0.190268
19,6,0.269885
19,8,0.086201
19,9,0.093084
19,10,0.433184
19,11,0.044200
19,13,0.122770
19,14,0.179471
19,15,0.060894
19,16,0.085415
19,17,0.049181
19,18,0.727056
19,19,0.130850
19,20,0.099953
19,21,0.242195
19,23,0.143421
19,24,0.566828
19,25,1.218652
19,26,0.272085
19,27,1.266937
19,28,0.053944
19,29,0.285722
19,30,0.379016
19,31,0.088269
19,32,0.288270
19,35,0.473999
21,28,0.012405
23,14,1.247291
23,26,0.056333
23,27,0.035605
23,32,0.123499
23,36,0.126363
23,38,0.122277
25,6,0.077132
25,8,0.018134
25,9,0.071776
25,14,0.115361
25,16,0.050896
25,25,0.187406
25,26,0.062020
25,27,0.020682
25,32,0.062772
26,3,0.073154
26,6,0.079413
26,8,0.075902
26,17,0.421707
26,18,0.072362
26,27,0.016391
28,1,0.164166
28,2,1.675424
28,3,0.115288
28,4,0.237888
28,5,1.162407
28,6,0.044329
28,8,0.752511
28,9,1.327941
28,10,0.201934
28,11,0.340276
28,13,0.738707
28,14,0.749305
28,15,0.445964
28,16,0.552481
28,27,0.341419
28,28,0.070584
28,29,1.665420
28,30,0.818184
28,31,0.822901
28,32,0.788025
28,34,0.829062
28,35,0.120130
28,36,0.073554
28,37,0.209217
28,38,0.352721
29,1,0.052292
29,3,0.060701
29,4,0.009627
29,8,0.165960
29,9,0.690155
29,10,0.071828
29,11,0.012741
29,20,0.009694
29,22,0.086282
29,23,0.006153
29,24,0.086010
30,1,0.160891
30,2,0.237662
30,3,0.072641
30,4,0.046091
30,8,0.090951
30,11,0.689664
30,12,0.320111
30,13,1.232187
30,16,0.894220
30,19,0.292477
30,20,0.528805
30,22,0.053589
30,23,0.089108
30,24,0.043442
30,25,1.635238
30,26,0.103545
30,29,0.030000
30,30,0.399102
30,36,0.043496
30,37,0.133022
30,38,0.358940
32,18,0.026404
32,34,0.063260
33,2,0.029498
33,3,0.104510
33,15,0.041408
33,17,0.079364
33,19,0.037801
33,25,0.064670
33,38,0.091580
34,27,0.025449
34,28,0.137940
34,29,0.016293
34,30,0.509061
34,35,0.084816
37,1,0.037161
37,2,0.051324
37,4,0.023206
37,9,0.044722
37,10,0.148375
37,11,0.337914
37,12,0.013687
37,17,0.292366
37,24,0.026495
37,25,0.017505
37,26,0.253113
37,27,0.010884
37,29,0.122624
37,31,0.056483
37,32,0.047963
37,33,0.097948
37,34,0.035716
37,36,0.024707
37,37,0.051555
37,38,0.064407
39,9,0.029942
39,28,0.510579
39,32,0.010243
39,33,0.058950
39,34,0.119408
39,35,0.364500
40,2,0.457180
40,3,0.326749
40,4,0.086054
40,6,0.130049
40,8,0.073062
40,9,0.608107
40,10,0.184792
40,11,0.518497
40,12,0.212646
40,13,2.026499
40,17,0.619907
40,18,0.288863
40,21,0.526592
40,22,0.753275
40,23,0.086574
40,24,0.094537
40,25,1.412591
40,26,0.329623
40,27,1.011606
40,28,0.496471
40,29,0.960665
40,30,0.665508
40,31,1.057588
40,32,0.353659
40,33,0.283420
40,35,0.404314
40,36,0.488252
40,37,0.687208
40,38,0.642920
42,2,0.980648
42,3,0.083972
42,5,0.157619
42,9,0.017299
42,10,0.056034
42,11,0.032356
42,13,0.237764
42,14,0.244500
42,15,0.094680
42,16,0.055023
42,17,0.032601
42,18,0.106235
42,19,0.078109
42,20,0.400902
42,21,0.010787
42,22,0.214574
42,25,0.303248
42,26,0.064904
42,27,0.066380
42,28,0.557028
42,30,0.113938
42,31,0.290264
42,32,0.220311
42,33,0.104939
42,35,0.322517
42,36,0.145429
42,38,0.087866
43,1,0.015204
43,3,0.012579
43,4,0.060898
43,13,0.037797
43,15,0.013980
43,19,0.010018
44,3,0.023404
44,9,0.250922
44,11,0.031064
44,22,0.062321
44,26,0.099468
44,27,0.093938
44,28,0.091176
44,33,0.075484
45,1,0.069258
45,3,0.041166
45,4,0.028349
45,5,0.099376
45,6,0.122195
45,8,0.145155
45,9,0.088749
45,11,0.517210
45,12,0.095911
45,13,0.156466
45,15,0.277051
45,17,0.502950
45,19,0.408162
45,20,0.206591
45,21,0.247929
45,22,0.188847
45,23,0.087056
45,24,0.031540
45,26,0.035085
45,27,0.098093
45,28,0.111477
45,29,0.108018
45,35,0.040876
45,36,0.439958
45,37,0.057456
45,38,0.109186
46,1,0.023478
46,5,0.011298
46,10,0.099657
46,11,0.016298
46,13,0.037151
46,16,0.008014
46,18,0.661732
46,20,0.155082
46,21,0.030386
46,24,0.036436
46,25,0.024007
46,28,0.698688
46,29,0.090909
46,32,0.389892
46,33,0.064321
46,34,0.070285
46,35,0.015195
46,36,0.067616
46,38,0.380757
47,1,0.053164
47,4,0.020738
47,8,0.723899
47,9,0.033988
47,11,0.055382
47,15,0.095227
47,16,0.049934
47,21,0.186723
47,25,0.038149
47,28,0.524104
47,29,0.157182
47,31,0.339788
47,32,0.444895
47,33,0.027315
47,34,0.039754
47,35,0.047430
47,36,0.418798
47,37,0.530478
47,38,0.933134
48,12,0.043642
48,19,0.158681
48,20,0.026546
48,37,0.024632
50,1,0.015848
50,2,0.651508
53,1,0.014095
53,16,0.005514
53,19,0.039448
53,21,0.016366
57,1,0.236796
57,2,0.049785
57,11,0.545034
57,25,0.028110
57,30,0.022166
58,2,0.024150
60,29,0.053804
60,37,0.158797
60,38,0.008199
62,1,0.024591
62,3,0.046521
62,4,0.109235
62,14,0.722498
62,15,0.368738
62,16,0.728924
62,18,0.621828
62,20,0.126714
62,21,0.564294
62,32,0.319697
62,34,0.396921
62,37,0.289409
62,38,0.035001
64,1,0.091971
64,3,0.013016
64,4,0.021619
64,5,0.011782
64,9,0.411790
64,11,0.388714
64,12,0.013915
64,13,0.052018
64,14,0.013250
64,15,0.075210
64,17,0.015508
64,22,0.093860
64,25,0.435604
64,28,0.046958
64,29,0.476187
64,31,0.040280
64,32,0.015020
64,33,0.015115
64,34,0.546421
64,35,0.021400
64,38,0.048834
65,15,0.042322
66,1,0.168195
66,5,0.197966
66,6,0.107370
66,8,0.075855
66,9,0.089364
66,10,0.067207
66,11,0.451791
66,12,0.278573
66,13,0.548892
66,15,0.133324
66,16,0.395611
66,17,0.129520
66,18,0.141178
66,19,0.116754
66,23,0.581615
66,24,0.169678
66,25,0.301049
66,26,0.118488
66,27,0.058496
66,28,0.171768
66,29,1.859713
66,30,0.762768
66,31,0.341957
66,32,0.282036
66,33,0.090348
66,34,0.402056
66,36,0.117391
66,37,0.137567
66,38,0.115775
67,6,0.012775
67,10,0.018268
67,12,0.069851
67,17,0.014801
67,18,0.018348
67,36,0.031751
68,2,0.037968
68,20,0.013049
69,4,0.025571
69,5,0.056522
69,6,0.158613
69,8,0.100823
69,10,0.730982
69,12,0.045884
69,17,0.070891
69,21,0.347294
69,27,0.057890
69,29,0.041702
69,30,0.077111
69,31,0.061744
69,32,0.043270
69,33,0.225314
69,34,0.091034
69,35,0.122415
69,36,0.074874
69,37,0.131514
70,1,0.013497
70,6,0.011877
70,8,0.554275
70,9,0.042303
70,10,0.099018
70,12,0.116917
70,15,0.124035
70,16,0.163737
70,17,0.035196
70,19,0.317372
70,20,0.033781
70,22,0.015621
70,23,0.067872
70,25,0.013719
70,26,0.496221
70,27,0.325119
70,28,0.109493
70,29,0.477747
70,30,0.467818
70,32,0.018707
70,33,0.174636
70,34,0.638629
70,35,0.101056
71,3,0.019111
71,10,0.074075
71,11,0.036907
71,14,0.016960
71,15,0.037754
71,22,0.037329
71,30,0.120305
71,32,0.109897
73,17,0.043078
73,21,0.012495
73,30,0.055241
74,18,0.027421
74,20,0.069871
75,4,0.006980
75,6,0.312385
75,8,0.033501
75,11,0.016070
75,13,0.044280
75,16,0.468848
75,17,0.091025
75,19,0.178917
75,21,0.180372
75,22,0.076816
75,23,0.022559
75,25,0.030573
75,31,0.061189
75,32,0.030391
75,35,0.032025
76,21,0.156205
76,22,0.156438
78,9,0.018564
78,29,0.048659
78,30,0.110388
79,3,0.267063
79,4,0.151862
79,17,0.029473
79,18,0.113245
79,19,0.028780
79,20,0.049838
79,23,0.086098
79,24,0.191996
79,27,0.084460
79,29,0.014760
79,30,0.028673
79,31,0.170541
80,1,0.567213
80,2,0.014216
80,3,0.655895
80,4,0.451352
80,5,0.313520
80,6,1.129661
80,8,0.126522
80,9,0.745702
80,10,0.727538
80,11,1.219385
80,12,0.790431
80,13,0.006687
80,14,0.585923
80,16,2.534550
80,17,1.173060
80,18,0.788808
80,20,0.696639
80,21,0.057151
80,22,0.243470
80,23,1.196895
80,24,0.080721
80,26,0.771579
80,27,1.299992
80,28,0.115640
80,29,0.487380
80,30,1.647327
80,31,0.548257
80,32,0.479215
80,33,0.032995
80,34,0.042987
80,35,0.052819
81,27,0.093820
82,15,0.054087
83,1,0.031428
83,2,0.022400
83,4,0.032384
83,5,0.021025
83,13,0.080133
83,14,0.072069
83,18,0.287402
83,20,0.086388
83,27,0.045289
83,31,0.634805
83,34,0.070414
83,36,0.053219
84,9,0.020839
85,2,0.077546
85,3,0.046577
85,5,0.285879
85,6,0.018575
85,12,0.062749
85,14,0.011141
85,22,0.063491
85,23,0.521495
85,26,0.035130
85,27,0.448943
85,28,0.049243
85,32,0.028472
85,34,0.035778
85,35,0.041151
85,36,0.015336
85,37,0.014736
86,2,0.042982
86,4,0.864808
86,12,0.053942
86,17,0.684063
86,19,0.021512
86,20,0.028575
86,24,0.100494
86,27,0.005398
86,38,0.176571
87,18,0.050099
88,2,0.221706
88,4,0.028841
88,6,0.021681
88,13,0.015911
88,16,0.007628
88,17,0.106921
88,19,0.060601
88,20,0.057145
88,21,0.037797
88,22,0.469691
88,23,0.029034
88,26,0.406574
88,28,0.039492
88,29,0.114722
88,30,0.015267
88,32,0.077679
88,37,0.032226
89,1,0.058500
89,2,0.026165
89,3,0.251564
89,4,0.443154
89,5,0.270854
89,6,0.484208
89,9,0.054640
89,10,0.107540
89,11,0.012548
89,13,0.088038
89,14,0.027298
89,15,0.334516
89,18,0.122144
89,19,0.097673
89,20,0.073211
89,22,0.269762
89,26,0.094647
89,27,0.258097
89,28,0.022963
89,31,0.033273
89,36,1.066608
89,37,0.504179
90,11,0.049954
90,21,0.059563
90,22,0.245739
92,13,0.071481
92,15,0.014557
92,17,0.036160
92,18,0.084366
92,19,1.149794
92,23,0.055173
92,26,0.065603
92,27,0.461572
92,29,0.521609
92,33,0.117505
92,34,0.072355
92,38,0.587298
93,11,0.331508
93,13,0.028117
93,16,0.307679
93,32,0.363211
93,34,0.030399
93,35,0.026184
93,36,0.077483
93,38,0.009482
94,3,0.024087
94,10,0.084971
94,29,0.021405
94,33,0.036171
95,1,0.123522
95,2,0.302854
95,3,0.096384
95,4,0.224008
95,6,0.371241
95,8,0.080971
95,9,0.015963
95,10,0.104361
95,11,0.049339
95,12,0.404047
95,13,0.585019
95,14,0.308918
95,15,0.698659
95,16,0.120576
95,17,0.071659
95,18,0.011305
95,19,0.921747
95,20,0.035472
95,22,0.677921
95,24,0.023062
95,26,0.783224
95,27,0.335569
95,28,0.129729
95,29,0.072766
95,30,0.008796
95,31,0.037628
95,32,0.416004
95,33,0.221753
95,34,0.128206
95,35,0.026910
95,36,0.923190
95,37,0.490227
95,38,0.318293
101,2,0.460812
101,11,0.049820
101,12,0.044784
101,14,0.042434
101,15,0.363991
101,17,0.055122
101,20,0.059811
103,1,0.309388
103,2,0.126529
103,5,0.440818
103,6,0.261167
103,9,0.741223
103,10,0.129394
103,11,0.269841
103,12,0.895070
103,13,0.048159
103,15,0.026718
103,20,0.630401
103,21,0.500633
103,22,0.866312
103,26,0.089390
103,27,0.300544
103,29,0.758546
103,30,0.121722
103,31,0.587974
103,34,0.880658
103,35,0.256350
103,36,0.051368
103,37,0.330012
104,1,1.095137
104,2,0.471417
104,4,0.201603
104,5,0.052699
104,6,0.035970
104,10,0.029387
104,11,0.010830
104,12,0.565258
104,14,0.547747
104,15,0.104938
104,18,0.064337
104,19,0.365804
104,21,0.067043
104,22,0.031982
104,26,0.049821
104,27,0.080885
104,29,0.590531
104,30,0.019320
104,31,0.072470
104,34,0.526906
104,35,0.106582
104,37,0.285165
105,35,0.020200
106,1,0.021219
106,4,0.029431
106,6,0.036717
106,10,0.058199
106,11,0.618896
106,12,0.064125
106,15,0.025045
106,16,0.072352
106,18,0.012566
106,23,0.042454
106,24,0.204937
106,26,0.028183
106,27,0.063797
106,29,0.167660
106,30,0.282940
106,33,0.067343
106,35,0.046572
107,1,0.048419
107,2,0.196893
107,3,0.401198
107,4,0.614175
107,5,0.045549
107,6,0.567255
107,10,0.026811
107,11,0.525297
107,12,0.040688
107,13,0.045742
107,14,0.026944
107,15,0.559315
107,17,0.031793
107,18,0.022282
107,19,0.301015
107,20,0.798034
107,21,0.490431
107,22,0.136215
107,23,0.399664
107,24,0.454197
107,26,0.148492
107,27,0.160984
107,29,0.727271
107,30,0.050531
107,31,0.091045
107,33,0.115514
107,34,0.165584
107,35,0.094397
108,1,0.025103
108,3,0.047432
108,4,0.408905
108,5,0.018060
108,10,0.028249
108,12,0.102960
108,14,0.126680
108,15,0.123522
108,20,0.023100
108,23,0.327597
108,24,0.078609
108,31,0.014494
108,34,0.060237
109,2,0.049287
109,11,0.119365
109,12,0.070842
109,21,0.012341
109,24,0.082070
109,26,0.591404
109,27,0.064622
109,29,0.124853
109,30,0.024598
109,37,0.071816
110,6,0.848874
110,8,0.105316
110,9,0.719257
110,15,0.077494
110,16,0.108074
110,17,0.080372
110,22,0.016519
110,24,0.445652
110,25,1.507752
110,30,0.033389
110,31,0.780196
110,36,0.104625
110,37,0.079197
111,1,0.058369
111,2,0.108976
111,3,0.483233
111,4,0.187611
111,5,0.040660
111,6,0.337420
111,9,1.394579
111,10,0.107025
111,11,0.108412
111,12,0.133913
111,13,0.353700
111,14,1.427659
111,15,0.067931
111,16,0.017577
111,18,0.110696
111,22,0.074425
111,23,0.534615
111,25,0.230202
111,27,0.201325
111,28,0.029548
111,32,0.035847
111,36,0.154827
111,37,0.072366
111,38,0.110718
112,2,0.102141
112,3,0.131329
112,15,0.031120
112,19,0.043594
112,29,0.012195
114,16,0.020292
114,19,0.068131
114,21,0.053201
114,24,0.046613
116,1,0.032616
116,2,0.024958
116,3,0.703190
116,5,0.687209
116,6,0.818249
116,10,0.075516
116,11,0.047138
116,12,0.043143
116,13,0.011688
116,15,0.258374
116,16,0.304069
116,19,0.038237
116,20,0.131118
116,21,0.045738
116,23,1.364867
116,24,0.590495
116,26,0.883755
116,27,0.786878
116,29,0.914981
116,30,0.086313
116,31,0.596518
116,33,0.200110
116,34,0.818874
116,35,0.821698
116,36,0.022777
116,37,0.070799
116,38,0.032383
118,6,0.069221
119,14,0.042391
119,18,0.068427
119,20,0.022533
119,22,0.114478
120,2,0.013202
120,3,0.013926
120,6,0.340234
120,10,0.018719
120,11,0.031416
120,14,0.104779
120,15,0.011823
120,17,0.095342
120,19,0.021210
120,22,0.016187
120,24,0.017995
120,26,0.014096
120,27,0.052818
120,29,0.090759
120,30,0.015791
120,34,0.098892
120,35,0.082226
120,36,0.019032
120,37,0.057133
123,5,0.298200
123,11,0.174643
123,15,0.121391
123,16,0.071809
123,22,1.271640
123,23,0.127738
123,24,0.376915
123,29,0.100763
123,34,1.041677
123,36,0.684011
123,37,0.024655
123,38,0.714907
124,10,0.339011
124,15,0.048269
124,17,0.727026
124,18,0.297340
124,19,0.620277
124,20,0.468816
124,21,0.019656
124,22,0.228597
124,23,0.078845
124,26,0.863518
124,27,0.151211
124,29,0.351132
124,30,0.625552
124,31,0.140574
124,33,0.383636
124,34,0.681178
124,35,0.439673
124,36,0.138036
124,37,1.745054
125,14,0.316922
125,19,0.126344
125,22,0.038518
125,26,0.112812
125,27,0.044182
125,29,0.894029
125,30,0.062560
125,31,0.123413
125,33,0.526891
125,34,0.251970
125,36,1.133815
125,37,0.114545
125,38,0.058767
127,10,0.026137
127,12,0.035890
127,18,0.033604
127,19,0.044807
127,24,0.093050
127,35,0.025695
127,38,0.035884
128,3,0.012043
128,4,0.029330
128,5,0.010359
128,9,0.098522
128,15,0.100433
128,16,0.044303
128,19,0.159812
128,21,0.494519
128,22,0.033935
128,33,0.162553
128,34,0.036826
128,38,0.120875
130,1,0.687209
130,2,0.043410
130,10,0.016780
130,12,0.021272
130,13,0.687209
130,22,0.031605
130,24,0.031531
130,25,0.024513
130,37,0.057429
130,38,0.020241
132,5,0.022088
132,6,0.016464
132,11,0.029054
132,12,0.091647
132,14,0.039258
132,16,0.038868
132,19,0.096442
132,24,0.024586
132,27,0.111312
132,28,0.064648
132,29,0.562910
132,30,0.023968
132,31,0.076169
134,1,0.039144
134,2,0.022789
134,29,0.127077
134,33,0.075166
134,35,0.014160
135,3,0.028703
135,5,0.073260
135,19,0.057433
135,20,0.084727
135,21,0.169357
135,22,0.064592
135,25,0.023060
135,34,0.011724
135,36,0.013967
135,37,0.007099
136,2,0.091861
136,3,0.125904
136,4,0.396736
136,10,0.078658
136,12,0.018215
136,13,0.039342
136,14,0.022469
139,6,0.310326
139,9,0.030699
139,14,0.019217
139,24,0.012374
139,25,0.017959
139,26,0.383153
139,27,0.026584
139,28,0.039072
139,29,0.123919
139,30,0.029297
139,31,0.093099
139,34,0.237050
140,1,0.103885
140,6,0.059877
140,10,0.579390
140,12,0.054467
140,14,0.081874
140,17,0.196554
140,18,0.097408
140,19,0.079777
140,29,0.017332
140,31,0.100158
140,38,0.319739
141,10,0.133538
141,13,0.281724
141,19,0.069053
141,33,0.055506
141,37,0.092789
141,38,0.085072
142,1,0.078840
142,2,0.157914
142,3,0.185634
142,5,0.102761
142,9,0.180575
142,10,0.159179
142,11,0.597929
142,14,0.034139
142,15,0.020769
142,17,0.079644
142,18,0.113803
142,19,0.042280
142,20,0.048070
142,22,0.084314
142,24,0.022550
142,31,0.020474
145,1,0.162122
145,2,0.509718
145,5,0.134063
145,6,0.107596
145,9,0.117231
145,10,0.950710
145,11,0.077640
145,12,0.058418
145,14,0.607979
145,15,0.049012
145,16,0.051993
145,17,0.894430
145,18,0.091367
145,19,0.515112
145,20,1.035766
145,21,0.155385
145,22,0.718949
145,23,0.028611
145,26,0.472768
145,27,0.667444
145,28,1.003075
145,29,1.888651
145,30,0.099031
145,34,0.160733
145,35,0.412008
145,37,0.565292
146,1,0.077024
146,2,0.422125
146,3,0.011332
146,4,0.037771
146,17,0.129526
146,23,0.040223
146,25,0.012575
146,28,0.133862
146,29,0.034824
146,30,0.016271
148,3,0.048388
148,6,0.015110
148,9,0.015575
148,10,0.096157
148,14,0.148120
148,16,0.078253
148,17,0.121527
148,21,0.070199
148,22,0.025827
148,23,0.046784
148,24,0.063088
148,26,0.046600
148,27,0.077467
148,30,0.142166
148,31,0.050207
148,35,0.310161
148,36,0.144706
148,37,0.763401
148,38,0.026906
149,22,0.121416
149,34,0.070814
149,35,0.064517
149,37,0.072275
150,1,0.041607
150,5,0.357554
150,6,0.086790
150,10,0.125292
150,12,0.051913
150,16,0.110795
153,20,0.035589
153,23,0.553319
153,28,0.069309
156,19,0.041629
156,29,0.018735
156,33,0.023035
156,34,0.014964
156,36,0.047502
156,37,1.177301
158,11,0.040804
158,13,0.015747
158,14,0.108949
158,32,0.033160
158,33,0.019496
159,1,0.057811
159,3,0.172409
159,6,0.021944
159,10,0.102064
159,16,0.031052
159,17,0.100543
159,18,0.495666
159,19,0.184259
159,21,0.045509
159,28,0.056653
159,29,0.027895
159,30,0.612126
159,31,0.141143
159,32,0.093866
159,33,0.049542
159,34,0.075858
159,36,0.062670
159,37,0.066564
159,38,0.086414
160,1,0.025653
160,2,1.030160
160,3,1.311311
160,5,0.269229
160,6,0.073830
160,9,0.071990
160,10,0.220929
160,11,0.071917
160,12,0.474424
160,13,0.014484
160,14,0.097269
160,15,0.378542
160,16,0.823826
160,18,0.131669
160,19,0.137452
160,20,0.110887
160,26,0.056452
160,27,0.246371
160,28,0.330005
160,29,0.361488
160,34,0.568852
160,35,0.059171
160,36,0.174014
161,1,0.140836
161,3,0.305736
161,5,0.139725
161,6,0.083119
161,15,0.052175
161,16,0.118515
161,18,0.009635
161,20,0.055120
161,22,0.433136
161,24,0.079325
161,25,0.068685
161,27,0.021300
161,28,0.514462
161,30,0.506878
161,31,0.036320
161,33,0.030774
161,34,0.515061
163,3,0.334583
163,30,0.054724
163,36,0.059301
163,38,0.034183
164,36,0.048660
165,2,0.408281
165,4,0.068491
165,10,0.475667
165,12,0.092534
165,13,0.057380
165,14,0.030029
165,17,0.119772
165,19,0.051530
165,24,0.038834
165,26,0.081466
165,27,0.034361
165,29,0.055530
165,30,0.011864
165,32,0.017829
165,34,0.067672
165,35,0.059261
166,1,0.466195
166,3,0.187777
166,6,0.143817
166,9,0.388032
166,10,0.316447
166,11,0.049602
166,12,0.168017
166,13,0.070219
166,14,0.561298
166,16,0.034770
166,18,0.575302
166,19,0.016392
166,20,0.104213
166,21,0.069484
166,22,0.019717
166,23,0.060283
166,24,0.110013
166,27,0.342175
166,29,0.284629
166,30,0.529150
166,37,0.450116
166,38,0.049799
167,3,0.040732
167,6,0.071695
167,11,0.088885
167,12,0.035057
167,18,0.059926
167,20,0.087199
167,22,0.069869
167,25,0.135526
167,30,0.670206
167,33,0.037406
167,34,0.075634
167,36,0.057989
167,38,0.070586
168,1,0.056132
168,3,0.450897
168,5,0.120519
168,6,0.250927
168,9,0.052690
168,13,0.064657
168,18,0.072365
168,19,0.046626
168,20,0.024140
168,21,0.076572
168,22,0.047226
168,23,0.157299
168,24,0.160755
168,25,0.679411
168,29,0.486593
168,33,0.092605
168,38,0.147939
169,1,0.345897
169,3,0.224374
169,5,0.014706
169,6,0.065214
169,9,0.128182
169,10,0.358493
169,11,0.046474
169,12,0.278393
169,13,0.147783
169,14,0.055450
169,15,0.232553
169,16,0.026055
169,18,0.118593
169,19,0.083582
169,20,0.110719
169,22,0.158548
169,23,0.025165
169,24,0.507283
169,27,0.035551
169,29,0.160786
169,30,0.447595
169,31,0.511376
169,32,0.034851
169,33,0.113048
169,34,0.718226
169,35,0.104351
169,36,0.632415
169,37,0.128142
169,38,0.354138
170,15,0.119674
170,20,0.477273
170,29,0.132182
170,32,0.080007
171,5,0.157649
171,10,0.017827
171,12,0.072471
171,13,0.168872
171,14,0.053305
171,15,0.096589
171,17,0.160458
171,18,0.029206
171,19,0.088889
171,20,0.088376
171,24,0.050935
171,27,0.506088
171,28,0.105696
171,29,0.165191
171,30,0.140614
171,31,0.045864
171,32,0.027453
171,33,0.039997
171,34,0.057291
171,35,0.035340
171,36,0.148782
171,37,0.078358
171,38,0.065642
177,2,0.538294
177,3,0.137300
177,9,0.014861
178,10,0.099499
178,11,0.016231
178,16,0.035057
178,24,0.033397
178,27,0.011182
178,30,0.014477
178,34,0.031244
180,26,0.085626
180,27,0.259595
180,28,0.490608
180,29,0.100776
180,31,0.033714
180,33,0.042986
180,34,0.183987
185,1,0.082802
185,19,0.065869
185,22,0.315375
185,25,0.096689
185,26,0.533296
185,28,0.457271
185,29,0.207884
185,33,0.058770
185,34,0.095378
185,35,0.834405
185,37,0.044515
185,38,0.109466
186,3,0.022649
186,4,0.055067
186,6,0.009122
186,8,0.073387
186,10,0.038871
186,13,0.013012
186,15,0.399858
186,16,0.015827
186,17,0.344678
186,19,0.055496
186,20,0.031815
186,21,0.039980
186,22,0.048763
186,23,0.026725
186,25,0.145715
186,26,0.049487
186,27,0.523827
186,28,0.018230
186,29,0.036445
186,30,0.035963
186,31,0.016316
186,32,0.038116
186,33,0.023990
186,34,0.312775
186,37,0.069464
186,38,0.035653
188,17,0.088494
188,21,0.103233
188,36,0.232145
188,37,1.075819
189,1,0.089411
189,2,0.080209
189,3,0.390819
189,4,0.193800
189,5,0.043748
189,6,0.090373
189,8,0.051372
189,9,0.619406
189,10,0.035582
189,11,0.102043
189,13,0.123183
189,14,0.077874
189,15,0.029756
189,16,0.105679
189,17,0.040165
189,18,0.053731
189,19,0.734757
189,20,0.289777
189,25,0.139371
189,26,0.818015
189,27,0.210464
189,28,0.031609
189,29,0.079902
189,30,0.074248
189,31,0.414164
189,37,0.124514
189,38,0.666586
190,2,0.111223
190,3,0.076597
190,5,0.012684
190,6,0.076878
190,19,0.019334
190,23,0.222335
190,24,0.071560
190,25,0.594796
191,10,0.048469
191,12,0.055034
191,13,0.282134
191,14,0.543934
191,15,0.503482
191,19,0.080031
191,20,0.117062
191,21,0.099833
191,22,1.046673
191,32,0.200477
191,33,0.398039
191,34,1.781495
191,35,0.056327
191,37,0.653699
192,1,0.125488
192,2,0.126138
192,36,0.586570
193,17,0.063933
193,20,0.436789
193,28,0.014969
