element,GW,expected_goals
13,29,0.088528
13,30,0.232155
13,31,0.117281
13,33,0.183829
13,35,0.124126
13,36,0.128722
13,37,0.020130
13,38,0.018319
16,1,0.085082
16,2,0.036023
16,3,0.040261
16,6,0.062888
16,7,0.074707
16,10,0.470427
16,14,0.109056
16,15,0.092386
16,16,0.019422
16,17,0.107309
16,18,0.072549
16,20,0.026459
16,21,0.083441
16,22,0.019300
16,23,0.043124
16,25,0.051409
16,26,0.040386
16,27,0.109298
16,28,0.076309
16,29,0.157695
16,30,0.157145
16,31,0.187247
16,32,0.040401
16,33,0.110623
16,35,0.648200
16,37,0.045617
16,38,0.406318
17,1,0.483656
17,2,0.061185
17,3,1.103951
17,4,0.085987
17,6,0.352481
17,7,0.435742
17,9,0.273464
17,10,0.101620
17,11,0.053250
17,12,0.371869
17,13,0.875497
17,14,0.120927
17,15,0.102522
17,16,0.277445
17,30,0.865859
17,31,0.110340
17,32,0.076627
17,33,1.004165
17,35,0.817931
17,36,0.475078
17,37,0.107633
17,38,0.160102
18,14,0.895465
18,15,1.410357
18,27,0.130058
18,30,0.048650
18,33,0.488194
19,2,0.363937
19,3,0.138490
19,4,0.246064
19,5,0.575054
19,6,0.125048
19,9,0.566136
19,10,0.109254
19,11,0.358887
19,20,0.279328
19,21,0.111088
19,22,0.849596
19,23,0.093997
19,24,0.051242
19,25,0.674468
19,26,0.035421
19,28,0.058933
19,29,0.033067
19,34,0.146626
19,35,0.029573
19,37,0.047118
20,1,0.061618
20,2,0.061790
20,7,0.069663
20,8,0.043094
20,11,0.126752
20,12,0.057512
20,14,0.077483
20,15,0.424499
20,19,0.096870
20,20,0.140183
20,21,0.024623
20,23,0.019476
20,24,0.035369
20,25,0.012258
20,27,0.036612
20,28,0.014247
20,30,0.047352
20,32,0.283641
20,37,0.570757
20,38,0.018947
21,27,0.443735
21,38,0.413109
22,7,0.155162
23,2,0.135300
23,3,0.044423
23,4,0.049541
23,5,0.088918
23,6,1.215487
23,10,0.063372
23,11,0.514371
23,12,0.545156
23,13,0.755012
23,14,0.053695
23,15,0.053153
23,17,0.030984
23,18,0.117513
23,20,0.114799
23,21,0.499361
23,22,0.216721
23,25,0.319596
23,26,0.245588
23,27,0.063407
23,28,0.619715
23,29,0.166284
23,31,0.441319
23,32,0.050687
23,33,1.192239
23,35,0.200293
23,36,0.156764
23,37,0.096735
23,38,0.079671
24,1,0.051214
24,3,0.036955
24,11,0.017757
24,26,0.052959
24,31,0.134905
24,33,0.034892
24,36,0.050873
24,37,0.023859
25,14,0.053303
25,26,0.106540
25,32,0.018973
25,33,0.086824
25,38,0.198167
26,6,0.045468
26,7,0.012691
26,8,0.034848
26,10,0.063611
26,14,0.045199
27,1,0.122731
27,4,0.930898
27,5,1.760260
27,7,0.107069
27,8,0.933836
27,9,0.217693
27,10,0.107777
27,13,0.428218
27,14,0.093939
27,15,0.225695
27,17,0.040254
27,23,0.056598
27,25,0.435370
27,26,0.017988
27,28,0.054624
27,31,0.066803
27,32,0.237847
27,37,0.605064
28,1,0.506788
28,2,0.050594
28,5,0.063086
28,7,0.021035
28,8,0.051555
28,10,0.025324
28,11,0.064302
28,12,0.045452
28,14,0.085805
28,19,0.396859
28,20,0.661225
28,23,0.167058
28,24,0.090025
28,26,0.245413
28,27,0.051636
28,28,0.140919
29,2,0.014361
29,4,0.043705
29,5,0.046215
29,6,0.013242
29,8,0.091611
29,9,0.702843
29,12,0.142631
29,13,0.077602
29,14,0.047811
29,15,0.615958
29,20,0.100947
29,33,0.045637
29,38,0.066975
31,6,0.119996
31,20,0.623435
31,23,0.021994
32,7,0.021226
32,14,0.070386
32,16,0.027892
32,17,0.090205
32,18,0.043312
32,20,0.023082
32,25,0.013237
32,30,0.026624
32,32,0.050433
32,36,0.016769
32,37,0.040266
32,38,0.037416
35,10,0.533603
35,11,0.216447
35,12,0.094817
35,15,0.059895
36,7,0.048822
36,8,0.173543
36,10,0.056799
36,11,0.164568
36,14,0.045387
36,18,0.048279
36,20,0.015772
36,21,0.065555
36,23,0.075777
36,25,0.031949
38,1,0.651271
38,2,0.060559
38,3,0.462855
38,4,0.243934
38,5,0.921683
38,8,0.063240
38,9,0.142476
38,12,0.043545
38,13,0.121278
38,14,0.676688
38,15,0.517804
38,16,0.089529
38,17,0.622223
38,23,0.125497
42,18,0.043619
42,19,0.029637
42,21,0.027514
42,23,0.074166
42,24,0.026289
42,31,0.071519
42,33,0.020677
42,36,0.381472
42,37,0.062454
44,1,0.060884
44,5,0.316972
44,9,0.063763
44,16,0.168382
44,27,0.011166
44,30,0.044908
44,32,0.100542
44,33,0.097175
44,37,0.162430
45,3,0.009345
45,12,0.062770
45,15,0.010733
45,22,0.051929
45,23,0.077434
45,25,0.048982
45,31,0.094267
45,32,0.108123
45,33,0.351535
45,35,0.034012
45,37,0.062111
48,1,0.237975
48,3,0.043742
48,4,0.092221
48,5,0.036937
48,10,0.042273
48,11,0.060094
48,12,0.642592
48,13,0.160109
48,14,0.280183
48,15,0.670239
48,16,0.034050
48,24,0.023439
48,25,0.161220
48,26,0.024277
48,30,0.078059
48,32,0.418292
48,33,0.374069
48,37,0.090467
48,38,0.058368
49,14,0.170368
49,19,0.065940
49,25,0.061553
49,28,0.349703
49,31,0.050871
49,32,0.022429
49,33,0.022361
52,8,0.091718
52,9,0.034337
52,13,0.078232
52,15,0.040522
52,17,0.029042
52,18,0.076772
52,19,0.009399
53,1,0.140273
53,2,0.039071
53,3,0.046303
53,4,0.081604
53,6,0.052940
53,8,0.023153
53,10,0.019392
53,11,0.082788
53,21,0.416564
53,23,0.097201
53,28,0.089960
53,32,0.042543
53,33,0.095407
53,35,0.030121
53,36,0.094928
54,1,0.157333
54,2,0.188754
54,4,0.479467
54,6,0.350649
54,7,0.167246
54,8,0.460518
54,9,0.099400
54,10,0.873528
54,11,0.054632
54,12,0.089380
54,14,0.201025
54,15,0.117510
54,16,0.042309
54,17,0.664022
54,19,0.063091
54,21,0.118566
54,24,0.076946
54,25,1.301863
54,27,0.357968
54,28,0.045644
54,31,0.588304
54,33,0.706840
54,35,0.044394
54,37,0.392046
57,1,0.145626
57,6,0.017556
57,7,0.067480
57,9,0.173659
57,12,0.707883
57,14,0.021614
57,19,0.153170
57,20,0.083360
57,21,0.125462
57,22,0.372461
57,23,0.037303
57,24,0.095816
57,25,0.417661
57,27,0.159899
57,28,0.075558
57,31,0.076764
57,32,0.196305
57,33,0.068096
57,35,0.301475
57,38,0.152921
58,2,0.792460
58,3,0.780508
58,4,2.014649
58,5,0.822460
58,6,0.510410
58,7,0.081372
58,8,0.359236
58,9,0.207749
58,10,0.742713
58,11,0.493044
58,12,1.005230
58,13,0.360989
58,14,1.401248
58,15,0.294870
58,17,0.123694
58,19,1.030262
58,20,0.673574
58,21,0.426449
58,22,0.636685
58,23,0.115223
58,25,1.014877
58,26,0.681142
58,28,0.506682
58,32,0.322477
58,33,0.695206
58,35,0.142118
58,36,0.506838
58,37,0.585914
60,11,0.018824
60,13,0.035908
60,14,0.481000
60,16,0.052040
60,28,0.017669
60,32,0.651830
60,38,0.051262
62,10,0.069525
62,12,0.254667
62,15,0.570024
62,16,0.049322
62,19,0.114097
62,20,0.130697
62,21,0.046171
62,22,0.322495
62,23,0.078766
62,25,0.092172
62,27,0.036575
62,29,0.488882
62,30,0.018471
62,38,0.398491
63,4,0.061237
63,6,0.031623
63,7,0.069834
63,8,0.057709
63,11,0.099152
63,13,0.028482
63,14,0.053252
63,15,0.019244
63,16,0.240505
63,19,0.025899
63,20,0.032630
63,22,0.325905
63,23,0.052322
63,24,0.017692
63,25,0.085163
63,26,0.110457
63,27,0.079495
63,29,0.079421
63,30,0.041852
64,3,0.449632
64,4,0.045085
64,6,0.087245
64,11,0.104430
64,15,0.043204
64,19,0.032959
64,25,0.015876
64,30,0.097774
64,32,0.020252
65,4,0.053694
65,5,0.044479
65,7,0.125645
65,9,0.072151
65,11,0.080487
65,12,0.306877
65,13,0.053565
65,14,0.126988
65,15,0.568874
65,16,0.090938
65,17,0.113593
65,18,0.188334
65,20,0.050167
68,20,0.014376
68,26,0.023688
68,27,0.121147
68,28,0.012386
68,29,0.009300
69,22,0.413753
69,36,0.632057
69,37,0.281165
69,38,0.281535
70,3,0.012422
70,4,0.038092
70,5,0.013064
70,6,0.023042
70,8,0.084834
70,9,0.021010
70,13,0.090704
70,16,0.020562
70,17,0.058675
70,18,0.041025
70,22,0.071890
70,25,0.060677
70,28,0.039183
70,29,0.046513
70,30,0.014131
70,36,0.020731
70,38,0.034783
71,2,0.015436
71,3,0.057126
71,4,0.199454
71,5,0.172059
71,6,0.087672
71,7,0.089363
71,8,0.707883
71,9,0.029623
71,10,0.325282
71,11,0.327048
71,12,0.138376
71,13,2.159383
71,14,0.222617
71,15,0.467275
71,16,0.092331
71,17,0.733876
71,18,0.056559
71,20,0.341137
71,21,0.924276
71,22,0.673456
71,23,0.235791
71,24,0.460767
71,25,0.034345
71,26,0.318385
71,27,0.074256
71,28,0.457907
71,34,0.018613
71,35,0.069999
71,37,0.185558
71,38,0.034783
74,1,0.411537
74,2,0.127284
74,6,0.121985
74,7,0.935833
74,9,0.047101
74,14,0.493507
74,15,0.793574
74,16,0.525363
74,18,0.277628
74,19,0.355072
74,20,0.706864
74,22,0.465131
74,23,1.609253
74,24,0.277774
74,25,0.762505
74,26,0.087851
74,27,0.823515
74,28,0.109943
74,30,0.711712
74,31,0.072143
74,32,0.085433
74,33,0.137584
74,34,0.229669
76,15,0.027357
76,16,0.102656
76,18,0.020160
76,19,0.181910
77,2,0.011663
77,5,0.062608
77,25,0.059879
77,28,0.050687
77,30,0.219130
77,32,0.146482
77,33,0.032967
77,36,0.015881
77,38,0.051715
78,1,0.731507
78,2,0.376440
78,3,0.748317
78,4,0.092755
78,5,0.433399
78,6,0.278343
78,7,0.152001
78,8,0.742208
78,9,0.079085
78,10,0.984693
78,11,0.224772
78,12,0.257035
78,14,0.124223
78,15,0.119333
78,16,0.498214
78,17,0.624976
78,18,0.422237
78,19,0.290916
78,20,1.049225
78,21,0.056326
78,22,0.148827
78,23,0.523556
78,24,0.744246
78,25,0.737434
78,26,0.032831
78,27,0.245977
78,28,0.147446
78,29,0.504012
78,30,0.157143
78,31,0.180889
78,32,0.097862
78,33,0.145404
78,34,0.190448
78,36,0.309075
78,37,0.069404
78,38,1.010250
79,11,0.567056
79,36,0.038546
80,1,0.381946
80,2,0.074484
80,3,0.356343
80,4,0.057239
80,5,0.549289
80,6,0.105938
80,7,0.018185
80,27,0.058941
81,10,0.248009
81,33,0.055287
82,1,0.363431
82,4,0.189602
82,5,2.055664
82,6,1.543993
82,8,0.069249
82,9,0.019175
82,10,1.137200
82,11,0.441661
82,12,0.095353
82,14,0.217449
82,15,1.028205
82,16,0.135959
82,17,0.529785
82,18,0.132754
82,19,0.146403
82,20,0.606753
82,21,0.198593
82,28,0.103912
82,29,0.817953
82,31,0.252983
82,32,0.423584
82,34,0.329298
82,38,0.707883
83,1,0.250508
83,2,0.827508
83,3,1.201406
83,4,0.078812
83,5,0.013116
83,6,0.026791
83,7,0.059375
83,8,0.412515
83,9,0.029349
83,10,0.089561
83,12,0.016920
83,13,0.119447
83,14,0.413645
83,15,0.941550
83,23,0.169918
83,24,0.033033
83,25,0.093054
83,26,0.012396
83,27,0.108935
83,28,0.690498
83,29,0.111788
83,33,0.015706
83,35,0.108387
83,36,0.009194
83,37,0.015114
83,38,0.114118
85,3,0.119730
85,7,0.255662
85,16,0.112551
85,19,0.132865
85,20,0.031597
85,21,0.041279
85,22,0.064135
85,31,0.121857
85,34,0.128519
85,36,0.009636
85,38,0.237256
86,1,0.347005
86,17,0.396877
86,24,0.056843
86,26,0.014664
86,27,0.034142
86,28,0.053492
86,32,0.055659
86,38,0.103797
88,1,0.084674
88,2,0.091586
88,3,0.014943
88,4,0.115882
88,7,0.655748
88,9,0.568217
88,15,0.302063
88,18,0.075816
88,21,0.056162
88,27,0.074186
88,28,0.040504
88,33,0.377455
88,34,0.011341
89,3,0.504479
89,5,0.055621
89,8,0.060530
89,9,0.414593
89,11,0.291507
89,12,0.044403
89,13,0.174914
89,14,0.433512
89,16,0.118850
89,17,0.086836
89,18,0.037778
89,20,0.059762
89,21,0.142024
89,24,0.103979
89,25,0.104296
89,27,0.133323
89,29,0.059407
89,30,0.065526
89,31,0.128485
89,32,0.059875
89,34,0.017989
89,36,0.087799
89,37,0.047847
94,1,0.057204
94,7,0.060665
94,10,0.080078
94,11,0.099594
94,14,0.051821
94,16,0.033176
94,21,0.072400
94,27,0.076015
94,29,0.348662
95,2,0.012183
95,3,0.123252
95,11,0.027140
95,12,0.076848
95,24,0.011088
97,7,0.101406
98,2,0.043298
98,4,0.027464
98,5,0.014277
98,6,0.008521
98,7,0.327844
98,8,0.047988
98,9,0.158337
98,10,0.052524
98,12,0.208289
98,15,0.043811
98,16,0.012806
98,18,0.403481
98,19,0.073951
98,20,0.790572
98,23,0.012875
98,24,0.037552
98,25,0.086683
98,27,0.010889
98,28,0.034529
98,31,0.054675
98,38,0.579189
99,1,0.068874
99,2,0.032102
99,3,0.754347
99,4,0.112742
99,5,0.717561
99,6,0.213013
99,7,0.773806
99,8,0.031144
99,9,0.842379
99,11,0.059447
99,15,0.336079
99,16,0.543874
99,17,0.038865
99,18,0.027979
99,19,0.124360
99,20,1.258533
99,21,0.417685
99,22,0.216042
99,23,1.417557
99,24,0.208561
99,25,0.349125
99,26,0.391857
99,27,0.482201
99,28,0.050025
99,29,0.111428
99,30,0.776731
99,31,0.171939
99,33,0.441653
99,34,0.184549
99,35,0.099358
99,36,0.168852
99,37,0.844066
99,38,0.411097
101,2,0.232105
101,3,0.187661
101,7,0.321571
101,8,0.020820
101,9,0.650494
101,11,0.059856
101,13,0.060295
101,16,0.334950
101,17,0.049389
101,18,0.044337
101,20,0.393046
101,21,0.044976
101,22,0.084596
101,24,0.065695
101,25,0.046297
101,26,0.512172
101,28,0.137268
101,29,0.537905
101,30,0.109026
101,33,0.514562
101,34,0.061567
101,35,0.522343
101,37,0.283476
101,38,0.095122
104,1,0.010504
104,4,0.149125
104,7,0.124866
104,8,0.462107
104,12,0.006762
104,30,0.118603
105,2,0.013956
105,20,0.079736
105,21,0.088203
105,23,0.024516
106,1,0.073148
106,3,0.353015
106,5,0.043551
106,7,0.546239
106,8,0.114214
106,9,0.094071
106,11,0.141290
106,13,1.223454
106,14,0.327326
106,15,0.426358
106,16,0.071767
106,17,0.048992
106,20,0.415098
106,21,0.037420
106,22,0.046291
106,23,0.101442
106,24,0.304038
106,25,0.966128
106,26,0.164927
106,28,0.113083
106,29,0.119754
106,30,0.136857
106,33,0.548722
106,34,0.387076
106,35,1.434979
106,36,0.371934
106,37,0.063804
106,38,0.130205
107,14,0.082461
107,38,0.019319
110,1,0.701581
110,3,1.559557
110,4,0.533075
110,9,1.005706
110,11,0.639746
110,12,0.857121
110,13,0.543445
110,14,0.062377
110,15,0.190256
110,17,0.094211
110,18,0.304551
110,19,0.058384
110,20,2.231199
110,21,1.329992
110,22,0.667416
110,23,0.152768
110,24,0.636796
110,25,0.274901
110,26,0.588867
110,27,0.787202
110,28,0.176485
110,29,0.313819
110,30,0.222020
110,31,0.452755
110,32,0.431846
110,33,0.812962
110,34,0.303404
110,35,1.279777
110,36,0.392721
110,37,1.215101
110,38,0.459723
111,4,0.039084
111,6,0.045440
111,10,0.088880
111,14,0.054958
111,15,0.249016
111,20,0.103484
111,22,0.048441
111,26,0.103403
113,1,0.197477
113,2,0.047687
113,4,0.075852
113,5,0.068282
113,13,0.014698
113,14,0.383014
113,19,0.328073
113,20,0.503579
113,21,0.070415
113,24,0.032951
113,26,0.046063
113,30,0.081996
113,32,0.696095
113,34,0.050467
113,36,0.037190
113,37,0.158098
113,38,0.126448
115,3,0.122170
115,4,0.180957
115,5,0.016574
115,6,0.349584
115,9,0.047576
115,11,0.034984
115,14,0.038482
115,16,0.022964
115,18,0.034948
115,19,0.062491
115,20,0.023800
115,22,0.013987
115,23,0.055793
115,25,0.064538
115,26,1.001753
115,29,0.474350
115,30,0.009657
115,31,0.030321
115,34,0.016658
115,35,0.014878
115,38,0.064218
117,3,0.484459
117,5,0.075474
117,6,0.122257
117,7,0.453584
117,8,0.963739
117,9,0.093179
117,10,0.217833
117,13,0.607700
117,19,0.030463
117,21,0.014705
117,25,0.026800
117,26,0.155584
117,29,0.318628
117,31,0.028630
117,33,0.091279
117,34,0.041214
117,36,0.330136
120,1,0.088289
120,4,0.103310
120,8,0.152889
120,13,0.049947
120,15,0.009572
120,16,0.377739
120,17,0.116153
120,18,0.018977
120,34,0.112653
121,2,0.015188
121,4,0.058237
121,6,0.061017
121,8,0.014691
121,16,0.105035
121,17,0.132807
121,18,0.496381
121,19,0.024789
121,24,0.259220
121,25,0.015519
121,28,0.096827
121,29,0.042156
121,30,0.091799
121,32,0.612373
121,33,0.041512
121,34,0.021696
121,35,0.272998
121,36,0.020547
121,37,0.165434
122,3,0.031689
122,5,0.027629
122,9,0.031629
122,11,0.316816
122,13,0.017025
122,14,0.076126
122,15,0.101015
122,16,0.010431
122,20,0.017226
122,21,0.039530
122,29,0.065478
122,30,0.016447
122,31,0.088045
122,34,0.144871
122,35,0.120519
122,37,0.121580
123,4,0.030417
123,5,0.022603
123,9,0.105736
123,14,0.050010
123,15,0.125212
123,17,0.280988
123,25,0.097072
123,27,0.123156
123,28,0.016770
123,30,0.525623
124,2,0.078625
126,3,0.132918
126,5,0.275908
126,7,0.058840
126,8,0.010011
126,11,0.303878
126,24,0.043092
126,26,0.061638
126,29,0.322051
126,31,0.041185
126,33,0.066625
126,34,0.019607
126,37,0.530992
126,38,1.159244
128,8,0.077655
129,1,0.022464
129,2,0.449140
129,3,0.393875
129,5,0.024926
129,11,0.611175
129,12,0.575857
129,13,0.149809
129,14,0.159337
129,15,0.116128
129,16,0.156540
129,18,0.098179
129,19,0.127216
129,20,0.707883
129,21,0.203434
129,23,0.154661
129,24,0.072607
129,25,0.078396
129,26,0.316431
129,27,0.707883
129,28,1.182380
129,29,0.371497
129,30,0.043036
129,32,1.501913
129,33,0.018333
131,15,0.014644
131,16,0.060890
131,19,0.071307
131,23,0.063665
131,24,0.029888
131,25,0.075004
132,18,0.036441
132,34,0.011411
134,2,0.178604
135,2,0.112616
135,3,0.324560
135,6,0.099901
135,7,0.347236
135,15,0.225061
135,19,0.032773
135,20,0.214497
135,21,0.331887
135,22,0.518405
135,24,0.323708
135,25,0.717685
135,26,1.241401
135,27,0.087104
135,28,0.049776
135,29,0.079845
135,32,0.087821
135,33,0.073095
135,35,0.164772
135,36,0.030546
135,37,0.035686
135,38,0.174541
136,1,1.156521
136,3,0.042008
136,4,1.004335
136,6,0.034342
136,7,0.165530
136,8,0.135606
136,9,0.481430
136,10,0.126329
136,11,0.290081
136,12,0.358012
136,13,0.560878
136,14,0.015132
136,15,0.116435
136,16,0.362495
136,17,0.097863
136,18,0.052431
136,21,0.109845
136,22,0.662343
136,23,0.071055
136,25,0.311081
136,26,0.898484
136,27,0.660101
136,29,0.359360
136,30,0.077630
136,31,0.043931
136,33,0.608714
136,34,0.447756
136,37,0.257317
144,3,0.058407
144,10,0.036830
144,12,0.015483
144,13,0.057446
144,14,0.118967
144,15,0.110388
144,19,0.017696
144,21,0.057228
144,26,0.136442
144,27,0.073759
144,28,0.103023
144,29,0.010385
144,30,0.015126
144,38,0.119010
145,3,0.076982
145,9,0.016321
145,18,0.031444
145,23,0.058142
145,25,0.558950
147,20,0.010879
147,38,0.339236
148,1,0.200708
148,2,1.063979
148,3,0.039624
148,4,0.185384
148,5,0.698260
148,6,0.391944
148,7,0.874625
148,8,0.510310
148,9,0.473784
148,10,0.258416
148,11,0.393912
148,13,0.302235
148,15,0.176495
148,22,0.430573
148,23,0.063474
148,24,0.078472
148,25,0.015435
148,27,0.328790
148,28,0.406084
148,31,0.810067
148,32,0.338396
148,33,0.187182
148,34,0.062403
148,36,0.707883
148,37,0.725613
149,8,0.312966
149,10,0.020896
149,13,0.037379
149,14,0.098050
149,17,0.173067
149,31,0.056592
149,34,0.283390
149,38,0.040006
152,27,0.063606
156,19,0.048945
156,20,0.048204
157,1,0.021511
157,4,0.023112
157,5,0.101343
157,7,0.015541
157,9,0.049734
157,10,0.032267
157,12,0.060941
157,14,0.018650
157,16,0.010690
157,19,0.049812
157,20,0.037808
157,22,0.011644
157,27,0.015441
157,28,0.052007
157,32,0.074637
157,34,0.030191
157,36,0.016090
157,37,0.021302
159,7,0.231989
159,8,0.052553
159,10,0.040881
159,13,0.013148
159,14,0.044192
159,16,0.651220
159,18,0.101611
159,19,0.509195
159,22,0.082496
159,25,0.042403
159,31,0.014688
159,32,0.541259
159,36,0.044397
160,25,0.066570
160,31,0.038762
160,37,0.132972
162,3,0.471715
162,10,0.050423
162,15,0.114077
162,21,0.026960
162,23,0.373546
162,24,0.017655
162,26,0.031404
162,27,0.240084
162,28,0.015056
162,32,0.346069
162,33,0.174094
162,38,0.450522
163,10,0.015556
163,15,0.024891
163,16,0.322368
163,18,0.276920
163,19,0.046362
163,21,0.125902
163,22,0.586403
163,23,0.064825
163,24,0.062512
163,27,0.440285
163,28,0.066277
163,29,0.099823
163,32,0.023159
163,33,0.042081
163,34,0.427444
163,36,0.031696
163,37,0.283857
166,22,0.083174
167,14,0.494659
167,19,0.031864
167,27,0.039837
167,31,0.014400
168,1,0.187009
168,7,0.056178
168,10,0.052326
168,12,0.737206
168,13,0.101757
168,14,0.055996
168,15,0.121806
168,16,0.182104
168,17,0.113639
168,18,0.032475
168,19,0.145588
168,20,0.099678
168,21,0.087899
168,23,0.049372
168,24,0.284993
168,25,0.021566
168,26,1.244532
168,27,0.064749
168,28,0.376472
168,29,0.044195
168,30,0.561309
168,31,0.129649
168,32,0.451716
168,34,0.034560
168,35,0.405012
168,36,0.036116
168,37,0.025951
171,3,0.020491
171,7,0.057966
171,8,0.063526
171,9,0.210999
171,11,0.560723
171,15,0.018593
171,16,0.016109
171,17,0.361165
171,25,0.025593
171,26,0.025391
171,30,0.049212
171,31,0.019158
171,33,0.018345
172,21,0.077120
172,22,0.052046
172,23,0.016043
172,26,0.047903
172,31,0.070357
172,33,0.033691
172,36,0.188153
172,37,0.054891
174,13,0.075621
174,38,0.060578
177,2,1.023665
177,3,0.791855
177,4,0.123491
177,5,0.314302
177,6,0.119616
177,7,0.311468
177,8,0.033677
177,9,0.122874
177,10,0.588703
177,11,0.186459
177,12,0.504392
177,13,0.035379
177,14,1.852823
177,16,0.607787
177,19,0.222047
177,21,0.179837
177,22,1.079355
177,23,0.542313
177,24,0.060328
177,31,0.034978
177,32,0.274490
177,34,0.189141
177,35,1.067203
177,37,0.707014
177,38,0.058600
179,9,0.113953
180,1,0.507331
180,2,0.290910
180,3,1.390374
180,4,0.234862
180,5,0.708435
180,6,1.265780
180,7,0.506127
180,8,0.404186
180,9,0.544522
180,10,0.088356
180,11,0.055694
180,12,0.536333
180,13,0.513371
180,15,0.264873
180,16,0.920879
180,17,0.933821
180,18,0.201748
180,19,0.035031
180,20,0.328413
180,21,1.369017
180,22,0.467904
180,23,0.176881
180,24,0.058175
180,30,0.121674
180,31,0.157548
180,32,0.577920
180,33,0.048828
180,34,0.033192
180,35,0.123419
181,1,0.117164
181,4,0.422526
181,5,0.548059
181,7,0.627707
181,8,0.049114
181,9,0.183887
181,12,0.071398
181,13,0.047442
181,14,0.607850
181,18,0.313325
181,19,0.512120
181,26,0.059277
181,27,0.626833
181,28,0.109311
181,29,0.057149
181,31,0.322781
182,1,0.057847
182,2,0.360975
182,3,0.074598
182,5,0.358952
182,6,1.851635
182,7,0.350242
182,8,0.618129
182,9,0.045744
182,10,0.276430
182,11,0.155690
182,12,0.653389
182,13,0.389120
182,14,1.472788
182,15,1.516632
182,16,0.213191
182,17,0.066425
182,18,0.276987
182,19,0.191737
182,20,0.464648
182,21,0.517629
182,22,0.174726
182,23,0.033585
182,24,0.259231
182,25,0.118317
182,26,0.246955
182,27,1.055126
182,28,0.854501
182,30,0.094892
182,31,0.188250
182,32,0.276212
182,33,0.069002
182,35,1.219843
182,36,0.087848
182,37,0.049912
182,38,0.028762
184,4,0.063438
184,8,0.062528
186,7,0.219403
186,13,0.164762
186,21,0.180773
186,25,0.025082
186,26,0.112758
186,31,0.118684
186,38,0.081361
187,14,0.155138
187,16,0.082323
187,21,0.008875
187,22,0.446913
187,24,0.114263
187,27,0.015575
187,28,0.040203
187,31,0.220364
187,37,0.019301
188,4,0.408374
188,18,0.042100
188,22,0.010206
188,23,0.012533
188,25,0.037147
188,29,0.018146
188,30,0.063197
188,31,0.095556
188,33,0.065743
188,35,0.013269
189,1,0.049172
189,11,0.116254
189,28,0.024994
191,1,0.030039
191,4,0.011896
191,5,0.050962
191,6,0.042427
191,10,0.038232
191,11,0.061212
191,23,0.071078
191,26,0.014033
191,29,0.044216
191,32,0.084402
191,34,0.280543
191,35,0.065847
191,36,0.011894
191,37,0.016493
192,1,0.478068
192,2,0.054429
192,3,0.016470
192,4,0.294556
192,5,0.104860
192,8,0.053155
192,10,1.206490
192,11,0.048556
192,12,0.707883
192,13,0.041084
192,15,0.017491
192,17,0.053588
