season,element,club,minutes,exposure,tercile,act90,rec90_fpl,rec90_ust
2024-25,415,15,2935.0,0.080068143,1,1.142555366,1.149918228,1.248000253
2024-25,418,15,1267.0,0.786898185,2,1.211128650,1.102837411,1.171955243
2024-25,422,16,2996.0,0.158878505,1,1.219325768,1.237827103,1.312307615
2024-25,436,16,3188.0,0.068381430,1,1.338707654,1.354021330,1.431463427
2024-25,437,16,2588.0,0.165378671,1,1.338871716,1.333802164,1.375270010
2024-25,443,16,3420.0,0.000000000,0,1.320263158,1.329736842,1.392880132
2024-25,455,17,2531.0,0.075464243,1,2.055314105,2.102821019,2.263184589
2024-25,457,17,1070.0,0.411214953,2,2.695794393,2.670056075,2.875923179
2024-25,461,17,2824.0,0.139518414,1,2.183073654,2.158976629,2.272401033
2024-25,467,17,1454.0,0.628610729,2,2.256189821,2.337874828,2.421876914
2024-25,472,17,1388.0,0.221902017,1,2.058717579,2.109005764,2.109276696
2024-25,474,17,1539.0,0.649122807,2,2.406432749,2.258745939,2.460754188
2024-25,476,17,2918.0,0.105551748,1,2.352090473,2.330418095,2.526215172
2024-25,484,18,1329.0,0.119638826,1,1.746501129,1.812761475,1.792223176
2024-25,486,18,1250.0,0.208000000,1,2.058480000,2.017600000,2.110734724
2024-25,495,18,2604.0,0.135944700,1,1.706336406,1.716651306,1.742989347
2024-25,498,18,1416.0,0.173728814,1,1.227330508,1.317471751,1.293495966
2024-25,504,18,1772.0,0.085778781,1,1.766986456,1.778685102,1.827229218
2024-25,505,18,1923.0,0.344773791,2,1.557566303,1.571258450,1.607816651
2024-25,506,18,1014.0,0.378698225,2,1.178698225,1.284171598,1.267902176
2024-25,508,18,2160.0,0.000000000,0,1.400000000,1.439583333,1.459281917
2024-25,513,19,2259.0,0.043824701,0,1.505179283,1.492669323,1.521442052
2024-25,516,19,1046.0,0.569789675,2,1.703632887,1.699369025,1.781060461
2024-25,520,19,2108.0,0.701138520,2,1.601470588,1.602253321,1.690971556
2024-25,521,19,1160.0,0.068965517,1,1.767413793,1.765732759,1.911188763
2024-25,524,19,3348.0,0.005376344,0,1.605107527,1.589032258,1.645379355
2024-25,528,19,2008.0,0.238047809,2,1.663296813,1.661862550,1.801584916
2024-25,533,20,3112.0,0.421593830,2,1.540584833,1.589238432,1.545707491
2024-25,542,20,963.0,0.158878505,1,1.734579439,1.799460021,1.845445226
2024-25,543,20,2104.0,0.315589354,2,1.397908745,1.401330798,1.407254822
2024-25,554,20,2610.0,0.000000000,0,1.455862069,1.477241379,1.425944724
2024-25,559,20,2889.0,0.221183801,1,1.487850467,1.553977155,1.478261632
2024-25,564,20,1634.0,0.228886169,2,1.619339045,1.550783354,1.484833226
2024-25,567,20,2613.0,0.070034443,1,1.434557979,1.454228856,1.388151532
2024-25,568,10,1620.0,0.000000000,0,2.006666667,2.001666667,2.111848056
2024-25,572,14,1149.0,0.530026110,2,1.515665796,1.397859008,1.446718222
2024-25,573,16,3330.0,0.000000000,0,1.322972973,1.332432432,1.382539108
2024-25,578,1,977.0,0.723643808,2,0.946980553,1.145097236,1.208970971
2024-25,580,3,2414.0,0.030654515,0,1.395857498,1.380161558,1.385671514
2024-25,582,8,1561.0,0.077514414,1,1.074119154,1.142895580,1.090250368
2024-25,591,19,1824.0,0.457236842,2,1.473355263,1.501567982,1.490027453
2024-25,593,14,2119.0,0.320434167,2,1.636479471,1.638890986,1.672198789
2024-25,594,14,2793.0,0.355531686,2,1.490655209,1.498489080,1.574033666
2024-25,630,10,3122.0,0.019859065,0,1.935201794,1.915848815,2.026088222
2024-25,650,7,3116.0,0.104621309,1,1.287901155,1.332647625,1.470816039
2024-25,720,20,1410.0,0.042553191,0,1.475744681,1.469148936,1.387198809
2024-25,764,10,1170.0,0.000000000,0,1.895384615,1.806153846,1.942405692
