sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw
HITS#1,1786410409-75819,hit>=1.5,2,false,2022-23,2021-22,1,38,5,false,1947,1987,47,10,51.23684210526316,52.28947368421053,,,,,,,1993,52.44736842105263,1738,45.73684210526316
HITS#1,1786410409-75819,hit>=1.5,2,false,2023-24,2022-23,1,38,5,false,2362,1809,39,3,62.1578947368421,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053
HITS#1,1786410409-75819,hit>=1.5,2,false,2024-25,2023-24,1,38,5,false,2206,1847,40,6,58.05263157894737,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316
HITS#1,1786410409-75819,hit>=1.5,2,false,2025-26,2024-25,1,38,5,false,2167,1514,39,4,57.026315789473685,39.8421052631579,,,,,,,1529,40.23684210526316,1375,36.18421052631579
HITS#1,1786410409-75819,hit>=1.5,2,false,2022-23,2021-22,6,33,5,false,1724,1692,38,8,52.24242424242424,51.27272727272727,,,,,,,1635,49.54545454545455,1507,45.666666666666664
HITS#1,1786410409-75819,hit>=1.5,2,false,2023-24,2022-23,6,33,5,false,2077,1662,33,3,62.93939393939394,50.36363636363637,,,,,,,1635,49.54545454545455,1417,42.93939393939394
HITS#1,1786410409-75819,hit>=1.5,2,false,2024-25,2023-24,6,33,5,false,1962,1762,35,4,59.45454545454545,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455
HITS#1,1786410409-75819,hit>=1.5,2,false,2025-26,2024-25,6,33,5,false,1865,1742,31,3,56.515151515151516,52.78787878787879,,,,,,,1660,50.303030303030305,1519,46.03030303030303
HITS#1,1786410409-75819,hit>=1.5,2,false,2022-23,2021-22,11,28,5,false,1609,1538,34,9,57.464285714285715,54.92857142857143,,,,,,,1444,51.57142857142857,1358,48.5
HITS#1,1786410409-75819,hit>=1.5,2,false,2023-24,2022-23,11,28,5,false,1724,1424,30,4,61.57142857142857,50.857142857142854,,,,,,,1415,50.535714285714285,1257,44.892857142857146
HITS#1,1786410409-75819,hit>=1.5,2,false,2024-25,2023-24,11,28,5,false,1768,1704,26,2,63.142857142857146,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25
HITS#1,1786410409-75819,hit>=1.5,2,false,2025-26,2024-25,11,28,5,false,1525,1489,24,0,54.464285714285715,53.17857142857143,,,,,,,1461,52.17857142857143,1304,46.57142857142857
HITS#1,1786410409-75819,hit>=1.5,2,false,2022-23,2021-22,16,23,5,false,1346,1207,26,7,58.52173913043478,52.47826086956522,,,,,,,1156,50.26086956521739,1043,45.34782608695652
HITS#1,1786410409-75819,hit>=1.5,2,false,2023-24,2022-23,16,23,5,false,1447,1077,22,2,62.91304347826087,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435
HITS#1,1786410409-75819,hit>=1.5,2,false,2024-25,2023-24,16,23,5,false,1418,1336,23,3,61.65217391304348,58.08695652173913,,,,,,,1336,58.08695652173913,1143,49.69565217391305
HITS#1,1786410409-75819,hit>=1.5,2,false,2025-26,2024-25,16,23,5,false,1339,1288,23,3,58.21739130434783,56,,,,,,,1289,56.04347826086956,1127,49
HITS#1,1786410409-75819,hit>=1.5,2,false,2022-23,2021-22,21,18,5,false,1092,1118,18,3,60.666666666666664,62.111111111111114,,,,,,,1121,62.27777777777778,980,54.44444444444444
HITS#1,1786410409-75819,hit>=1.5,2,false,2023-24,2022-23,21,18,5,false,1204,909,18,2,66.88888888888889,50.5,,,,,,,905,50.27777777777778,796,44.22222222222222
HITS#1,1786410409-75819,hit>=1.5,2,false,2024-25,2023-24,21,18,5,false,1082,1047,18,2,60.111111111111114,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664
HITS#1,1786410409-75819,hit>=1.5,2,false,2025-26,2024-25,21,18,5,false,1049,950,15,1,58.27777777777778,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222
HITS#1,1786410409-75819,hit>=1.5,2,false,2022-23,2021-22,26,13,5,false,830,815,11,1,63.84615384615385,62.69230769230769,,,,,,,818,62.92307692307692,710,54.61538461538461
HITS#1,1786410409-75819,hit>=1.5,2,false,2023-24,2022-23,26,13,5,false,813,620,11,1,62.53846153846154,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231
HITS#1,1786410409-75819,hit>=1.5,2,false,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49
HITS#1,1786410409-75819,hit>=1.5,2,false,2025-26,2024-25,26,13,5,false,725,740,11,1,55.76923076923077,56.92307692307692,,,,,,,741,57,639,49.15384615384615
HITS#1,1786410409-75819,hit>=5.0,3,false,2022-23,2021-22,1,38,5,false,2026,1987,38,3,53.31578947368421,52.28947368421053,,,,,,,1993,52.44736842105263,1738,45.73684210526316
HITS#1,1786410409-75819,hit>=5.0,3,false,2023-24,2022-23,1,38,5,false,2313,1809,36,0,60.86842105263158,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053
HITS#1,1786410409-75819,hit>=5.0,3,false,2024-25,2023-24,1,38,5,false,2218,1847,35,2,58.36842105263158,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316
HITS#1,1786410409-75819,hit>=5.0,3,false,2025-26,2024-25,1,38,5,false,2173,1514,34,0,57.18421052631579,39.8421052631579,,,,,,,1529,40.23684210526316,1375,36.18421052631579
HITS#1,1786410409-75819,hit>=5.0,3,false,2022-23,2021-22,6,33,5,false,1744,1692,37,6,52.84848484848485,51.27272727272727,,,,,,,1635,49.54545454545455,1507,45.666666666666664
HITS#1,1786410409-75819,hit>=5.0,3,false,2023-24,2022-23,6,33,5,false,2052,1662,31,0,62.18181818181818,50.36363636363637,,,,,,,1635,49.54545454545455,1417,42.93939393939394
HITS#1,1786410409-75819,hit>=5.0,3,false,2024-25,2023-24,6,33,5,false,1934,1762,32,3,58.60606060606061,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455
HITS#1,1786410409-75819,hit>=5.0,3,false,2025-26,2024-25,6,33,5,false,1861,1742,28,0,56.39393939393939,52.78787878787879,,,,,,,1660,50.303030303030305,1519,46.03030303030303
HITS#1,1786410409-75819,hit>=5.0,3,false,2022-23,2021-22,11,28,5,false,1596,1538,31,6,57,54.92857142857143,,,,,,,1444,51.57142857142857,1358,48.5
HITS#1,1786410409-75819,hit>=5.0,3,false,2023-24,2022-23,11,28,5,false,1717,1424,26,0,61.32142857142857,50.857142857142854,,,,,,,1415,50.535714285714285,1257,44.892857142857146
HITS#1,1786410409-75819,hit>=5.0,3,false,2024-25,2023-24,11,28,5,false,1771,1704,27,1,63.25,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25
HITS#1,1786410409-75819,hit>=5.0,3,false,2025-26,2024-25,11,28,5,false,1525,1489,24,0,54.464285714285715,53.17857142857143,,,,,,,1461,52.17857142857143,1304,46.57142857142857
HITS#1,1786410409-75819,hit>=5.0,3,false,2022-23,2021-22,16,23,5,false,1366,1207,24,3,59.391304347826086,52.47826086956522,,,,,,,1156,50.26086956521739,1043,45.34782608695652
HITS#1,1786410409-75819,hit>=5.0,3,false,2023-24,2022-23,16,23,5,false,1414,1077,21,0,61.47826086956522,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435
HITS#1,1786410409-75819,hit>=5.0,3,false,2024-25,2023-24,16,23,5,false,1411,1336,20,1,61.34782608695652,58.08695652173913,,,,,,,1336,58.08695652173913,1143,49.69565217391305
HITS#1,1786410409-75819,hit>=5.0,3,false,2025-26,2024-25,16,23,5,false,1365,1288,23,3,59.34782608695652,56,,,,,,,1289,56.04347826086956,1127,49
HITS#1,1786410409-75819,hit>=5.0,3,false,2022-23,2021-22,21,18,5,false,1088,1118,17,3,60.44444444444444,62.111111111111114,,,,,,,1121,62.27777777777778,980,54.44444444444444
HITS#1,1786410409-75819,hit>=5.0,3,false,2023-24,2022-23,21,18,5,false,1212,909,16,0,67.33333333333333,50.5,,,,,,,905,50.27777777777778,796,44.22222222222222
HITS#1,1786410409-75819,hit>=5.0,3,false,2024-25,2023-24,21,18,5,false,1081,1047,15,1,60.05555555555556,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664
HITS#1,1786410409-75819,hit>=5.0,3,false,2025-26,2024-25,21,18,5,false,1061,950,14,0,58.94444444444444,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222
HITS#1,1786410409-75819,hit>=5.0,3,false,2022-23,2021-22,26,13,5,false,865,815,10,0,66.53846153846153,62.69230769230769,,,,,,,818,62.92307692307692,710,54.61538461538461
HITS#1,1786410409-75819,hit>=5.0,3,false,2023-24,2022-23,26,13,5,false,816,620,11,0,62.76923076923077,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231
HITS#1,1786410409-75819,hit>=5.0,3,false,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49
HITS#1,1786410409-75819,hit>=5.0,3,false,2025-26,2024-25,26,13,5,false,740,740,11,1,56.92307692307692,56.92307692307692,,,,,,,741,57,639,49.15384615384615
