sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2023-24,2022-23,1,38,5,false,2258,1809,39,2,59.421052631578945,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2024-25,2023-24,1,38,5,false,2292,1847,38,4,60.31578947368421,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2025-26,2024-25,1,38,5,false,2146,1523,35,2,56.473684210526315,40.078947368421055,,,,,,,1529,40.23684210526316,1375,36.18421052631579
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2022-23,2021-22,6,33,5,false,1813,1681,35,5,54.93939393939394,50.93939393939394,,,,,,,1635,49.54545454545455,1507,45.666666666666664
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2023-24,2022-23,6,33,5,false,2095,1658,32,1,63.484848484848484,50.24242424242424,,,,,,,1635,49.54545454545455,1417,42.93939393939394
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2024-25,2023-24,6,33,5,false,1963,1762,33,4,59.484848484848484,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2025-26,2024-25,6,33,5,false,1859,1742,32,3,56.333333333333336,52.78787878787879,,,,,,,1660,50.303030303030305,1519,46.03030303030303
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2022-23,2021-22,11,28,5,false,1634,1527,34,7,58.357142857142854,54.535714285714285,,,,,,,1444,51.57142857142857,1358,48.5
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2023-24,2022-23,11,28,5,false,1586,1431,29,3,56.642857142857146,51.107142857142854,,,,,,,1415,50.535714285714285,1257,44.892857142857146
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2024-25,2023-24,11,28,5,false,1810,1689,26,4,64.64285714285714,60.32142857142857,,,,,,,1689,60.32142857142857,1420,50.714285714285715
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2025-26,2024-25,11,28,5,false,1513,1489,23,0,54.035714285714285,53.17857142857143,,,,,,,1461,52.17857142857143,1304,46.57142857142857
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2022-23,2021-22,16,23,5,false,1369,1207,22,3,59.52173913043478,52.47826086956522,,,,,,,1174,51.04347826086956,1061,46.130434782608695
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2023-24,2022-23,16,23,5,false,1428,1092,25,4,62.08695652173913,47.47826086956522,,,,,,,1060,46.08695652173913,933,40.56521739130435
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2024-25,2023-24,16,23,5,false,1484,1280,18,0,64.52173913043478,55.65217391304348,,,,,,,1280,55.65217391304348,1087,47.26086956521739
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2025-26,2024-25,16,23,5,false,1328,1239,22,2,57.73913043478261,53.869565217391305,,,,,,,1240,53.91304347826087,1078,46.869565217391305
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2022-23,2021-22,21,18,5,false,1105,1118,18,2,61.388888888888886,62.111111111111114,,,,,,,1121,62.27777777777778,980,54.44444444444444
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2023-24,2022-23,21,18,5,false,1213,912,18,2,67.38888888888889,50.666666666666664,,,,,,,905,50.27777777777778,796,44.22222222222222
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2024-25,2023-24,21,18,5,false,1058,1047,18,2,58.77777777777778,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2025-26,2024-25,21,18,5,false,993,834,16,2,55.166666666666664,46.333333333333336,,,,,,,832,46.22222222222222,746,41.44444444444444
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2022-23,2021-22,26,13,5,false,815,818,10,0,62.69230769230769,62.92307692307692,,,,,,,821,63.15384615384615,713,54.84615384615385
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2023-24,2022-23,26,13,5,false,801,630,11,0,61.61538461538461,48.46153846153846,,,,,,,631,48.53846153846154,560,43.07692307692308
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2024-25,2023-24,26,13,5,false,677,723,10,1,52.07692307692308,55.61538461538461,,,,,,,723,55.61538461538461,650,50
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2025-26,2024-25,26,13,5,false,804,793,10,1,61.84615384615385,61,,,,,,,794,61.07692307692308,692,53.23076923076923
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2022-23,2021-22,1,38,5,false,2114,1984,43,9,55.63157894736842,52.21052631578947,,,,,,,1993,52.44736842105263,1738,45.73684210526316
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2023-24,2022-23,1,38,5,false,2293,1807,39,3,60.3421052631579,47.55263157894737,,,,,,,1780,46.8421052631579,1569,41.28947368421053
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2024-25,2023-24,1,38,5,false,2426,1847,32,0,63.8421052631579,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2025-26,2024-25,1,38,5,false,2154,1523,38,3,56.68421052631579,40.078947368421055,,,,,,,1529,40.23684210526316,1375,36.18421052631579
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2022-23,2021-22,6,33,5,false,1770,1685,36,6,53.63636363636363,51.06060606060606,,,,,,,1635,49.54545454545455,1507,45.666666666666664
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2023-24,2022-23,6,33,5,false,2096,1658,34,3,63.515151515151516,50.24242424242424,,,,,,,1635,49.54545454545455,1417,42.93939393939394
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2024-25,2023-24,6,33,5,false,2016,1762,33,3,61.09090909090909,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2025-26,2024-25,6,33,5,false,1860,1752,33,4,56.36363636363637,53.09090909090909,,,,,,,1660,50.303030303030305,1519,46.03030303030303
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2022-23,2021-22,11,28,5,false,1621,1562,28,4,57.892857142857146,55.785714285714285,,,,,,,1494,53.357142857142854,1389,49.607142857142854
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2023-24,2022-23,11,28,5,false,1706,1478,27,1,60.92857142857143,52.785714285714285,,,,,,,1449,51.75,1291,46.107142857142854
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2024-25,2023-24,11,28,5,false,1791,1704,28,2,63.964285714285715,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2025-26,2024-25,11,28,5,false,1473,1498,24,0,52.607142857142854,53.5,,,,,,,1460,52.142857142857146,1303,46.535714285714285
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2022-23,2021-22,16,23,5,false,1324,1175,28,6,57.56521739130435,51.08695652173913,,,,,,,1129,49.08695652173913,1018,44.26086956521739
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2023-24,2022-23,16,23,5,false,1371,1092,24,3,59.608695652173914,47.47826086956522,,,,,,,1060,46.08695652173913,933,40.56521739130435
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2024-25,2023-24,16,23,5,false,1453,1280,21,0,63.17391304347826,55.65217391304348,,,,,,,1280,55.65217391304348,1087,47.26086956521739
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2025-26,2024-25,16,23,5,false,1270,1262,24,4,55.21739130434783,54.869565217391305,,,,,,,1253,54.47826086956522,1091,47.43478260869565
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2022-23,2021-22,21,18,5,false,1097,1118,19,4,60.94444444444444,62.111111111111114,,,,,,,1121,62.27777777777778,980,54.44444444444444
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2023-24,2022-23,21,18,5,false,1115,1041,17,1,61.94444444444444,57.833333333333336,,,,,,,1019,56.611111111111114,910,50.55555555555556
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2024-25,2023-24,21,18,5,false,1110,1047,17,1,61.666666666666664,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2025-26,2024-25,21,18,5,false,1081,879,17,2,60.05555555555556,48.833333333333336,,,,,,,876,48.666666666666664,791,43.94444444444444
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2022-23,2021-22,26,13,5,false,847,791,8,0,65.15384615384616,60.84615384615385,,,,,,,794,61.07692307692308,686,52.76923076923077
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2023-24,2022-23,26,13,5,false,826,753,12,1,63.53846153846154,57.92307692307692,,,,,,,754,58,683,52.53846153846154
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2024-25,2023-24,26,13,5,false,759,723,10,1,58.38461538461539,55.61538461538461,,,,,,,723,55.61538461538461,650,50
TEAMFORM#1,1786415470-97906,"club form, weight 0.50",2,false,2025-26,2024-25,26,13,5,false,760,782,12,2,58.46153846153846,60.15384615384615,,,,,,,732,56.30769230769231,671,51.61538461538461
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2022-23,2021-22,1,38,5,false,2033,1984,40,5,53.5,52.21052631578947,,,,,,,1993,52.44736842105263,1738,45.73684210526316
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2023-24,2022-23,1,38,5,false,2335,1806,38,2,61.44736842105263,47.526315789473685,,,,,,,1780,46.8421052631579,1569,41.28947368421053
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2024-25,2023-24,1,38,5,false,2419,1847,37,1,63.6578947368421,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2025-26,2024-25,1,38,5,false,2148,1523,38,4,56.526315789473685,40.078947368421055,,,,,,,1529,40.23684210526316,1375,36.18421052631579
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2022-23,2021-22,6,33,5,false,1795,1685,35,5,54.39393939393939,51.06060606060606,,,,,,,1635,49.54545454545455,1507,45.666666666666664
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2023-24,2022-23,6,33,5,false,2065,1658,31,0,62.57575757575758,50.24242424242424,,,,,,,1635,49.54545454545455,1417,42.93939393939394
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2024-25,2023-24,6,33,5,false,1955,1762,30,1,59.24242424242424,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2025-26,2024-25,6,33,5,false,1804,1752,30,2,54.666666666666664,53.09090909090909,,,,,,,1660,50.303030303030305,1519,46.03030303030303
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2022-23,2021-22,11,28,5,false,1602,1560,30,5,57.214285714285715,55.714285714285715,,,,,,,1492,53.285714285714285,1387,49.535714285714285
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2023-24,2022-23,11,28,5,false,1675,1478,30,4,59.82142857142857,52.785714285714285,,,,,,,1449,51.75,1291,46.107142857142854
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2024-25,2023-24,11,28,5,false,1713,1689,27,1,61.17857142857143,60.32142857142857,,,,,,,1689,60.32142857142857,1420,50.714285714285715
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2025-26,2024-25,11,28,5,false,1514,1486,25,1,54.07142857142857,53.07142857142857,,,,,,,1460,52.142857142857146,1303,46.535714285714285
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2022-23,2021-22,16,23,5,false,1295,1105,24,4,56.30434782608695,48.04347826086956,,,,,,,1060,46.08695652173913,948,41.21739130434783
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2023-24,2022-23,16,23,5,false,1387,1092,23,2,60.30434782608695,47.47826086956522,,,,,,,1060,46.08695652173913,933,40.56521739130435
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2024-25,2023-24,16,23,5,false,1492,1435,21,1,64.8695652173913,62.391304347826086,,,,,,,1435,62.391304347826086,1242,54
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2025-26,2024-25,16,23,5,false,1303,1250,21,2,56.65217391304348,54.34782608695652,,,,,,,1253,54.47826086956522,1091,47.43478260869565
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2022-23,2021-22,21,18,5,false,1092,1118,18,3,60.666666666666664,62.111111111111114,,,,,,,1121,62.27777777777778,980,54.44444444444444
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2023-24,2022-23,21,18,5,false,1153,1023,18,2,64.05555555555556,56.833333333333336,,,,,,,1019,56.611111111111114,910,50.55555555555556
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2024-25,2023-24,21,18,5,false,1072,1047,16,1,59.55555555555556,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2025-26,2024-25,21,18,5,false,976,888,18,2,54.22222222222222,49.333333333333336,,,,,,,876,48.666666666666664,791,43.94444444444444
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2022-23,2021-22,26,13,5,false,856,792,9,0,65.84615384615384,60.92307692307692,,,,,,,795,61.15384615384615,687,52.84615384615385
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2023-24,2022-23,26,13,5,false,808,706,11,0,62.15384615384615,54.30769230769231,,,,,,,724,55.69230769230769,636,48.92307692307692
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2024-25,2023-24,26,13,5,false,723,710,11,0,55.61538461538461,54.61538461538461,,,,,,,710,54.61538461538461,637,49
TEAMFORM#1,1786415470-97906,"club form, weight 0.75",3,false,2025-26,2024-25,26,13,5,false,819,795,10,1,63,61.15384615384615,,,,,,,757,58.23076923076923,696,53.53846153846154
