sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,hold_xpoints,hold_xpoints_per_gw,policy_xpoints,policy_xpoints_per_gw,setting,min_expected_minutes,squad_hash,oracle,oracle_kind
GATERES#1,1786774384-1192412,real (ships),0,true,2020-21,2019-20,16,23,5,false,1319,1189,23,2,57.34782608695652,51.69565217391305,,,,,,,1155,50.21739130434783,1042,45.30434782608695,0,0,0,0,1164.5630171585456,50.6331746590672,1306.9188105211401,56.82255697918001,,55,38103e5146cf,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2021-22,2020-21,16,23,5,false,1324,1260,24,3,57.56521739130435,54.78260869565217,,,,,,,1278,55.56521739130435,1153,50.130434782608695,0,0,0,0,1236.7423511299078,53.77140657086556,1353.6461196732766,58.85417911622942,,55,88076620b267,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2022-23,2021-22,16,23,5,false,1352,1106,23,2,58.78260869565217,48.08695652173913,,,,,,,1045,45.43478260869565,938,40.78260869565217,0,0,0,0,1089.8748991294135,47.38586517953972,1337.6620485637736,58.159219502772764,,55,f8a4e38b18ca,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2023-24,2022-23,16,23,5,false,1450,1077,22,1,63.04347826086956,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435,0,0,0,0,1060.1205409494346,46.092197432584115,1378.4037053063453,59.930595882884575,,55,36f167db5055,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2024-25,2023-24,16,23,5,false,1401,1336,23,2,60.91304347826087,58.08695652173913,,,,,,,1336,58.08695652173913,1143,49.69565217391305,0,0,0,0,1300.5325025342838,56.54489141453408,1345.4748122445603,58.498904880198275,,55,35d18512b286,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2025-26,2024-25,16,23,5,false,1339,1288,23,3,58.21739130434783,56,,,,,,,1289,56.04347826086956,1127,49,0,0,0,0,1184.5938164571598,51.504078976398254,1227.758185259652,53.38079066346313,,55,334a04b1176a,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2020-21,2019-20,21,18,5,false,1021,942,17,2,56.72222222222222,52.333333333333336,,,,,,,963,53.5,845,46.94444444444444,0,0,0,0,918.7907298036646,51.043929433536924,1005.4033299672195,55.85574055373442,,55,3828563d2a28,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2021-22,2020-21,21,18,5,false,1002,944,19,2,55.666666666666664,52.44444444444444,,,,,,,962,53.44444444444444,855,47.5,0,0,0,0,955.488332032432,53.08268511291289,979.115188622838,54.39528825682433,,55,2614de13199f,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2022-23,2021-22,21,18,5,false,1164,1181,14,0,64.66666666666667,65.61111111111111,,,,,,,1171,65.05555555555556,1032,57.333333333333336,0,0,0,0,1136.7383410230484,63.15213005683602,1130.7179203122118,62.817662239567326,,55,31d9909a9a64,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2023-24,2022-23,21,18,5,false,1199,909,17,1,66.61111111111111,50.5,,,,,,,905,50.27777777777778,796,44.22222222222222,0,0,0,0,943.6633213731826,52.42574007628792,1104.9099385282439,61.383885473791324,,55,5879fc9506cd,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2024-25,2023-24,21,18,5,false,1081,1047,15,1,60.05555555555556,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,1048.2699249278153,58.23721805154529,1054.9222111153933,58.60678950641074,,55,0f4f24f82c7f,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2025-26,2024-25,21,18,5,false,1049,950,15,1,58.27777777777778,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222,0,0,0,0,908.1380866032116,50.452115922400644,980.1787979485765,54.45437766380981,,55,0f8336277f6d,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2020-21,2019-20,26,13,5,false,682,638,11,0,52.46153846153846,49.07692307692308,,,,,,,646,49.69230769230769,579,44.53846153846154,0,0,0,0,630.8861519225696,48.52970399404382,704.9246832706544,54.224975636204185,,55,d47cf2db42a3,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2021-22,2020-21,26,13,5,false,733,636,15,4,56.38461538461539,48.92307692307692,,,,,,,634,48.76923076923077,578,44.46153846153846,0,0,0,0,653.466620342831,50.26666310329469,766.9179964492838,58.99369203456029,,55,1283622164da,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2022-23,2021-22,26,13,5,false,887,812,11,0,68.23076923076923,62.46153846153846,,,,,,,808,62.15384615384615,696,53.53846153846154,0,0,0,0,779.0214636885426,59.92472797604174,843.8065013001152,64.90819240770116,,55,485d7e3d0d70,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2023-24,2022-23,26,13,5,false,816,620,11,0,62.76923076923077,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,618.4641273475963,47.5741636421228,746.3065512915543,57.408196253196486,,55,72c93b86408c,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,740.8991348681459,56.99224114370353,742.4561586124701,57.112012200959235,,55,ab53d0f632bd,-,none
GATERES#1,1786774384-1192412,real (ships),0,true,2025-26,2024-25,26,13,5,false,750,761,9,0,57.69230769230769,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,677.349798990643,52.10383069158792,685.9075170075491,52.7621166928884,,55,e2397dc452c0,-,none
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,1,38,5,false,2349,1711,46,8,61.81578947368421,45.026315789473685,,,,,,,1711,45.026315789473685,1471,38.71052631578947,0,0,0,0,1648.2242869144854,43.37432333985488,2206.661420745736,58.070037388045684,,55,2aadee614ec1,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,1,38,5,false,2301,1942,47,10,60.55263157894737,51.10526315789474,,,,,,,1987,52.28947368421053,1692,44.526315789473685,0,0,0,0,1844.6319469451983,48.54294597224206,2232.431598889957,58.74819997078834,,55,2ee4dc9e44a7,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,1,38,5,false,2202,1842,43,6,57.94736842105263,48.473684210526315,,,,,,,1845,48.55263157894737,1582,41.63157894736842,0,0,0,0,1815.2177874751883,47.7688891440839,2167.469475946685,57.03867041964961,,55,fe5b3efc1102,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,1,38,5,false,2352,1809,53,15,61.89473684210526,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,1772.417246624064,46.6425591216859,2250.5269209465723,59.224392656488746,,55,7df5f95f1759,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2024-25,2023-24,1,38,5,false,2501,1847,44,8,65.8157894736842,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,1860.6244466878172,48.96380122862677,2298.874214219283,60.49668984787587,,55,5062709cbae7,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2025-26,2024-25,1,38,5,false,2277,1514,47,10,59.921052631578945,39.8421052631579,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,1568.5497037608968,41.2776237831815,2110.7735565812313,55.54667254161135,,55,cdb305de770a,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,6,33,5,false,1958,1634,43,11,59.333333333333336,49.515151515151516,,,,,,,1633,49.484848484848484,1447,43.84848484848485,0,0,0,0,1641.8945463339628,49.75438019193827,1889.1478580510282,57.246904789425095,,55,347628e26f13,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,6,33,5,false,2006,1513,44,12,60.78787878787879,45.84848484848485,,,,,,,1536,46.54545454545455,1291,39.121212121212125,0,0,0,0,1548.2265034301754,46.915954649399254,1900.1328020286785,57.57978187965693,,55,eb89dd66c059,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,6,33,5,false,1917,1563,37,7,58.09090909090909,47.36363636363637,,,,,,,1512,45.81818181818182,1384,41.93939393939394,0,0,0,0,1542.5052977214905,46.742584779439106,1824.867326269308,55.29900988694873,,55,1319d3d56d73,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,6,33,5,false,2060,1662,33,3,62.42424242424242,50.36363636363637,,,,,,,1635,49.54545454545455,1417,42.93939393939394,0,0,0,0,1590.2225987854497,48.18856359955908,1935.3733486616204,58.64767723217032,,55,e4d98525659c,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2024-25,2023-24,6,33,5,false,2062,1762,43,10,62.484848484848484,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455,0,0,0,0,1727.130697236609,52.33729385565482,1971.3008387828388,59.736389054025416,,55,5f44285da178,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2025-26,2024-25,6,33,5,false,1936,1742,37,8,58.666666666666664,52.78787878787879,,,,,,,1660,50.303030303030305,1519,46.03030303030303,0,0,0,0,1652.7148976642413,50.08226962618913,1807.5030275287588,54.77281901602299,,55,0dc2d2b17e58,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,11,28,5,false,1702,1389,38,11,60.785714285714285,49.607142857142854,,,,,,,1387,49.535714285714285,1212,43.285714285714285,0,0,0,0,1406.6767074533884,50.238453837621016,1618.3251864653637,57.7973280880487,,55,dac65f49e6c3,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,11,28,5,false,1787,1604,32,5,63.82142857142857,57.285714285714285,,,,,,,1632,58.285714285714285,1444,51.57142857142857,0,0,0,0,1526.4880098501205,54.51742892321859,1686.5991709373234,60.23568467633298,,55,b9a408253035,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,11,28,5,false,1725,1548,37,10,61.607142857142854,55.285714285714285,,,,,,,1450,51.785714285714285,1364,48.714285714285715,0,0,0,0,1460.3892195978854,52.15675784278162,1627.843985876669,58.137285209881036,,55,f82a462d3eb2,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,11,28,5,false,1824,1424,35,8,65.14285714285714,50.857142857142854,,,,,,,1415,50.535714285714285,1257,44.892857142857146,0,0,0,0,1369.950452473827,48.92680187406525,1683.6972038037584,60.13204299299137,,55,025d70cb5565,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2024-25,2023-24,11,28,5,false,1875,1704,24,2,66.96428571428571,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25,0,0,0,0,1612.5162738423217,57.58986692294006,1726.8391212963252,61.672825760583045,,55,d7639030dcde,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2025-26,2024-25,11,28,5,false,1656,1489,28,3,59.142857142857146,53.17857142857143,,,,,,,1461,52.17857142857143,1304,46.57142857142857,0,0,0,0,1460.0963763679479,52.146299155998136,1580.6018526348937,56.450066165531915,,55,b5c18c2f39b5,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,16,23,5,false,1365,1189,30,9,59.34782608695652,51.69565217391305,,,,,,,1155,50.21739130434783,1042,45.30434782608695,0,0,0,0,1164.5630171585456,50.6331746590672,1317.3893255258636,57.27779676199407,,55,38103e5146cf,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,16,23,5,false,1411,1260,28,6,61.34782608695652,54.78260869565217,,,,,,,1278,55.56521739130435,1153,50.130434782608695,0,0,0,0,1236.7423511299078,53.77140657086556,1406.5651592627325,61.15500692446663,,55,88076620b267,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,16,23,5,false,1434,1106,27,6,62.34782608695652,48.08695652173913,,,,,,,1045,45.43478260869565,938,40.78260869565217,0,0,0,0,1089.8748991294135,47.38586517953972,1419.3236080159836,61.709722087651464,,55,f8a4e38b18ca,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,16,23,5,false,1408,1077,36,14,61.21739130434783,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435,0,0,0,0,1060.1205409494346,46.092197432584115,1356.9405212449826,58.99741396717316,,55,36f167db5055,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2024-25,2023-24,16,23,5,false,1442,1336,29,6,62.69565217391305,58.08695652173913,,,,,,,1336,58.08695652173913,1143,49.69565217391305,0,0,0,0,1300.5325025342838,56.54489141453408,1385.5686782619896,60.24211644617346,,55,35d18512b286,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2025-26,2024-25,16,23,5,false,1420,1288,22,3,61.73913043478261,56,,,,,,,1289,56.04347826086956,1127,49,0,0,0,0,1184.5938164571598,51.504078976398254,1272.132046890293,55.310088995230124,,55,334a04b1176a,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,21,18,5,false,1102,942,20,2,61.22222222222222,52.333333333333336,,,,,,,963,53.5,845,46.94444444444444,0,0,0,0,918.7907298036646,51.043929433536924,1050.918185384651,58.38434363248061,,55,3828563d2a28,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,21,18,5,false,1177,944,22,5,65.38888888888889,52.44444444444444,,,,,,,962,53.44444444444444,855,47.5,0,0,0,0,955.488332032432,53.08268511291289,1123.1748745507189,62.398604141706606,,55,2614de13199f,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,21,18,5,false,1176,1181,20,3,65.33333333333333,65.61111111111111,,,,,,,1171,65.05555555555556,1032,57.333333333333336,0,0,0,0,1136.7383410230484,63.15213005683602,1140.1899139183915,63.343884106577306,,55,31d9909a9a64,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,21,18,5,false,1184,909,28,10,65.77777777777777,50.5,,,,,,,905,50.27777777777778,796,44.22222222222222,0,0,0,0,943.6633213731826,52.42574007628792,1122.8281499949915,62.37934166638841,,55,5879fc9506cd,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2024-25,2023-24,21,18,5,false,1116,1047,15,0,62,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,1048.2699249278153,58.23721805154529,1109.2528403647793,61.6251577980433,,55,0f4f24f82c7f,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2025-26,2024-25,21,18,5,false,1178,950,18,4,65.44444444444444,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222,0,0,0,0,908.1380866032116,50.452115922400644,1035.0100974419984,57.500560968999906,,55,0f8336277f6d,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2020-21,2019-20,26,13,5,false,748,638,13,2,57.53846153846154,49.07692307692308,,,,,,,646,49.69230769230769,579,44.53846153846154,0,0,0,0,630.8861519225696,48.52970399404382,745.06726493396,57.31286653338154,,55,d47cf2db42a3,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2021-22,2020-21,26,13,5,false,768,636,22,10,59.07692307692308,48.92307692307692,,,,,,,634,48.76923076923077,578,44.46153846153846,0,0,0,0,653.466620342831,50.26666310329469,803.005249559927,61.76963458153285,,55,1283622164da,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2022-23,2021-22,26,13,5,false,865,812,19,6,66.53846153846153,62.46153846153846,,,,,,,808,62.15384615384615,696,53.53846153846154,0,0,0,0,779.0214636885426,59.92472797604174,839.9777133533885,64.61367025795296,,55,485d7e3d0d70,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2023-24,2022-23,26,13,5,false,870,620,16,5,66.92307692307692,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,618.4641273475963,47.5741636421228,772.2102210391689,59.40078623378223,,55,72c93b86408c,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2024-25,2023-24,26,13,5,false,741,710,12,0,57,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,740.8991348681459,56.99224114370353,763.647618356082,58.742124488929385,,55,ab53d0f632bd,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergate] perfect on POINTS,1,false,2025-26,2024-25,26,13,5,false,819,761,16,6,63,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,677.349798990643,52.10383069158792,723.2814309098881,55.63703314691447,,55,e2397dc452c0,decision:transfergate,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2020-21,2019-20,1,38,5,false,2229,1711,45,9,58.6578947368421,45.026315789473685,,,,,,,1711,45.026315789473685,1471,38.71052631578947,0,0,0,0,1648.2242869144854,43.37432333985488,2167.2996476830212,57.034201254816345,,55,2aadee614ec1,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2021-22,2020-21,1,38,5,false,2292,1942,48,12,60.31578947368421,51.10526315789474,,,,,,,1987,52.28947368421053,1692,44.526315789473685,0,0,0,0,1844.6319469451983,48.54294597224206,2214.9995795539353,58.2894626198404,,55,2ee4dc9e44a7,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2022-23,2021-22,1,38,5,false,2129,1842,46,8,56.026315789473685,48.473684210526315,,,,,,,1845,48.55263157894737,1582,41.63157894736842,0,0,0,0,1815.2177874751883,47.7688891440839,2106.272063385967,55.42821219436755,,55,fe5b3efc1102,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2023-24,2022-23,1,38,5,false,2344,1809,52,14,61.68421052631579,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,1772.417246624064,46.6425591216859,2246.95258191718,59.130331103083684,,55,7df5f95f1759,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2024-25,2023-24,1,38,5,false,2366,1847,41,5,62.26315789473684,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,1860.6244466878172,48.96380122862677,2240.31713696794,58.95571413073526,,55,5062709cbae7,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2025-26,2024-25,1,38,5,false,2318,1514,47,10,61,39.8421052631579,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,1568.5497037608968,41.2776237831815,2155.369929366901,56.72026129912897,,55,cdb305de770a,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2020-21,2019-20,6,33,5,false,1849,1634,43,12,56.03030303030303,49.515151515151516,,,,,,,1633,49.484848484848484,1447,43.84848484848485,0,0,0,0,1641.8945463339628,49.75438019193827,1824.8761382203588,55.29927691576845,,55,347628e26f13,decision:transfergatexp,decision
GATERES#1,1786774384-1192412,ORACLE[decision:transfergatexp] perfect on UNDERLYING,2,false,2021-22,2020-21,6,33,5,false,1984,1513,46,14,60.121212121212125,45.84848484848485,,,,,,,1536,46.54545454545455,1291,39.121212121212125,0,0,0,0,1548.2265034301754,46.915954649399254,1887.7462714761302,57.20443246897364,,55,eb89dd66c059,decision:transfergatexp,decision
