element,GW,starts,understat_matches
21,11,1,1
21,12,1,1
21,13,1,1
21,14,1,1
21,16,0,1
21,17,1,1
21,20,1,1
21,21,0,1
21,22,0,1
21,24,0,1
21,25,1,1
21,27,0,1
21,30,2,2
22,1,1,1
22,2,1,1
22,3,0,1
22,5,0,1
22,6,0,1
22,11,0,1
22,15,1,1
22,16,1,1
22,19,1,1
22,20,1,1
22,22,1,1
22,29,1,1
22,30,0,1
22,31,0,1
22,32,0,1
22,35,1,1
22,36,1,1
22,37,1,1
24,1,1,1
24,2,1,1
24,3,1,1
24,4,1,1
24,5,1,1
24,6,1,1
24,7,0,1
24,12,0,1
24,21,1,1
24,22,1,1
24,32,0,1
24,33,1,1
24,34,1,1
24,35,1,1
25,17,1,1
25,18,1,1
25,19,1,1
25,20,1,1
25,21,1,1
25,22,1,1
25,23,1,1
25,24,1,1
25,25,1,1
25,26,1,1
25,27,1,1
25,30,2,2
25,31,1,1
25,32,1,1
25,33,1,1
25,34,1,1
25,38,0,1
26,1,0,1
26,11,0,1
26,17,0,1
26,18,0,1
26,20,0,1
26,21,0,1
27,12,0,1
27,21,0,1
27,22,1,1
27,30,2,2
27,31,1,1
27,32,1,1
28,1,1,1
28,4,0,1
28,6,0,1
28,7,1,1
28,8,1,1
28,9,1,1
28,11,0,1
28,13,1,1
28,14,1,1
28,15,1,1
28,18,1,1
28,19,0,1
28,20,1,1
28,21,0,1
28,22,1,1
28,23,0,1
28,27,0,1
28,29,1,1
28,30,2,2
28,31,0,1
28,32,1,1
28,34,0,1
28,35,1,1
28,36,1,1
28,37,1,1
28,38,1,1
29,1,1,1
29,2,1,1
29,3,1,1
29,4,1,1
29,5,1,1
29,6,1,1
29,7,1,1
29,8,1,1
29,9,1,1
29,10,1,1
29,13,1,1
29,14,1,1
29,15,1,1
29,16,1,1
29,17,1,1
29,18,1,1
29,19,1,1
29,20,1,1
29,21,1,1
29,22,1,1
29,23,1,1
29,24,1,1
29,25,1,1
29,26,1,1
29,27,1,1
29,29,1,1
29,30,2,2
29,31,1,1
29,32,1,1
29,33,1,1
29,34,1,1
29,35,1,1
29,36,1,1
29,37,1,1
29,38,1,1
30,1,1,1
30,2,1,1
30,3,0,1
30,5,1,1
30,6,1,1
30,7,1,1
30,8,1,1
30,9,1,1
30,10,0,1
30,11,1,1
30,12,1,1
30,13,1,1
30,14,1,1
30,16,1,1
30,17,1,1
30,18,1,1
30,19,1,1
30,20,0,1
30,22,1,1
30,23,1,1
30,24,1,1
30,25,1,1
30,26,1,1
30,27,1,1
30,29,0,1
30,30,2,2
30,31,1,1
30,32,0,1
30,33,1,1
30,34,1,1
30,35,0,1
30,36,0,1
30,38,0,1
31,1,1,1
31,2,1,1
31,3,1,1
31,4,1,1
31,5,1,1
31,6,1,1
31,7,1,1
31,8,1,1
31,9,1,1
31,10,1,1
31,11,1,1
31,12,1,1
31,13,1,1
31,14,1,1
31,15,1,1
31,16,1,1
31,17,1,1
31,18,1,1
31,30,2,2
31,31,1,1
31,32,0,1
31,33,1,1
31,34,1,1
31,35,1,1
31,36,1,1
31,37,1,1
31,38,1,1
34,2,0,1
34,4,0,1
34,5,0,1
34,7,0,1
34,9,0,1
34,10,0,1
34,25,0,1
34,29,0,1
34,30,2,2
34,31,0,1
34,32,1,1
34,33,1,1
34,34,0,1
34,35,0,1
34,36,0,1
34,37,0,1
34,38,0,1
35,4,0,1
35,6,0,1
35,12,0,1
35,13,0,1
35,14,0,1
35,17,1,1
35,19,0,1
35,20,1,1
35,22,0,1
35,37,0,1
36,1,0,1
36,2,0,1
36,3,1,1
36,4,1,1
36,5,1,1
36,15,0,1
36,19,0,1
36,20,1,1
36,30,0,1
36,33,0,1
37,1,1,1
37,2,1,1
37,3,1,1
37,5,1,1
37,9,0,1
37,11,0,1
37,12,1,1
37,13,1,1
37,15,0,1
37,17,0,1
37,19,1,1
37,20,1,1
37,22,1,1
37,26,1,1
37,27,1,1
37,31,0,1
37,32,1,1
37,33,0,1
37,37,0,1
38,1,1,1
38,2,1,1
38,3,1,1
38,4,1,1
38,6,1,1
38,7,1,1
38,8,1,1
38,9,1,1
38,10,1,1
38,11,1,1
38,12,1,1
38,13,1,1
38,14,1,1
38,15,0,1
38,17,1,1
38,18,1,1
38,20,1,1
38,21,1,1
38,22,1,1
38,23,0,1
38,25,1,1
38,28,1,1
38,29,1,1
38,30,0,1
38,32,1,1
38,35,1,1
38,36,0,1
39,1,0,1
39,4,1,1
39,17,0,1
39,19,1,1
39,21,0,1
39,22,1,1
39,23,1,1
39,24,1,1
39,25,1,1
39,27,0,1
39,32,0,1
39,33,0,1
39,35,1,1
39,38,0,1
41,5,0,1
41,6,0,1
41,7,0,1
41,8,0,1
42,1,1,1
42,2,1,1
42,3,1,1
42,4,1,1
42,5,1,1
42,6,1,1
42,7,1,1
42,8,1,1
42,9,1,1
42,10,1,1
42,11,1,1
42,12,1,1
42,14,1,1
42,15,1,1
42,16,1,1
42,17,1,1
42,18,1,1
42,20,1,1
42,21,1,1
42,22,1,1
42,23,1,1
42,24,1,1
42,25,1,1
42,26,1,1
42,27,1,1
42,28,1,1
42,29,1,1
42,30,1,1
42,31,1,1
42,32,1,1
42,33,1,1
42,34,1,1
42,35,1,1
42,36,1,1
42,37,1,1
42,38,1,1
44,1,1,1
44,2,1,1
44,3,0,1
44,4,0,1
44,5,1,1
44,7,0,1
44,8,0,1
44,10,0,1
44,12,0,1
44,13,0,1
44,16,0,1
44,18,0,1
44,20,0,1
44,22,0,1
44,23,0,1
44,25,1,1
44,26,1,1
44,27,1,1
44,28,0,1
44,31,0,1
44,36,1,1
44,37,0,1
44,38,0,1
45,1,1,1
45,3,0,1
46,1,0,1
46,2,0,1
46,3,1,1
47,1,1,1
47,2,1,1
47,3,1,1
47,4,1,1
47,5,1,1
47,6,1,1
47,7,1,1
47,8,1,1
47,9,1,1
47,10,1,1
47,11,1,1
47,12,1,1
47,13,1,1
47,14,1,1
47,15,1,1
47,16,1,1
47,17,1,1
47,18,1,1
47,19,1,1
47,20,1,1
47,21,1,1
47,22,1,1
47,23,1,1
47,24,1,1
47,25,1,1
47,26,1,1
47,27,1,1
47,28,1,1
47,29,1,1
47,30,1,1
47,31,1,1
47,32,1,1
47,33,1,1
47,34,1,1
47,35,1,1
47,36,1,1
47,37,1,1
47,38,1,1
49,1,1,1
49,2,1,1
49,3,0,1
49,4,0,1
49,5,1,1
49,6,1,1
49,7,1,1
49,8,1,1
49,9,1,1
49,10,1,1
49,11,1,1
49,12,0,1
49,14,1,1
49,15,1,1
49,16,1,1
49,17,1,1
49,18,1,1
49,19,1,1
49,22,0,1
49,23,0,1
49,24,1,1
49,25,1,1
49,26,1,1
49,30,1,1
49,33,0,1
49,34,1,1
49,35,1,1
49,36,0,1
49,37,1,1
50,16,0,1
50,20,1,1
50,21,0,1
50,22,1,1
50,24,1,1
50,26,0,1
50,28,0,1
50,29,0,1
50,35,0,1
50,38,0,1
53,6,0,1
53,7,1,1
53,8,0,1
53,13,0,1
53,14,1,1
53,17,1,1
53,18,0,1
53,19,0,1
53,20,1,1
53,21,1,1
53,27,1,1
53,28,1,1
53,29,1,1
53,30,1,1
53,31,1,1
53,32,1,1
53,33,1,1
53,34,0,1
53,35,1,1
53,36,0,1
53,37,1,1
53,38,1,1
54,1,1,1
54,2,1,1
54,3,1,1
54,4,1,1
54,5,1,1
54,6,1,1
54,9,1,1
54,10,1,1
54,11,1,1
54,12,1,1
54,13,1,1
54,14,1,1
54,15,1,1
54,16,1,1
54,17,1,1
54,18,1,1
54,20,1,1
54,21,1,1
54,22,1,1
54,23,1,1
54,24,1,1
54,25,1,1
54,26,1,1
54,27,1,1
54,28,1,1
54,29,1,1
54,30,1,1
54,31,0,1
54,32,1,1
54,33,1,1
54,34,1,1
54,35,1,1
54,36,1,1
54,37,0,1
54,38,0,1
55,1,1,1
55,2,1,1
55,3,1,1
55,4,1,1
55,5,1,1
55,9,0,1
55,12,0,1
55,13,1,1
55,24,0,1
55,25,0,1
55,26,1,1
55,28,1,1
55,29,1,1
55,30,0,1
55,31,0,1
55,32,0,1
55,36,1,1
55,37,0,1
55,38,1,1
57,1,1,1
57,2,1,1
57,3,1,1
57,4,1,1
57,5,1,1
57,6,1,1
57,7,1,1
57,8,1,1
57,9,1,1
57,10,1,1
57,11,1,1
57,12,1,1
57,13,1,1
57,14,1,1
57,15,1,1
57,16,1,1
57,18,1,1
57,19,1,1
57,20,0,1
57,22,1,1
57,23,1,1
57,24,1,1
57,25,1,1
57,29,0,1
57,30,0,1
57,31,1,1
57,32,1,1
57,33,0,1
57,34,1,1
57,35,0,1
57,36,1,1
57,37,1,1
57,38,1,1
58,1,1,1
58,2,1,1
58,3,1,1
58,4,1,1
58,5,1,1
58,6,1,1
58,7,1,1
58,8,1,1
58,9,1,1
58,10,1,1
58,11,1,1
58,12,1,1
58,13,1,1
58,14,1,1
58,19,1,1
58,20,1,1
58,21,1,1
58,22,1,1
58,23,1,1
58,27,1,1
58,28,1,1
58,29,1,1
58,30,1,1
58,31,1,1
58,32,1,1
58,35,0,1
58,36,1,1
58,37,1,1
58,38,1,1
59,1,1,1
59,2,1,1
59,3,1,1
59,4,1,1
59,5,1,1
59,6,1,1
59,7,1,1
59,8,1,1
59,9,1,1
59,10,1,1
59,11,1,1
59,12,1,1
59,13,1,1
59,14,1,1
59,15,1,1
59,16,1,1
59,22,1,1
59,23,1,1
59,24,1,1
59,25,1,1
59,26,1,1
59,28,1,1
59,29,1,1
59,30,1,1
59,31,1,1
59,32,1,1
59,33,1,1
59,34,1,1
59,35,1,1
60,2,1,1
60,3,1,1
61,1,1,1
61,3,1,1
61,4,1,1
61,5,0,1
61,15,1,1
61,16,1,1
61,17,1,1
61,18,1,1
61,19,1,1
61,20,1,1
61,21,1,1
61,32,0,1
62,7,0,1
62,8,0,1
62,12,0,1
62,13,1,1
62,15,0,1
62,16,1,1
62,17,1,1
62,18,1,1
62,21,1,1
62,22,1,1
62,23,0,1
62,24,1,1
62,25,1,1
62,26,1,1
62,27,1,1
63,1,1,1
63,2,1,1
63,3,1,1
63,4,1,1
63,9,1,1
63,10,1,1
63,11,1,1
63,12,1,1
63,13,1,1
63,15,1,1
63,22,1,1
63,23,1,1
63,24,1,1
63,25,1,1
63,26,1,1
63,27,1,1
63,28,1,1
63,29,1,1
63,30,1,1
63,31,1,1
63,32,1,1
63,33,1,1
63,34,1,1
63,38,1,1
64,31,0,1
64,32,1,1
64,33,1,1
64,34,1,1
64,35,1,1
64,36,1,1
64,37,1,1
64,38,1,1
65,1,1,1
65,5,1,1
65,6,1,1
65,7,1,1
65,8,1,1
65,9,1,1
65,10,1,1
65,11,1,1
65,12,1,1
65,13,1,1
65,14,1,1
65,15,1,1
65,16,1,1
65,17,1,1
65,18,1,1
65,20,1,1
65,21,1,1
65,23,1,1
65,24,1,1
65,25,1,1
65,26,1,1
65,33,1,1
65,34,1,1
65,35,1,1
65,36,1,1
65,37,1,1
65,38,1,1
66,16,0,1
66,19,1,1
66,21,0,1
66,29,0,1
67,1,1,1
67,2,1,1
67,3,1,1
67,4,1,1
67,5,1,1
67,6,1,1
67,7,1,1
67,8,1,1
67,9,1,1
67,10,1,1
67,11,1,1
67,12,1,1
67,13,1,1
67,14,1,1
67,15,1,1
67,16,1,1
67,18,0,1
67,19,1,1
67,20,0,1
67,21,1,1
67,22,1,1
67,23,1,1
67,24,1,1
67,25,1,1
67,26,1,1
67,27,1,1
67,28,1,1
67,29,1,1
67,30,1,1
67,31,1,1
67,34,1,1
67,35,1,1
67,36,0,1
67,37,1,1
67,38,1,1
68,1,1,1
68,2,1,1
68,3,1,1
68,4,1,1
68,5,1,1
68,6,1,1
68,7,1,1
68,8,1,1
68,9,0,1
68,10,1,1
68,11,1,1
68,12,1,1
68,17,1,1
68,18,1,1
68,19,1,1
68,20,1,1
68,26,0,1
68,27,1,1
68,28,1,1
68,30,1,1
68,32,1,1
68,33,1,1
68,34,1,1
68,36,1,1
68,37,1,1
68,38,1,1
69,1,0,1
69,2,0,1
69,3,0,1
69,4,0,1
69,5,1,1
69,6,1,1
69,7,1,1
69,8,1,1
69,9,1,1
69,10,0,1
69,12,0,1
69,14,1,1
69,15,1,1
69,16,1,1
69,17,0,1
69,18,0,1
69,20,1,1
69,21,1,1
69,22,1,1
69,23,0,1
69,24,1,1
69,26,0,1
69,27,0,1
69,29,0,1
69,30,0,1
69,31,0,1
69,32,1,1
69,33,1,1
69,35,1,1
69,36,1,1
69,37,0,1
69,38,1,1
70,4,0,1
70,5,0,1
70,6,0,1
70,7,0,1
70,8,0,1
70,9,1,1
70,10,0,1
70,11,1,1
70,12,1,1
70,13,1,1
70,14,1,1
70,15,0,1
70,16,1,1
70,17,1,1
70,18,0,1
70,19,0,1
70,20,1,1
70,21,1,1
70,22,0,1
70,23,1,1
70,24,0,1
70,25,0,1
70,26,0,1
70,30,0,1
70,31,1,1
70,32,0,1
70,33,0,1
70,34,0,1
70,35,0,1
70,36,0,1
71,22,0,1
71,35,0,1
71,36,0,1
71,37,0,1
74,22,1,1
75,1,1,1
75,2,1,1
75,3,1,1
75,4,1,1
75,5,0,1
75,6,0,1
75,8,0,1
75,9,1,1
75,10,1,1
75,11,1,1
75,12,1,1
75,13,1,1
75,14,1,1
75,15,0,1
75,16,1,1
75,17,1,1
75,18,1,1
75,19,1,1
75,20,0,1
75,21,0,1
75,22,1,1
75,23,1,1
75,24,1,1
75,25,1,1
75,26,1,1
75,27,0,1
75,28,1,1
75,29,1,1
76,30,1,1
76,31,1,1
76,32,1,1
76,33,1,1
76,34,1,1
76,35,1,1
76,36,0,1
76,37,1,1
76,38,1,1
77,20,1,1
77,21,0,1
77,26,0,1
77,27,0,1
77,28,0,1
77,29,1,1
77,30,0,1
77,31,1,1
77,32,0,1
77,33,1,1
77,34,1,1
77,35,0,1
77,36,1,1
77,37,1,1
77,38,0,1
78,3,0,1
78,4,0,1
79,5,1,1
79,6,0,1
79,7,0,1
79,9,1,1
79,11,0,1
79,12,1,1
79,13,1,1
79,14,1,1
79,15,0,1
79,16,0,1
79,17,1,1
79,18,1,1
79,19,1,1
79,20,0,1
79,21,1,1
79,22,0,1
79,23,0,1
79,24,0,1
79,28,1,1
79,29,1,1
79,30,1,1
79,31,1,1
79,32,0,1
79,33,1,1
79,35,0,1
79,36,0,1
79,37,0,1
80,2,0,1
80,4,0,1
80,6,0,1
80,26,1,1
80,27,1,1
81,13,0,1
81,14,0,1
81,16,0,1
81,17,1,1
81,18,1,1
81,19,1,1
81,20,1,1
81,21,1,1
81,22,1,1
81,23,1,1
81,24,0,1
81,25,1,1
81,26,1,1
81,27,1,1
81,28,0,1
81,29,0,1
81,31,0,1
81,32,0,1
81,33,0,1
81,34,1,1
81,35,1,1
81,36,1,1
81,37,0,1
81,38,1,1
82,1,1,1
82,2,1,1
82,3,1,1
82,4,1,1
82,5,0,1
82,6,1,1
82,7,1,1
82,8,1,1
82,10,1,1
82,11,1,1
82,13,0,1
82,14,1,1
82,15,1,1
82,16,1,1
82,17,1,1
82,18,1,1
82,19,1,1
82,21,1,1
82,22,1,1
82,23,1,1
82,24,1,1
82,25,1,1
82,28,1,1
82,29,1,1
82,30,1,1
82,31,1,1
82,32,1,1
82,33,1,1
82,34,1,1
82,35,1,1
82,36,1,1
82,37,1,1
82,38,1,1
83,1,1,1
83,2,1,1
83,3,1,1
83,4,1,1
83,5,1,1
83,6,1,1
83,7,1,1
83,8,1,1
83,9,1,1
83,10,1,1
83,11,1,1
83,12,1,1
83,13,1,1
83,14,1,1
83,15,1,1
83,16,1,1
83,17,1,1
83,18,1,1
83,19,1,1
83,20,1,1
83,21,1,1
83,22,1,1
83,23,1,1
83,24,1,1
83,25,1,1
83,26,1,1
83,27,1,1
83,28,1,1
83,29,1,1
83,30,1,1
83,31,1,1
83,32,1,1
84,1,1,1
84,2,1,1
84,3,1,1
84,4,1,1
84,5,1,1
84,6,1,1
84,7,1,1
84,8,1,1
84,9,1,1
84,10,1,1
84,11,1,1
84,12,1,1
84,13,1,1
84,14,1,1
84,15,1,1
84,16,1,1
84,17,1,1
84,18,1,1
84,19,1,1
84,20,1,1
84,21,1,1
84,22,1,1
84,23,1,1
84,24,1,1
84,25,1,1
84,26,1,1
84,27,1,1
84,28,1,1
84,29,1,1
84,30,1,1
84,31,1,1
84,32,1,1
84,33,1,1
84,34,1,1
84,35,1,1
84,36,1,1
84,37,1,1
84,38,1,1
85,1,1,1
85,2,1,1
85,3,1,1
85,4,1,1
85,5,1,1
85,6,1,1
85,7,1,1
85,8,1,1
85,9,1,1
85,10,1,1
85,11,1,1
85,16,1,1
85,22,1,1
85,24,1,1
85,25,1,1
85,30,1,1
85,31,1,1
86,12,1,1
86,13,1,1
86,14,1,1
86,15,1,1
86,17,1,1
86,18,1,1
86,19,1,1
86,20,1,1
86,21,1,1
86,23,1,1
86,26,1,1
86,27,1,1
86,28,1,1
86,29,1,1
86,32,1,1
86,33,1,1
86,34,1,1
86,35,1,1
86,36,1,1
86,37,1,1
86,38,1,1
87,8,0,1
87,11,0,1
87,12,1,1
87,13,1,1
87,14,1,1
87,18,1,1
87,19,1,1
87,20,1,1
87,21,1,1
87,22,1,1
87,23,1,1
87,24,1,1
87,25,1,1
87,26,1,1
87,27,1,1
87,28,1,1
87,29,1,1
87,30,1,1
87,31,1,1
87,32,1,1
87,33,1,1
87,34,1,1
87,35,1,1
87,36,1,1
88,19,0,1
88,32,0,1
88,33,1,1
88,34,1,1
88,35,1,1
88,36,1,1
88,37,1,1
88,38,1,1
90,1,1,1
90,2,1,1
90,3,1,1
90,4,1,1
90,5,1,1
90,6,1,1
90,7,1,1
90,8,1,1
90,10,1,1
90,11,1,1
90,12,1,1
90,13,1,1
90,14,1,1
90,15,0,1
90,17,1,1
90,18,1,1
90,19,0,1
90,20,1,1
90,21,1,1
91,1,1,1
91,2,1,1
91,3,1,1
91,4,1,1
91,5,1,1
91,6,1,1
91,7,1,1
91,8,1,1
91,9,1,1
91,12,1,1
91,13,1,1
91,14,1,1
91,15,1,1
91,16,1,1
91,17,1,1
91,18,1,1
91,19,1,1
91,20,1,1
91,21,1,1
91,22,1,1
91,23,1,1
91,24,1,1
91,25,1,1
91,26,1,1
91,28,0,1
91,29,1,1
91,33,0,1
91,34,0,1
91,35,1,1
91,36,1,1
91,37,1,1
91,38,1,1
92,5,0,1
92,9,0,1
92,10,0,1
92,11,0,1
92,16,0,1
92,22,0,1
92,26,0,1
92,27,1,1
92,28,1,1
92,29,0,1
92,30,1,1
92,31,1,1
92,32,1,1
92,33,1,1
92,34,1,1
92,35,0,1
92,36,0,1
92,37,0,1
92,38,0,1
93,1,1,1
93,2,1,1
93,3,1,1
93,4,1,1
93,5,1,1
93,6,1,1
93,7,1,1
93,8,1,1
93,9,1,1
93,10,1,1
93,11,1,1
93,12,1,1
93,13,1,1
93,14,1,1
93,15,1,1
93,16,1,1
93,17,1,1
93,18,1,1
93,19,1,1
93,20,1,1
93,21,1,1
93,22,1,1
93,23,1,1
93,24,1,1
93,25,1,1
93,26,1,1
93,27,1,1
93,28,1,1
93,29,1,1
93,30,1,1
93,31,1,1
93,32,1,1
93,33,1,1
93,34,1,1
93,35,1,1
93,36,1,1
93,37,1,1
93,38,1,1
94,1,1,1
94,2,1,1
94,3,1,1
94,4,1,1
94,5,1,1
94,6,1,1
94,7,1,1
94,8,1,1
94,9,1,1
94,10,1,1
94,11,1,1
94,13,1,1
94,14,1,1
94,15,1,1
94,16,1,1
94,17,1,1
94,18,1,1
94,19,1,1
94,20,1,1
94,21,1,1
96,1,1,1
96,2,1,1
96,3,1,1
96,8,1,1
96,19,0,1
96,20,0,1
96,21,0,1
96,33,0,1
96,35,0,1
96,36,0,1
96,37,1,1
96,38,1,1
97,1,1,1
97,2,1,1
97,3,1,1
97,4,1,1
97,5,1,1
97,6,1,1
97,7,1,1
97,8,1,1
97,9,1,1
97,10,1,1
97,11,1,1
97,12,1,1
97,13,1,1
97,14,1,1
97,15,1,1
97,16,1,1
97,17,1,1
97,18,1,1
97,19,1,1
97,20,1,1
97,21,1,1
97,22,1,1
97,23,1,1
97,24,1,1
97,25,1,1
97,26,1,1
97,27,1,1
97,28,1,1
97,29,1,1
97,30,1,1
97,31,1,1
97,32,1,1
97,33,1,1
97,34,1,1
97,35,1,1
97,36,1,1
97,37,1,1
97,38,1,1
98,6,0,1
98,7,0,1
98,9,1,1
98,10,0,1
98,11,0,1
98,12,0,1
98,14,1,1
98,15,0,1
98,16,1,1
98,18,0,1
98,19,1,1
98,20,0,1
98,21,1,1
98,27,0,1
98,36,0,1
98,37,0,1
98,38,0,1
100,3,0,1
100,5,0,1
100,6,1,1
100,7,1,1
100,8,1,1
100,9,1,1
100,10,1,1
100,11,1,1
100,12,1,1
100,13,1,1
100,14,1,1
100,15,1,1
100,16,1,1
100,17,1,1
100,18,1,1
100,20,1,1
100,22,1,1
100,23,1,1
100,24,1,1
100,25,1,1
100,26,1,1
100,27,1,1
100,28,1,1
100,29,1,1
101,1,1,1
101,2,1,1
101,3,1,1
101,4,1,1
101,5,1,1
101,6,1,1
101,7,1,1
101,8,1,1
101,9,1,1
101,10,1,1
101,11,1,1
101,12,1,1
101,13,1,1
101,17,1,1
101,18,1,1
101,19,1,1
101,20,1,1
101,21,1,1
101,22,1,1
101,23,1,1
101,24,1,1
101,25,1,1
101,26,1,1
101,27,1,1
101,28,1,1
101,29,1,1
101,30,1,1
101,31,1,1
101,32,1,1
101,33,1,1
101,34,1,1
101,35,1,1
101,36,1,1
101,37,1,1
101,38,1,1
102,1,1,1
102,2,1,1
102,3,1,1
102,4,1,1
102,5,1,1
102,6,1,1
102,7,1,1
102,10,1,1
102,11,1,1
102,12,1,1
102,13,1,1
102,14,1,1
102,15,1,1
102,16,1,1
102,17,1,1
102,18,1,1
102,19,1,1
102,20,1,1
102,21,1,1
102,22,1,1
102,23,1,1
102,24,1,1
102,25,1,1
102,26,1,1
102,27,1,1
102,28,1,1
102,29,1,1
102,30,1,1
102,31,1,1
102,32,1,1
103,3,0,1
103,5,1,1
103,6,0,1
103,7,1,1
103,8,1,1
103,9,1,1
103,10,1,1
103,18,1,1
103,27,1,1
103,28,1,1
103,29,1,1
103,30,1,1
103,31,1,1
103,32,1,1
103,35,0,1
103,36,1,1
103,37,1,1
103,38,1,1
104,5,1,1
104,17,1,1
104,18,1,1
104,19,1,1
104,20,1,1
104,21,1,1
104,22,1,1
104,23,1,1
104,24,1,1
104,25,1,1
104,26,1,1
104,27,1,1
