element,GW,starts,understat_matches
39,13,1,1
39,14,1,1
39,15,1,1
40,1,0,1
40,2,1,1
40,3,1,1
40,4,1,1
40,5,1,1
40,6,1,1
40,8,1,1
40,9,1,1
40,10,1,1
40,11,1,1
40,12,1,1
40,13,1,1
40,14,1,1
40,15,1,1
42,1,0,1
42,2,0,1
42,3,1,1
42,4,0,1
42,5,1,1
42,6,0,1
42,8,0,1
42,9,0,1
42,10,1,1
42,11,0,1
42,12,0,1
42,13,1,1
42,14,1,1
42,15,1,1
43,1,1,1
43,2,1,1
43,3,1,1
43,4,1,1
43,5,1,1
43,6,1,1
43,10,1,1
43,11,1,1
43,12,0,1
43,13,1,1
43,14,1,1
43,15,1,1
44,1,1,1
44,2,0,1
44,3,1,1
44,4,1,1
44,5,1,1
44,6,1,1
44,8,1,1
44,9,1,1
44,10,1,1
44,11,1,1
44,12,1,1
44,13,1,1
44,14,1,1
44,15,1,1
45,1,1,1
45,2,0,1
45,3,1,1
45,4,0,1
45,5,1,1
45,6,1,1
45,8,1,1
45,9,1,1
45,11,1,1
45,12,1,1
45,13,1,1
45,14,1,1
45,15,1,1
46,1,0,1
46,3,0,1
46,4,1,1
46,5,0,1
46,6,1,1
46,8,0,1
46,9,1,1
46,10,1,1
46,11,1,1
46,12,1,1
46,13,1,1
46,14,1,1
46,15,1,1
47,1,1,1
47,2,1,1
47,3,1,1
47,4,0,1
47,5,1,1
47,6,1,1
47,8,1,1
47,9,1,1
47,10,1,1
47,11,1,1
47,12,1,1
47,13,0,1
47,14,0,1
47,15,1,1
48,10,0,1
48,12,0,1
48,13,0,1
50,1,1,1
50,2,1,1
53,1,1,1
53,2,1,1
53,3,1,1
53,4,1,1
53,5,1,1
53,6,1,1
53,8,1,1
53,15,0,1
54,1,0,1
54,4,0,1
54,10,0,1
54,12,0,1
54,13,0,1
57,1,1,1
57,2,1,1
57,3,1,1
57,4,1,1
57,5,1,1
57,6,1,1
57,8,1,1
57,9,1,1
57,10,1,1
57,11,1,1
57,12,1,1
57,13,1,1
57,14,1,1
57,15,1,1
58,1,0,1
58,2,0,1
58,12,0,1
58,15,0,1
59,5,0,1
59,6,0,1
59,10,1,1
59,11,1,1
59,12,1,1
59,13,1,1
59,14,0,1
59,15,1,1
61,2,0,1
62,1,1,1
62,2,1,1
62,3,1,1
62,4,1,1
62,5,0,1
62,6,0,1
62,8,0,1
62,9,1,1
62,10,0,1
62,11,0,1
62,12,0,1
62,13,0,1
62,14,1,1
62,15,1,1
63,4,0,1
64,1,1,1
64,2,1,1
64,3,1,1
64,4,1,1
64,5,1,1
64,6,1,1
64,8,1,1
64,9,1,1
64,10,1,1
64,11,1,1
64,12,1,1
64,13,1,1
64,14,1,1
64,15,1,1
65,2,1,1
65,6,0,1
65,8,0,1
65,10,0,1
65,11,0,1
65,15,0,1
66,1,1,1
66,4,0,1
66,5,1,1
66,6,1,1
66,8,1,1
66,9,1,1
66,10,1,1
66,11,1,1
66,12,1,1
66,13,1,1
66,14,1,1
66,15,1,1
67,1,0,1
67,2,1,1
67,3,0,1
67,4,1,1
67,5,1,1
67,6,1,1
67,8,1,1
67,9,1,1
67,10,1,1
67,11,1,1
67,12,1,1
67,13,1,1
67,14,1,1
67,15,1,1
68,1,1,1
68,2,1,1
68,3,1,1
68,4,0,1
69,1,0,1
69,2,1,1
69,3,0,1
69,4,1,1
69,5,1,1
69,6,1,1
69,8,1,1
69,9,0,1
69,10,1,1
69,11,1,1
69,12,1,1
69,13,1,1
70,1,1,1
70,2,0,1
70,3,1,1
70,4,0,1
70,5,1,1
70,6,1,1
70,8,1,1
70,9,1,1
70,10,1,1
70,11,1,1
70,12,1,1
70,13,1,1
70,14,1,1
70,15,1,1
71,1,1,1
71,2,1,1
71,3,1,1
71,4,1,1
71,5,1,1
71,6,1,1
71,8,1,1
71,9,1,1
71,10,1,1
71,11,1,1
71,12,1,1
71,13,1,1
71,14,1,1
71,15,1,1
72,1,1,1
72,2,1,1
72,3,1,1
72,4,1,1
72,13,0,1
72,14,1,1
72,15,1,1
73,1,1,1
73,2,1,1
73,3,1,1
73,5,1,1
73,6,1,1
74,12,0,1
75,3,0,1
75,4,1,1
75,5,0,1
75,6,0,1
75,8,0,1
75,10,0,1
75,11,0,1
75,13,0,1
75,14,0,1
76,1,1,1
76,3,1,1
76,4,1,1
76,5,1,1
76,6,1,1
76,8,1,1
76,9,1,1
76,11,0,1
76,13,0,1
76,14,1,1
78,1,1,1
78,2,1,1
78,3,1,1
78,6,1,1
78,8,1,1
78,9,1,1
79,1,1,1
79,2,1,1
79,3,1,1
79,4,1,1
80,1,1,1
80,2,1,1
80,3,1,1
80,4,1,1
80,5,1,1
80,6,1,1
80,8,1,1
80,9,1,1
80,10,1,1
80,11,1,1
80,12,1,1
80,13,1,1
80,14,1,1
81,1,1,1
81,2,1,1
81,3,1,1
81,4,1,1
81,5,1,1
81,6,1,1
81,8,1,1
81,9,1,1
81,10,1,1
81,11,1,1
81,12,1,1
81,13,1,1
81,14,1,1
81,15,1,1
82,11,0,1
82,13,0,1
82,14,0,1
82,15,0,1
83,1,0,1
83,2,1,1
83,3,1,1
83,4,1,1
83,5,0,1
83,6,0,1
83,8,1,1
83,9,0,1
83,10,1,1
83,11,0,1
83,12,0,1
83,13,0,1
83,14,1,1
83,15,1,1
84,8,1,1
84,9,1,1
84,10,1,1
84,11,1,1
84,13,1,1
84,14,1,1
85,1,1,1
85,2,1,1
85,3,1,1
85,4,1,1
85,5,1,1
85,6,1,1
85,8,1,1
85,9,1,1
85,10,1,1
85,11,1,1
85,12,1,1
85,13,1,1
85,14,1,1
85,15,1,1
86,1,1,1
86,2,0,1
86,3,0,1
86,4,0,1
86,5,1,1
86,6,1,1
86,8,1,1
86,9,1,1
86,10,0,1
86,11,1,1
86,12,1,1
86,13,1,1
86,14,1,1
86,15,1,1
87,3,0,1
87,5,0,1
87,10,0,1
87,11,0,1
87,12,0,1
87,15,0,1
88,1,1,1
88,2,1,1
88,3,1,1
88,4,1,1
88,5,1,1
88,6,1,1
88,8,1,1
88,9,1,1
88,10,1,1
88,11,1,1
88,12,1,1
88,13,1,1
88,14,1,1
88,15,1,1
89,1,1,1
89,2,0,1
89,3,1,1
89,4,1,1
89,5,0,1
89,6,0,1
89,8,0,1
89,9,0,1
89,10,0,1
89,11,1,1
89,12,0,1
89,13,0,1
89,14,1,1
89,15,1,1
90,2,1,1
90,11,0,1
90,12,1,1
90,13,1,1
90,14,0,1
90,15,1,1
91,1,0,1
91,2,0,1
91,4,0,1
92,10,1,1
92,11,1,1
92,12,1,1
92,13,1,1
92,14,1,1
92,15,1,1
93,2,0,1
93,5,0,1
93,6,0,1
93,8,0,1
93,9,0,1
93,10,0,1
93,11,1,1
93,12,1,1
93,13,1,1
93,14,0,1
93,15,0,1
94,1,0,1
94,2,0,1
94,3,0,1
94,4,0,1
94,5,1,1
94,6,1,1
94,8,0,1
94,9,1,1
94,10,1,1
94,11,0,1
94,12,0,1
94,13,0,1
95,1,1,1
95,2,1,1
95,3,1,1
95,4,1,1
95,5,1,1
95,6,1,1
95,8,1,1
95,9,1,1
95,10,1,1
95,11,1,1
95,12,1,1
95,13,1,1
95,14,1,1
95,15,1,1
101,1,1,1
101,2,1,1
101,3,1,1
101,9,0,1
101,10,0,1
101,11,0,1
101,12,1,1
101,13,1,1
101,14,1,1
101,15,1,1
103,1,1,1
103,2,1,1
103,3,1,1
103,4,1,1
103,5,0,1
103,6,1,1
103,9,1,1
103,10,1,1
103,11,1,1
103,12,1,1
103,13,1,1
103,15,0,1
104,1,1,1
104,2,1,1
104,3,1,1
104,4,1,1
104,5,1,1
104,6,1,1
104,9,1,1
104,10,1,1
104,11,1,1
104,12,1,1
104,13,1,1
104,14,1,1
104,15,1,1
105,1,0,1
105,3,0,1
105,10,0,1
105,13,0,1
106,1,1,1
106,2,1,1
106,3,1,1
106,4,1,1
106,5,1,1
106,6,1,1
106,9,1,1
106,10,1,1
106,11,1,1
106,12,1,1
106,13,1,1
106,14,1,1
106,15,1,1
107,1,1,1
107,2,1,1
107,3,1,1
107,4,1,1
107,5,1,1
107,6,1,1
107,9,1,1
107,10,1,1
107,11,1,1
107,12,1,1
107,13,1,1
107,14,1,1
107,15,1,1
108,1,1,1
108,2,1,1
108,3,1,1
108,4,1,1
108,5,1,1
108,6,1,1
108,9,1,1
108,10,1,1
108,11,1,1
108,12,1,1
108,13,1,1
108,14,1,1
108,15,1,1
109,1,1,1
109,2,1,1
109,3,1,1
109,4,1,1
109,5,1,1
109,6,1,1
109,9,1,1
109,10,1,1
109,11,1,1
109,12,1,1
109,13,1,1
109,15,0,1
110,6,1,1
110,8,1,1
110,9,1,1
110,10,1,1
110,11,1,1
110,12,0,1
110,13,0,1
110,14,0,1
110,15,0,1
111,1,1,1
111,2,1,1
111,3,1,1
111,4,1,1
111,5,1,1
111,6,1,1
111,9,1,1
111,10,1,1
111,11,1,1
111,12,1,1
111,13,1,1
111,14,1,1
111,15,1,1
112,1,0,1
112,2,1,1
112,3,1,1
112,4,1,1
112,5,1,1
112,6,1,1
112,10,1,1
112,11,1,1
112,12,1,1
112,13,1,1
112,14,1,1
112,15,1,1
113,1,1,1
113,2,1,1
113,3,1,1
113,4,1,1
113,5,1,1
113,6,1,1
113,9,1,1
113,10,1,1
113,11,1,1
113,12,1,1
113,13,1,1
113,14,1,1
113,15,1,1
114,1,0,1
114,2,0,1
114,4,0,1
114,5,0,1
114,6,0,1
114,9,0,1
114,10,0,1
114,12,0,1
114,13,0,1
114,14,0,1
116,1,1,1
116,2,1,1
116,3,1,1
116,4,1,1
116,5,1,1
116,6,1,1
116,9,1,1
116,10,1,1
116,11,1,1
116,12,1,1
116,13,1,1
116,14,1,1
116,15,1,1
118,1,0,1
118,2,0,1
118,3,0,1
118,4,0,1
118,5,1,1
118,6,1,1
119,13,0,1
119,14,0,1
120,1,1,1
120,2,1,1
120,3,1,1
120,4,1,1
120,5,1,1
120,6,1,1
120,9,1,1
120,10,1,1
120,11,1,1
120,12,1,1
120,13,1,1
120,14,1,1
120,15,1,1
123,1,0,1
123,5,0,1
123,6,0,1
123,11,0,1
123,12,0,1
123,13,0,1
123,15,0,1
124,2,0,1
124,3,0,1
124,4,0,1
124,5,0,1
124,9,0,1
124,10,0,1
124,11,0,1
124,14,1,1
124,15,1,1
125,14,0,1
127,1,1,1
127,2,0,1
127,3,0,1
127,4,0,1
127,5,1,1
127,10,1,1
127,11,0,1
127,12,1,1
127,13,1,1
127,15,1,1
128,1,1,1
128,2,1,1
128,3,1,1
128,4,1,1
128,5,1,1
128,6,1,1
128,9,1,1
128,11,1,1
128,13,1,1
128,14,1,1
128,15,1,1
130,1,1,1
130,2,1,1
130,3,1,1
130,4,1,1
130,5,1,1
130,6,0,1
130,9,1,1
130,10,1,1
130,11,0,1
130,12,1,1
130,13,1,1
130,15,1,1
132,4,0,1
132,5,0,1
132,6,1,1
132,9,1,1
132,10,0,1
132,11,1,1
132,12,0,1
132,13,0,1
132,14,1,1
132,15,0,1
133,9,1,1
133,10,1,1
133,11,1,1
133,12,1,1
133,13,1,1
133,14,1,1
134,1,1,1
134,2,1,1
135,3,0,1
135,5,1,1
135,10,0,1
135,14,0,1
136,1,0,1
136,2,1,1
136,3,1,1
136,4,1,1
136,5,1,1
136,6,1,1
136,9,0,1
136,10,1,1
136,11,1,1
136,12,1,1
136,13,1,1
136,14,1,1
136,15,1,1
139,1,1,1
139,3,0,1
139,4,0,1
139,5,0,1
139,6,0,1
139,9,1,1
139,11,1,1
139,13,1,1
139,14,0,1
140,1,0,1
140,2,0,1
140,3,0,1
140,4,0,1
140,5,0,1
140,6,1,1
140,9,0,1
140,10,1,1
140,12,0,1
140,13,0,1
140,14,1,1
140,15,0,1
141,4,1,1
141,10,1,1
141,11,1,1
141,12,1,1
141,13,1,1
141,14,1,1
141,15,1,1
142,1,1,1
142,2,1,1
142,3,1,1
142,4,1,1
142,5,1,1
142,6,0,1
142,9,1,1
142,10,1,1
142,11,1,1
142,12,1,1
142,13,1,1
142,14,1,1
142,15,1,1
145,1,1,1
145,2,1,1
145,3,1,1
145,4,1,1
145,5,1,1
145,6,0,1
145,9,1,1
145,10,1,1
145,11,1,1
145,12,1,1
145,14,1,1
145,15,1,1
146,1,1,1
146,2,1,1
146,3,1,1
146,4,1,1
146,6,1,1
146,9,1,1
146,10,0,1
147,1,1,1
147,2,1,1
147,3,1,1
147,4,1,1
147,5,1,1
147,6,1,1
147,14,0,1
147,15,1,1
148,1,0,1
148,2,0,1
148,3,1,1
148,4,1,1
148,6,1,1
148,9,0,1
148,10,1,1
148,11,0,1
148,12,1,1
148,14,1,1
148,15,0,1
149,6,0,1
149,10,0,1
149,13,0,1
149,15,0,1
150,1,0,1
150,2,0,1
150,5,0,1
150,6,0,1
150,9,0,1
150,10,0,1
150,11,0,1
150,12,1,1
150,13,0,1
150,14,0,1
150,15,0,1
152,1,1,1
152,2,1,1
152,3,1,1
152,4,1,1
152,5,1,1
152,6,1,1
152,9,1,1
152,10,1,1
152,11,1,1
152,12,1,1
152,13,1,1
152,14,1,1
152,15,1,1
153,9,0,1
156,2,1,1
156,3,1,1
156,4,1,1
156,5,1,1
156,6,1,1
156,9,1,1
156,10,1,1
156,11,1,1
156,12,1,1
156,13,1,1
156,14,1,1
157,1,1,1
157,2,1,1
157,4,1,1
157,5,1,1
157,6,0,1
157,9,1,1
157,15,1,1
158,1,0,1
158,2,0,1
158,3,0,1
158,5,0,1
158,10,0,1
158,11,0,1
158,13,1,1
158,14,1,1
158,15,0,1
159,1,1,1
159,2,1,1
159,3,1,1
159,4,1,1
159,5,0,1
159,6,1,1
159,9,1,1
159,10,1,1
159,11,1,1
159,12,0,1
159,13,1,1
159,14,0,1
159,15,1,1
160,1,1,1
160,2,1,1
160,3,1,1
160,5,1,1
160,6,1,1
160,9,1,1
160,10,1,1
160,11,1,1
160,12,1,1
160,13,1,1
160,14,1,1
160,15,1,1
161,1,1,1
161,2,1,1
161,3,1,1
161,4,1,1
161,5,1,1
161,6,1,1
161,9,0,1
161,10,1,1
161,11,1,1
161,12,1,1
161,13,0,1
161,14,1,1
161,15,1,1
163,1,0,1
163,2,0,1
163,3,0,1
163,4,0,1
163,9,0,1
163,10,0,1
163,14,0,1
164,11,0,1
164,12,0,1
164,14,0,1
165,1,1,1
165,2,1,1
165,3,1,1
165,4,1,1
165,5,1,1
165,6,1,1
165,10,1,1
165,11,1,1
165,12,1,1
165,13,1,1
165,14,1,1
165,15,1,1
166,1,1,1
166,2,0,1
166,3,1,1
166,4,1,1
166,5,0,1
166,6,0,1
166,9,1,1
166,10,1,1
166,11,1,1
166,12,1,1
166,13,1,1
166,14,1,1
167,1,1,1
167,2,1,1
167,3,1,1
167,4,1,1
167,5,1,1
167,6,1,1
167,9,1,1
167,10,1,1
167,11,1,1
167,12,1,1
167,13,1,1
167,14,1,1
167,15,1,1
168,1,0,1
168,3,0,1
168,4,0,1
168,5,1,1
168,6,1,1
168,9,0,1
168,10,0,1
168,11,0,1
168,12,0,1
168,13,0,1
169,1,1,1
169,2,1,1
169,3,1,1
169,4,1,1
169,5,1,1
169,6,1,1
169,9,1,1
169,10,1,1
169,11,1,1
169,12,1,1
169,13,1,1
169,14,1,1
169,15,1,1
170,1,1,1
170,2,1,1
170,3,1,1
170,4,1,1
170,5,0,1
170,6,1,1
170,9,1,1
170,10,0,1
170,11,1,1
170,12,1,1
170,13,1,1
170,14,1,1
170,15,1,1
171,2,0,1
171,3,0,1
171,4,0,1
171,5,1,1
171,6,0,1
171,9,1,1
171,10,1,1
171,11,0,1
171,12,1,1
171,13,1,1
171,14,1,1
171,15,1,1
173,1,0,1
173,13,0,1
176,8,1,1
177,2,0,1
177,3,1,1
177,4,0,1
177,8,0,1
177,9,0,1
177,10,0,1
177,11,0,1
178,9,1,1
178,10,1,1
178,11,1,1
178,12,1,1
178,13,1,1
178,14,1,1
178,15,1,1
180,4,0,1
181,1,0,1
181,2,0,1
182,1,1,1
182,2,1,1
182,3,1,1
182,4,1,1
182,5,1,1
182,6,1,1
182,9,1,1
182,10,1,1
182,11,1,1
182,12,1,1
182,13,1,1
182,14,1,1
182,15,1,1
185,1,1,1
185,2,1,1
185,8,0,1
185,9,0,1
185,13,0,1
185,15,0,1
186,1,1,1
186,2,1,1
186,3,1,1
186,4,1,1
186,5,1,1
186,6,1,1
186,8,1,1
186,9,1,1
186,10,1,1
186,11,1,1
186,12,1,1
186,13,1,1
186,14,1,1
186,15,1,1
188,1,1,1
189,1,1,1
189,2,1,1
189,3,1,1
189,4,1,1
189,5,1,1
189,6,1,1
189,8,1,1
189,9,1,1
189,10,1,1
189,11,1,1
189,12,1,1
189,13,1,1
189,14,1,1
189,15,1,1
190,2,0,1
190,3,1,1
190,4,0,1
190,5,1,1
190,6,1,1
190,9,0,1
190,13,0,1
191,10,0,1
191,11,0,1
191,12,1,1
191,13,1,1
191,14,1,1
191,15,1,1
192,1,0,1
192,2,1,1
192,3,1,1
192,4,1,1
193,1,1,1
194,1,1,1
194,2,1,1
194,3,1,1
194,4,1,1
194,5,1,1
194,6,1,1
194,8,1,1
194,9,1,1
194,10,1,1
194,11,1,1
194,12,1,1
194,13,1,1
194,14,1,1
194,15,1,1
195,1,1,1
195,2,1,1
195,3,1,1
195,4,1,1
195,5,1,1
195,6,1,1
195,8,1,1
195,9,0,1
195,10,1,1
195,12,1,1
195,13,1,1
195,14,1,1
195,15,0,1
197,1,1,1
197,2,1,1
197,3,1,1
197,4,1,1
197,5,1,1
197,6,1,1
197,8,1,1
197,14,0,1
197,15,0,1
199,1,1,1
199,2,1,1
199,3,1,1
199,4,1,1
199,5,1,1
199,6,1,1
199,8,1,1
199,9,1,1
199,10,1,1
199,11,1,1
199,12,1,1
199,13,1,1
199,14,1,1
199,15,1,1
200,1,0,1
200,2,0,1
200,3,0,1
200,4,0,1
200,5,0,1
200,6,0,1
200,8,0,1
200,9,0,1
200,10,0,1
200,11,0,1
200,12,0,1
200,13,0,1
200,14,0,1
200,15,0,1
201,1,1,1
201,2,1,1
201,3,1,1
201,4,1,1
201,5,1,1
201,6,1,1
201,8,1,1
201,9,1,1
201,10,1,1
201,11,1,1
201,12,1,1
201,13,1,1
201,14,1,1
201,15,1,1
203,4,0,1
203,5,0,1
203,9,1,1
204,1,1,1
204,2,1,1
204,4,1,1
204,5,1,1
204,6,1,1
204,8,0,1
204,9,0,1
204,10,1,1
204,11,1,1
204,12,1,1
204,13,0,1
204,14,1,1
205,1,1,1
205,2,1,1
205,3,1,1
205,4,1,1
205,5,1,1
205,6,1,1
205,8,1,1
205,9,1,1
205,10,1,1
205,11,1,1
205,12,1,1
205,13,1,1
205,14,1,1
209,1,1,1
209,2,1,1
209,3,1,1
209,4,1,1
209,5,1,1
209,6,1,1
209,8,1,1
209,9,1,1
209,10,1,1
209,13,1,1
210,1,1,1
210,2,1,1
210,3,1,1
210,4,1,1
210,5,1,1
210,6,1,1
210,8,1,1
210,9,1,1
210,11,1,1
210,12,1,1
210,13,1,1
210,14,1,1
211,1,1,1
211,2,1,1
211,3,1,1
211,4,1,1
211,5,1,1
211,6,1,1
211,8,1,1
211,9,1,1
211,10,1,1
211,11,1,1
211,12,1,1
211,13,1,1
211,14,1,1
211,15,1,1
212,10,0,1
212,11,0,1
212,12,0,1
212,13,1,1
212,14,0,1
212,15,1,1
213,1,1,1
213,2,1,1
215,1,1,1
215,2,1,1
215,3,1,1
215,4,1,1
215,5,1,1
215,6,1,1
215,8,1,1
215,14,0,1
215,15,1,1
216,10,0,1
217,1,1,1
217,2,1,1
217,3,1,1
217,4,1,1
217,5,1,1
217,6,1,1
217,10,1,1
217,11,1,1
217,12,1,1
217,13,1,1
217,14,1,1
217,15,1,1
219,2,0,1
219,3,1,1
219,4,0,1
220,1,1,1
220,2,1,1
220,3,1,1
220,4,1,1
220,5,1,1
220,6,1,1
220,8,1,1
220,10,1,1
220,11,1,1
220,12,1,1
220,13,1,1
220,14,1,1
220,15,1,1
221,9,1,1
221,10,1,1
221,11,1,1
221,12,0,1
221,13,1,1
221,14,1,1
221,15,1,1
222,6,0,1
222,9,0,1
222,10,0,1
222,13,1,1
222,14,0,1
222,15,0,1
223,1,0,1
223,2,0,1
223,3,0,1
223,4,0,1
223,5,0,1
223,6,0,1
223,9,0,1
223,10,0,1
223,11,0,1
223,12,0,1
223,13,0,1
224,2,0,1
224,3,0,1
224,4,0,1
225,1,1,1
225,2,1,1
225,3,1,1
225,4,1,1
225,5,1,1
225,9,1,1
225,10,1,1
225,11,1,1
225,12,0,1
225,13,1,1
225,14,1,1
225,15,1,1
227,1,1,1
227,2,1,1
227,5,0,1
227,6,0,1
227,9,0,1
227,10,1,1
227,11,0,1
227,12,1,1
227,13,0,1
227,14,0,1
228,1,1,1
228,2,1,1
228,3,1,1
228,4,1,1
228,5,1,1
228,6,1,1
228,12,1,1
230,1,1,1
230,2,1,1
230,3,1,1
230,4,1,1
230,5,1,1
230,6,1,1
230,9,1,1
230,10,1,1
230,11,1,1
230,12,1,1
230,13,1,1
230,14,1,1
230,15,1,1
231,2,0,1
231,3,1,1
231,4,1,1
231,5,0,1
231,6,0,1
231,8,0,1
231,9,1,1
231,10,1,1
231,11,1,1
231,12,0,1
231,15,0,1
233,1,1,1
233,2,1,1
233,3,1,1
233,4,1,1
233,5,1,1
233,6,1,1
233,9,1,1
233,10,1,1
233,11,1,1
233,12,0,1
233,13,1,1
233,14,1,1
233,15,1,1
235,1,1,1
235,2,1,1
235,3,1,1
235,4,1,1
235,5,1,1
235,6,1,1
235,9,1,1
235,10,1,1
235,11,1,1
235,13,1,1
235,14,1,1
235,15,1,1
237,1,0,1
237,3,0,1
237,6,0,1
237,13,1,1
237,15,0,1
238,1,1,1
238,2,1,1
238,3,1,1
238,4,1,1
238,5,1,1
238,6,1,1
238,9,1,1
238,10,1,1
238,11,1,1
238,12,1,1
238,13,1,1
238,14,1,1
238,15,1,1
239,9,0,1
239,12,1,1
240,1,0,1
240,6,0,1
240,9,0,1
240,10,0,1
240,11,0,1
240,12,1,1
240,13,0,1
240,14,1,1
240,15,1,1
242,1,0,1
242,3,0,1
242,4,0,1
242,5,0,1
242,6,1,1
242,10,0,1
242,11,0,1
242,12,0,1
242,13,0,1
242,15,0,1
244,1,1,1
244,2,1,1
244,3,1,1
244,4,1,1
244,5,1,1
244,9,1,1
244,10,1,1
244,11,1,1
244,12,1,1
244,14,1,1
244,15,1,1
245,1,1,1
245,2,1,1
245,3,1,1
245,4,1,1
245,5,1,1
245,6,1,1
245,9,1,1
245,10,1,1
245,11,1,1
245,12,1,1
245,13,1,1
245,14,1,1
245,15,1,1
246,1,1,1
246,2,1,1
246,3,1,1
246,4,1,1
246,5,1,1
246,6,1,1
246,9,1,1
246,10,1,1
246,11,1,1
246,12,1,1
246,13,1,1
246,14,1,1
246,15,1,1
249,1,1,1
249,2,1,1
249,3,1,1
249,4,1,1
249,5,1,1
249,6,1,1
249,8,1,1
249,9,1,1
249,10,1,1
251,9,0,1
251,13,0,1
251,15,0,1
252,11,0,1
252,12,0,1
252,13,0,1
252,14,0,1
252,15,0,1
254,1,1,1
254,2,1,1
254,3,1,1
254,4,1,1
254,5,1,1
