element,GW,expected_goals,expected_assists
13,18,0.198632,0.000000
13,19,0.000000,0.027869
13,24,0.000000,0.141777
13,27,0.000000,0.108679
13,28,0.692811,0.593500
13,30,0.000000,0.226603
13,32,0.000000,0.075891
13,34,0.067575,0.085958
13,35,0.358627,0.166702
13,37,0.000000,0.133831
14,1,0.028868,0.045480
14,2,0.054297,0.000000
14,3,0.115143,0.182480
14,4,0.120206,0.253876
14,5,0.000000,0.082646
14,6,0.009642,0.426044
14,8,0.136802,0.115117
14,12,0.070130,0.011675
14,13,0.000000,0.037280
14,14,0.116445,0.081579
14,15,0.059204,0.039182
14,20,0.143675,0.000000
14,21,0.441884,0.000000
14,22,0.000000,0.088020
14,23,0.130179,0.019005
14,24,0.725382,0.394737
14,29,0.740971,0.031387
14,30,0.142568,0.000000
14,32,0.139717,0.000000
14,33,0.098244,0.013709
14,34,0.132943,0.060732
15,2,0.714072,0.656829
15,3,0.000000,0.436249
15,6,0.000000,0.085991
15,7,0.060378,0.000000
15,9,0.033914,0.178744
15,10,0.068526,0.000000
15,11,0.000000,0.079997
15,12,0.052275,0.000000
15,13,0.126995,0.075650
15,14,0.178436,0.000000
15,16,0.000000,0.009277
15,17,0.054221,0.000000
15,18,0.507543,0.176720
15,20,0.050985,0.670141
15,21,0.025933,1.190277
15,22,0.045256,0.188172
15,23,0.000000,0.025203
15,24,0.094997,0.048708
15,26,0.458484,0.089154
15,27,0.029643,0.121739
15,28,0.120401,0.019907
15,29,0.099111,0.669195
15,34,0.204437,0.825540
15,35,0.102377,0.000000
15,36,0.367795,0.067716
15,37,0.000000,0.045028
15,38,0.021827,0.582395
16,18,0.191666,0.000000
16,23,0.028328,0.067658
16,24,0.013753,0.000000
16,26,0.047844,0.000000
16,33,0.000000,0.022923
16,35,0.110904,0.000000
16,38,0.019480,0.091326
17,2,0.000000,0.013003
17,3,0.011932,0.008110
17,4,0.069742,0.153174
17,5,0.059245,0.093221
17,6,0.023962,0.000000
17,7,0.027835,0.112163
17,9,0.096166,0.103209
17,10,0.081017,0.000000
17,11,0.040112,0.098548
17,12,0.013313,0.000000
17,13,0.000000,0.026729
17,14,0.000000,0.095590
17,16,0.053683,0.477289
17,17,0.008675,0.013621
17,18,0.018533,0.000000
17,19,0.000000,0.028945
17,20,0.000000,0.075028
17,21,0.999116,0.398768
17,22,0.000000,0.016048
17,23,0.000000,0.196437
17,27,0.014645,0.170485
17,29,0.000000,0.053916
17,30,0.050764,0.063044
17,34,0.049901,0.048585
17,35,0.017567,0.437040
17,37,0.092032,0.190716
18,1,0.149313,0.101054
18,2,0.424940,0.709833
18,3,0.161665,0.000000
18,5,0.075941,0.000000
18,8,0.189691,0.000000
18,9,0.142168,0.000000
18,11,0.318867,0.097635
18,12,0.013123,0.000000
18,13,0.462888,0.064432
18,14,0.000000,0.091258
18,15,0.566956,0.091232
18,16,0.069077,0.084029
18,17,0.297029,0.354217
18,26,0.102033,0.257114
18,27,0.407113,0.514848
18,28,0.373628,1.047016
18,29,0.023530,0.056792
18,32,0.116348,0.000000
18,33,0.015409,0.028895
18,34,0.679448,0.506740
18,35,0.030635,0.000000
18,37,0.071394,0.207513
18,38,0.218039,1.088914
20,1,0.000000,0.037341
20,18,0.158761,0.000000
20,20,0.748431,0.026111
20,26,0.000000,0.699424
20,30,0.000000,0.105790
20,33,0.025765,0.000000
21,3,0.489894,0.000000
21,5,0.141971,0.119270
21,6,0.096653,0.000000
21,7,0.000000,0.053717
21,8,0.000000,0.057242
22,1,0.145202,0.000000
22,2,0.000000,0.044132
22,3,0.090845,0.048805
22,4,0.341087,0.085089
22,5,0.286106,0.201141
22,6,0.055967,0.000000
22,7,0.762021,0.415167
22,8,0.411998,0.000000
22,9,0.897984,0.000000
22,10,0.065016,0.032187
22,11,0.762462,0.055637
22,12,0.094935,0.011844
22,14,0.043351,0.000000
22,16,0.315737,0.000000
22,17,0.000000,0.036892
22,18,0.000000,0.189055
22,19,0.042268,0.247245
22,20,0.033004,0.000000
22,21,0.827965,0.000000
22,22,0.374613,0.000000
22,23,0.131393,0.334538
22,24,0.254278,0.365653
22,25,0.000000,0.021341
22,26,0.702428,0.000000
22,27,1.464337,0.000000
22,28,0.217092,0.000000
22,29,0.823975,0.659235
22,30,0.292940,0.013380
22,32,0.618309,0.139658
22,33,0.013579,0.000000
22,35,0.344070,0.432181
22,36,0.152143,0.000000
22,37,0.490469,0.018175
23,1,0.018453,0.044548
23,2,0.898096,0.019283
23,3,0.175240,0.198137
23,4,0.114153,0.000000
23,5,0.108874,0.000000
23,6,0.436989,0.113166
23,7,0.000000,0.348672
23,8,0.256264,0.121711
23,9,1.215254,0.000000
23,10,0.461732,0.000000
23,11,0.231709,0.283693
23,12,0.513783,0.000000
23,13,0.809492,0.110216
23,14,1.350902,0.356083
23,15,0.525427,0.000000
23,16,0.712210,0.499472
23,17,1.291645,0.084127
23,18,0.349298,0.063316
23,19,0.669014,0.000000
23,20,0.017833,0.022416
23,21,1.659013,0.142580
23,22,0.162995,0.072700
23,23,0.674653,0.000000
23,24,1.142978,0.441265
23,25,0.034184,0.000000
23,27,0.122154,0.000000
23,28,0.828418,0.399221
23,29,1.488536,0.000000
23,30,0.888296,0.054528
23,32,0.063777,0.254418
23,33,0.000000,0.022312
23,34,0.940658,0.000000
23,35,0.049570,0.071497
23,36,0.000000,0.327224
23,37,1.354283,0.027988
23,38,2.069919,0.000000
26,1,0.000000,0.051923
26,7,0.017622,0.000000
26,8,0.000000,0.052144
26,9,0.000000,0.039409
26,10,0.018702,0.084060
26,11,0.000000,0.051200
26,13,0.000000,0.062099
26,14,0.000000,0.027925
26,15,0.074985,0.000000
26,18,0.000000,0.085757
26,19,0.000000,0.039698
27,2,0.476635,0.111765
27,3,0.036634,0.000000
27,4,0.015316,0.000000
27,5,0.020772,0.000000
27,7,0.083483,0.000000
27,12,0.324403,0.037939
27,14,0.008877,0.000000
27,17,0.042933,0.007824
27,18,0.041292,0.000000
27,19,0.022082,0.039022
27,20,0.000000,0.109434
27,21,0.052174,0.306066
27,22,0.138352,0.000000
27,23,0.031167,0.000000
27,24,0.000000,0.046801
27,25,0.029981,0.000000
27,34,0.018165,0.000000
27,37,0.000000,0.268719
27,38,0.000000,0.009116
28,1,0.000000,0.041667
28,2,0.000000,0.041698
28,10,0.065068,0.071634
28,13,0.000000,0.067266
28,16,0.025451,0.000000
28,18,0.103160,0.076386
28,19,0.272513,0.000000
28,21,0.013461,0.064761
28,24,0.044996,0.000000
28,28,0.018584,0.000000
28,31,0.029204,0.000000
28,32,0.000000,0.011124
29,1,0.000000,0.058323
29,2,0.080233,0.000000
29,5,0.354161,0.000000
29,7,0.000000,0.018544
29,11,0.000000,0.100718
29,23,0.017043,0.000000
29,25,0.000000,0.058769
29,26,0.067431,0.000000
29,28,0.000000,0.057879
29,37,0.017212,0.132441
29,38,0.011738,0.043508
30,17,0.000000,0.051814
31,3,0.766793,0.000000
31,4,0.462461,0.000000
31,6,0.076620,0.000000
31,7,0.141705,0.000000
31,8,0.050909,0.000000
31,9,0.046482,0.000000
31,11,0.020053,0.000000
31,12,0.676822,0.000000
31,17,0.008794,0.000000
31,18,0.000000,0.036737
31,20,0.451018,0.000000
31,21,0.551238,0.000000
31,22,0.000000,0.021884
31,23,0.089825,0.000000
31,25,0.067545,0.000000
31,26,0.058715,0.000000
31,30,0.052021,0.000000
31,33,0.000000,0.032533
31,34,0.000000,0.122493
31,35,0.032581,0.551541
31,37,0.531384,0.049628
31,38,0.093972,0.265608
32,36,0.023563,0.000000
32,37,0.315790,0.000000
33,2,0.010022,0.013934
33,3,0.038108,0.000000
33,4,0.154070,0.000000
33,8,0.067176,0.000000
33,9,0.024504,0.072303
33,11,0.000000,0.110137
33,14,0.056172,0.000000
33,16,0.115203,0.284334
33,17,0.011814,0.000000
33,20,0.033304,0.000000
33,22,0.011789,0.000000
33,24,0.025746,0.015630
33,26,0.054346,0.000000
33,30,0.025537,0.000000
33,32,0.000000,0.077355
33,34,0.111631,0.017098
35,1,0.046833,0.000000
35,2,0.000000,0.186397
35,3,0.000000,0.013578
35,6,0.026584,0.000000
35,8,0.000000,0.014939
35,16,0.017217,0.000000
35,17,0.019615,0.106649
35,18,0.037227,0.000000
35,20,0.020155,0.000000
35,24,0.016450,0.000000
35,25,0.030577,0.023856
35,26,0.036915,0.023769
35,28,0.000000,0.022053
36,6,0.047894,0.106929
36,7,0.699300,0.000000
36,8,0.016792,0.000000
36,9,0.000000,0.039680
36,11,0.257116,0.477665
36,13,0.236509,0.015276
36,16,0.065634,0.066426
36,17,0.115505,0.000000
36,18,0.212574,0.042706
36,19,0.348426,0.000000
36,20,0.054026,0.000000
36,21,0.020170,0.461663
36,22,0.073430,0.432949
36,24,0.205644,0.375658
36,25,0.022120,0.015386
36,33,0.062901,0.000000
36,34,0.365812,0.000000
36,35,0.048231,0.000000
37,1,0.014305,0.000000
37,2,0.000000,0.027113
37,3,0.022753,0.032593
37,4,0.014606,0.057360
37,7,0.250265,0.000000
37,9,0.054670,0.000000
37,12,0.127222,0.271211
37,21,0.371325,0.000000
37,22,0.196695,0.000000
37,27,0.027394,0.000000
37,28,0.104303,0.289570
37,32,0.012588,0.000000
37,34,0.529679,0.000000
37,35,0.000000,0.110517
37,36,0.474122,0.000000
38,3,0.000000,0.039034
38,11,0.000000,0.064245
38,12,0.417594,0.051331
38,24,0.000000,0.040033
38,25,0.000000,0.060094
38,26,0.060274,0.042819
38,27,0.050707,0.008641
38,28,0.050393,0.000000
38,37,0.016648,0.000000
38,38,0.116635,0.037090
39,5,0.025567,0.000000
39,9,0.067941,0.000000
39,10,0.000000,0.045864
39,11,0.016647,0.000000
39,12,0.012796,0.000000
40,1,0.544119,0.728398
40,2,0.027254,0.441590
40,3,0.029203,0.542214
40,4,0.064471,0.000000
40,5,0.377170,0.337840
40,6,0.154732,0.087403
40,7,0.000000,0.537053
40,8,0.000000,0.780487
40,9,0.000000,0.041355
40,10,0.040670,0.772400
40,11,0.145497,0.482412
40,12,0.115575,0.450005
40,13,0.022235,0.000000
40,14,0.000000,0.548607
40,15,0.352776,0.359056
40,17,0.000000,0.038903
40,18,0.000000,0.169051
40,19,0.044620,0.385993
40,20,0.000000,0.017932
40,21,0.600457,0.311291
40,22,0.066849,0.280042
40,23,0.000000,0.059150
40,25,0.070816,0.011288
40,26,0.061754,0.027729
40,27,0.000000,0.070551
40,28,0.117117,0.015527
40,30,0.367529,1.212403
40,31,0.044052,0.354377
40,32,0.019320,0.529750
40,33,0.038823,0.317555
40,34,0.065771,1.093385
40,35,0.807328,0.028987
40,36,0.032102,0.830583
40,37,0.099061,1.195255
40,38,0.067062,0.169682
42,1,0.496391,0.000000
42,2,0.298048,0.385711
42,3,0.078050,0.037269
42,5,0.000000,0.104347
42,6,0.343978,0.107155
42,7,0.066372,0.000000
42,8,0.599502,0.086680
42,9,0.035720,0.000000
42,10,0.498377,0.036184
42,11,0.317661,0.028194
42,12,0.034226,0.602161
42,13,0.039159,0.100121
42,16,0.074662,0.000000
42,18,0.172242,0.000000
42,19,0.332886,0.049599
42,20,0.000000,0.401266
42,21,0.030686,0.131809
42,22,0.549707,0.055527
42,23,0.305051,0.418824
42,24,0.885335,0.288088
42,30,0.000000,0.049010
42,32,0.058290,0.000000
42,33,0.084225,0.469038
42,34,0.577572,0.578157
42,35,0.046998,0.461134
42,36,0.014981,0.414150
43,1,1.247841,0.448970
43,2,0.531903,0.116336
43,3,0.601213,0.082491
43,4,0.282595,0.000000
43,5,0.190430,0.614389
43,6,0.000000,0.037320
43,7,0.516940,0.281709
43,8,1.354495,0.397235
43,9,0.044295,0.422148
43,10,1.244092,0.010305
43,11,0.977884,0.130555
43,12,0.057696,0.000000
43,13,0.134804,0.000000
43,14,0.573872,0.000000
43,15,0.284304,0.452035
43,17,0.063927,0.000000
43,18,0.096390,0.139745
43,19,0.000000,0.029140
43,21,0.439395,0.291539
43,23,0.174425,0.187401
43,30,0.894237,0.326987
43,31,0.294156,0.000000
43,32,0.501229,0.000000
43,33,0.737659,0.000000
43,34,0.099708,0.409738
43,35,1.053118,0.068381
43,36,1.833074,0.421822
43,37,0.353985,0.000000
43,38,0.131005,0.000000
44,18,0.107764,0.000000
44,19,0.056874,0.000000
44,21,0.000000,0.049560
44,22,0.049248,0.147573
44,26,0.038126,0.000000
44,28,0.325473,0.000000
44,35,0.178849,0.000000
44,37,0.336033,0.042223
44,38,0.310937,0.000000
45,1,0.039386,0.035127
45,2,0.139269,0.071383
45,3,0.849170,0.240936
45,5,1.078126,0.058214
45,6,0.041185,0.224325
45,7,0.000000,0.080458
45,8,1.277083,0.383203
45,9,0.478386,0.000000
45,13,0.120540,0.109953
45,14,0.074142,0.000000
45,15,0.274576,0.000000
45,16,0.050306,0.000000
45,17,0.182328,0.056875
45,18,0.049307,0.018417
45,19,0.030360,0.000000
45,20,0.123003,0.000000
45,21,0.640371,0.027301
45,22,0.314959,0.056119
45,23,0.470753,0.078537
45,24,0.840214,0.882944
45,25,0.102341,0.027204
45,26,0.000000,0.053625
45,27,1.398602,0.395756
45,28,0.100781,0.126979
45,30,0.580668,0.000000
45,31,0.743616,0.050333
45,32,0.094204,0.051860
45,33,0.136098,0.074934
45,34,0.689350,0.000000
45,35,0.485313,0.040923
45,36,0.038890,0.000000
45,37,0.307969,0.000000
45,38,0.694271,0.334953
46,6,0.120440,0.000000
48,4,0.000000,0.055409
48,5,0.000000,0.010706
48,6,0.128505,0.000000
48,11,0.508724,0.000000
48,12,0.386013,0.000000
48,16,0.139196,0.000000
48,17,0.039560,0.000000
48,18,0.025236,0.000000
48,20,0.015928,0.037170
48,23,0.051862,0.000000
48,25,0.012229,0.098722
48,26,0.000000,0.063342
48,28,0.058992,0.000000
48,29,0.052466,0.031700
48,30,0.000000,0.051613
48,32,0.046576,0.233945
48,34,0.015211,0.027827
48,35,0.090186,0.005612
48,38,0.048797,0.000000
49,2,0.091410,0.000000
49,3,0.011514,0.000000
49,5,0.378857,0.000000
49,6,0.000000,0.066927
49,7,0.017452,0.000000
49,9,0.000000,0.017795
49,10,0.528804,0.000000
49,13,0.162192,0.028727
49,14,0.257514,0.000000
49,15,0.000000,0.023683
49,21,0.291264,0.000000
49,23,0.051432,0.000000
49,24,0.048482,0.000000
49,25,0.219841,0.000000
49,26,0.554604,0.000000
49,28,0.162536,0.000000
49,29,0.153821,0.000000
49,32,0.022991,0.024930
49,34,0.033869,0.035516
49,35,0.052236,0.000000
49,36,0.060298,0.000000
49,37,0.000000,0.019770
49,38,0.008300,0.000000
50,1,0.000000,0.049926
50,10,0.045409,0.317329
50,13,0.016131,0.000000
50,14,0.000000,0.056724
50,34,0.000000,0.025186
50,35,0.000000,0.032177
51,5,0.000000,0.010901
51,7,0.000000,0.051603
51,12,0.000000,0.102352
51,22,0.000000,0.112175
51,25,0.053172,0.050567
51,26,0.000000,0.062836
51,28,0.010661,0.000000
54,15,0.075791,0.000000
55,1,0.027902,0.000000
55,2,0.162105,0.081326
55,3,0.111593,0.000000
55,4,0.000000,0.334752
55,5,0.147453,0.678410
55,6,0.564215,0.134304
55,7,0.139216,0.064325
55,8,0.025692,0.180931
55,11,0.000000,0.019176
55,12,0.000000,0.062572
55,13,0.177773,0.065089
55,16,0.041024,0.047444
55,24,0.069408,0.000000
55,26,0.060616,0.387506
55,28,0.068229,0.192583
55,29,0.000000,0.654105
55,30,0.028416,0.000000
55,32,0.279192,0.089203
55,36,0.000000,0.407717
55,37,0.035812,0.000000
55,38,0.000000,0.038913
56,1,0.056116,0.024824
56,2,0.000000,0.039602
56,4,0.013336,0.000000
56,19,0.000000,0.120523
56,20,0.000000,0.042875
56,21,0.026379,0.014815
56,22,0.010661,0.000000
56,24,0.016143,0.000000
56,26,0.000000,0.047797
56,28,0.013296,0.017310
56,29,0.000000,0.046451
56,30,0.000000,0.042859
56,32,0.000000,0.043437
56,34,0.068267,0.024959
56,35,0.008274,0.018715
56,36,0.016770,0.000000
57,6,0.000000,0.391540
57,8,0.000000,0.497439
57,9,0.113692,0.000000
57,11,0.000000,0.049689
57,12,0.000000,0.023413
57,13,0.105331,0.000000
57,35,0.047281,0.000000
58,1,0.000000,0.207793
58,2,0.000000,0.495129
58,4,0.386461,0.061721
58,5,0.046174,0.045215
58,6,0.016459,0.000000
58,7,0.000000,0.072256
58,8,0.037688,0.033440
58,9,0.022520,0.000000
58,10,0.042493,0.470472
58,11,0.000000,0.476093
58,12,0.096646,0.397926
58,13,0.074792,0.061160
58,14,0.027160,0.493433
58,15,0.072603,0.016276
58,16,0.036659,0.367765
58,17,0.184287,0.049590
58,18,0.062124,0.034982
58,19,0.042533,0.139442
58,21,0.037594,0.093320
58,23,0.000000,0.086020
58,24,0.009263,0.017376
58,25,0.045564,0.277122
58,26,0.106128,0.087220
58,28,0.000000,0.011829
58,34,0.157274,0.091967
58,35,0.029298,0.000000
58,36,0.050206,0.081441
58,37,0.436213,0.087872
59,1,0.000000,0.040543
59,2,0.699300,0.050530
59,3,0.288740,0.010244
59,4,0.699300,0.052614
59,13,0.000000,0.103487
59,14,0.107918,0.083873
59,15,0.000000,0.027880
59,16,0.030693,0.025765
59,18,0.000000,0.484553
59,19,0.039088,0.000000
59,20,0.000000,0.372398
59,21,0.034191,0.249472
59,22,0.074804,0.057827
59,23,0.328479,0.094719
59,24,0.108083,0.579661
59,25,0.195458,0.828875
59,26,0.239699,0.103396
59,28,0.018896,0.514621
59,34,0.000000,0.024051
59,35,0.000000,0.094534
59,36,0.419094,0.070427
59,37,0.523086,0.321189
59,38,0.000000,0.393741
60,1,0.021159,0.000000
60,4,0.000000,0.277918
60,5,0.052324,0.000000
60,13,0.000000,0.048422
60,15,0.018294,0.036714
60,16,0.022634,0.000000
60,19,0.133057,0.000000
60,20,0.041778,0.099875
60,21,0.000000,0.112084
60,23,0.000000,0.244853
60,24,0.026626,0.000000
60,25,0.264919,0.030130
60,26,0.168037,0.000000
60,28,0.124246,0.009160
60,29,0.000000,0.017715
60,30,0.000000,0.011225
60,32,0.000000,0.040010
60,34,0.000000,0.067004
61,8,0.037901,0.000000
61,9,0.101294,0.101151
61,11,0.082248,0.000000
61,12,0.047499,0.000000
61,13,0.188178,0.097492
61,14,0.069442,0.116128
61,29,0.029913,0.000000
61,34,0.015077,0.073127
62,1,0.045570,0.000000
62,2,0.556519,0.000000
62,3,0.000000,0.024844
62,4,1.233876,0.000000
62,5,0.699300,0.046035
62,8,0.762378,0.081995
62,10,0.322724,0.040400
62,11,0.000000,0.007871
62,12,0.176294,0.000000
62,13,0.073159,0.000000
62,15,0.725919,0.000000
62,16,0.256723,0.215779
62,17,0.000000,0.030721
62,19,0.147085,0.000000
62,20,0.109918,0.000000
62,21,0.067378,0.000000
62,22,0.064997,0.000000
62,23,0.096685,0.000000
62,24,1.909079,0.000000
62,25,0.067349,0.013348
62,26,0.068359,0.000000
62,28,0.585154,0.000000
62,29,0.350638,0.000000
62,30,0.058012,0.000000
62,32,0.189897,0.000000
62,34,0.159082,0.000000
62,35,0.009927,0.033122
62,36,0.560523,0.372863
62,37,0.872441,0.046864
62,38,0.434260,0.000000
65,4,0.045944,0.000000
65,5,0.287901,0.039937
65,7,0.054849,0.000000
65,9,0.067141,0.311150
65,13,0.000000,0.058550
65,16,0.292145,0.025367
65,18,0.039320,0.000000
65,19,0.898794,0.012225
65,20,0.664700,0.097793
65,21,0.058878,0.000000
65,22,0.031389,0.067995
65,23,0.055030,0.047391
65,24,0.081516,0.000000
65,25,0.401378,0.026467
65,26,0.000000,0.085513
65,28,0.035556,0.000000
65,32,0.048822,0.000000
65,34,0.051653,0.000000
65,35,0.000000,0.008832
66,14,0.957645,0.000000
66,15,0.223893,0.000000
66,18,0.086701,0.000000
66,20,0.629086,0.000000
66,21,0.026651,0.000000
66,22,0.171120,0.000000
66,24,0.000000,0.043134
66,25,0.364552,0.000000
66,29,0.545386,0.000000
66,32,0.117575,0.000000
66,34,0.082194,0.035378
67,20,0.000000,0.033938
67,31,0.054030,0.000000
69,1,0.016858,0.000000
69,3,0.023708,0.037055
69,6,0.000000,0.090156
69,12,0.000000,0.075462
69,13,0.012102,0.043832
69,19,0.000000,0.028914
69,35,0.000000,0.027327
69,38,0.709111,0.103119
70,1,0.037017,0.139093
70,2,0.115304,0.000000
70,3,0.057931,0.529377
70,11,0.024750,0.000000
70,12,0.056928,0.000000
70,13,0.000000,0.024400
70,15,0.031609,0.000000
70,18,0.000000,0.035310
70,19,0.032499,0.000000
70,20,0.041753,0.000000
70,21,0.158136,0.000000
70,22,0.019163,0.000000
70,23,0.031171,0.374119
70,25,0.000000,0.102797
70,26,0.070387,0.000000
70,28,0.028462,0.000000
70,29,0.099970,0.000000
70,33,0.078684,0.000000
70,34,0.124420,0.000000
70,35,0.000000,0.038689
70,36,0.045475,0.000000
71,1,0.072085,0.000000
71,2,0.000000,0.038015
72,1,0.026430,0.026098
72,2,0.072743,0.000000
72,3,0.645405,0.000000
72,10,0.048444,0.000000
72,15,0.068249,0.000000
72,16,1.105402,0.000000
72,19,0.531696,0.000000
72,20,0.000000,0.038214
72,23,0.042600,0.000000
72,25,0.059688,0.000000
72,26,0.000000,0.021098
72,27,0.015258,0.000000
72,28,0.606883,0.000000
72,29,0.057047,0.000000
72,32,0.000000,0.063035
72,34,0.031222,0.000000
72,37,0.000000,0.016428
72,38,0.033871,0.000000
73,14,0.028215,0.000000
73,18,0.000000,0.331914
74,3,0.015075,0.098713
74,6,0.013693,0.000000
74,11,0.000000,0.308829
74,13,0.000000,0.559454
74,16,0.000000,0.028441
74,18,0.018689,0.000000
74,19,0.000000,0.012952
74,20,0.010364,0.000000
74,21,0.021444,0.020681
74,29,0.000000,0.062049
74,31,0.000000,0.043832
74,34,0.020893,0.000000
74,38,0.000000,0.048261
75,4,0.000000,0.126083
75,5,0.010664,0.000000
75,15,0.023544,0.014484
75,17,0.012656,0.220161
75,18,0.012676,0.000000
75,20,0.022737,0.230888
75,22,0.037862,0.422469
75,23,0.011083,0.000000
75,25,0.027202,0.000000
75,26,0.063394,0.000000
75,29,0.000000,0.043218
75,32,0.010097,0.000000
76,1,0.271109,0.038435
76,2,0.047787,0.090739
76,5,0.111967,0.000000
76,6,0.153938,0.354385
76,7,0.035963,0.038275
76,8,0.063966,0.135019
76,9,0.033462,0.192152
76,10,0.010586,0.000000
76,11,0.361825,0.022019
76,12,0.044992,0.050648
76,14,0.067086,0.025103
76,15,0.000000,0.108204
76,16,0.000000,0.611119
76,19,0.038654,0.128534
76,21,0.233450,0.034055
76,25,0.048914,0.219051
76,27,0.094391,0.499305
76,28,0.168525,0.077385
76,29,0.000000,0.124682
76,30,0.408656,0.000000
76,31,0.086735,0.022536
76,37,0.092625,0.000000
76,38,0.026401,0.159861
77,9,0.000000,0.029771
77,13,0.000000,0.014538
78,1,0.196386,0.000000
78,2,0.042728,0.000000
78,3,0.679604,0.013412
78,5,0.000000,0.028679
78,9,0.069361,0.000000
78,14,0.000000,0.059685
78,19,0.000000,0.460093
78,22,0.083488,0.000000
78,23,0.298112,0.018955
78,24,0.000000,0.017843
78,26,0.018227,0.056401
78,27,0.094555,0.040434
78,29,0.069742,0.000000
78,30,0.014616,0.000000
78,33,0.000000,0.016144
78,34,0.044625,0.028334
78,35,0.018879,0.000000
78,36,0.000000,0.033089
78,37,0.013839,0.000000
78,38,0.000000,0.104191
79,10,0.063246,0.076772
79,11,0.000000,0.047143
79,12,0.045046,0.029040
79,13,0.031139,0.102005
79,14,0.000000,0.039134
79,16,0.126629,0.061449
79,17,0.000000,0.049087
79,21,0.075242,0.099497
79,28,0.012247,0.056742
79,29,0.000000,0.216239
79,37,0.270035,0.065980
80,1,0.036095,0.061289
80,2,0.016357,0.016817
80,4,0.000000,0.099085
80,6,0.190465,0.032591
80,7,0.000000,0.052885
80,8,0.061832,0.049793
80,11,0.000000,0.304051
80,15,0.053371,0.010748
80,16,0.010184,0.056945
80,17,0.000000,0.011260
80,18,0.451758,0.000000
80,19,0.010418,0.100035
80,20,0.000000,0.516986
80,21,0.000000,0.815722
80,23,0.000000,0.330819
80,24,0.000000,0.397818
80,25,0.000000,0.028912
80,26,0.000000,0.062622
80,27,0.076213,0.084124
80,29,0.080479,0.397264
80,30,0.009969,0.000000
80,31,0.043904,0.048070
80,33,0.098867,0.466062
80,34,0.429577,0.027778
80,36,0.000000,0.040459
80,37,0.000000,0.240248
80,38,0.000000,0.023489
82,1,0.000000,0.128580
82,2,0.018419,0.000000
82,3,0.036920,0.000000
