element,GW,expected_goals,expected_assists
28,30,0.060185,0.667389
28,31,0.017778,0.241623
28,32,0.053455,0.021132
28,34,0.069211,0.042492
28,35,0.104852,0.337496
28,36,0.102806,0.442495
28,38,0.000000,0.236497
29,1,0.000000,0.113379
29,2,0.331440,0.248830
29,3,0.054180,0.028313
29,4,0.031408,0.000000
29,5,0.344067,0.623282
29,6,0.000000,0.609989
29,7,0.137438,0.050599
29,8,0.521010,0.044299
29,9,0.777421,0.270432
29,13,0.411245,0.515179
29,14,0.646146,0.015846
29,15,0.000000,0.017536
29,16,0.078427,0.104065
29,17,0.803769,0.017867
29,18,0.096680,0.134269
29,19,0.073908,0.147348
29,20,0.064494,0.082552
29,21,0.083855,0.275026
29,22,0.127556,0.048128
29,23,0.241562,0.284163
29,24,0.069370,0.171900
29,25,0.207140,0.226170
29,26,0.162562,0.788316
29,27,0.035856,0.248876
29,30,0.000000,0.159165
29,31,0.000000,0.162025
29,32,0.078357,0.076057
29,33,0.316408,0.084569
29,34,0.069407,0.000000
29,35,0.115519,0.061045
29,36,0.162800,0.312168
29,37,0.019367,0.290970
29,38,0.226969,0.030739
30,1,0.027820,0.000000
30,2,0.263311,0.000000
30,3,0.257090,0.000000
30,5,0.054360,0.080190
30,6,0.045953,0.321913
30,7,0.239353,0.000000
30,8,0.586926,0.726804
30,9,0.689607,0.000000
30,11,0.083639,0.058412
30,12,0.030277,0.121139
30,13,0.575885,0.177014
30,14,0.000000,0.015940
30,16,0.717934,0.037518
30,17,0.020082,0.077973
30,18,0.264601,0.098785
30,19,0.077969,0.000000
30,20,0.034369,0.000000
30,22,0.852504,0.000000
30,23,0.236276,0.000000
30,24,0.029729,0.086483
30,25,0.000000,0.115335
30,26,0.305788,0.066361
30,30,0.022552,0.105922
30,31,0.057823,0.261964
30,33,0.056639,0.000000
30,34,0.016303,0.000000
30,36,0.315885,0.000000
31,1,0.287734,0.112733
31,2,0.105455,0.032655
31,3,0.000000,0.211827
31,4,0.000000,0.039333
31,5,0.090963,0.048363
31,6,0.610846,0.127841
31,7,0.284967,0.088299
31,8,0.098683,0.104043
31,9,0.559122,0.175925
31,10,0.286148,0.000000
31,11,0.000000,0.362072
31,12,0.056336,0.056374
31,13,0.226218,0.074943
31,14,0.000000,0.096501
31,15,0.000000,0.086067
31,16,0.008463,0.039102
31,17,0.000000,0.039155
31,30,0.245805,0.000000
31,31,0.164025,0.000000
31,32,0.000000,0.021542
31,33,0.010952,0.083135
31,34,0.033581,0.069808
31,35,0.023204,0.049737
31,36,0.128691,0.056357
31,37,0.147911,0.000000
31,38,0.289759,0.163877
34,4,0.000000,0.011377
34,5,0.062274,0.000000
34,7,0.000000,0.018175
34,9,0.056536,0.000000
34,10,0.367638,0.000000
34,25,0.183854,0.000000
34,29,0.000000,0.048346
34,30,0.618345,0.011123
34,31,0.146574,0.000000
34,32,0.113772,0.000000
34,33,0.000000,0.044867
34,37,0.240961,0.000000
34,38,0.034550,0.013538
35,12,0.000000,0.053778
35,14,0.016751,0.000000
35,20,0.032151,0.000000
36,2,0.022492,0.042298
36,3,0.000000,0.394365
36,4,0.000000,0.027795
36,5,0.023544,0.000000
36,15,0.032801,0.000000
36,20,0.058417,0.000000
36,30,0.057230,0.000000
36,33,0.047873,0.000000
37,2,0.011344,0.000000
37,11,0.413384,0.000000
37,12,0.131865,0.000000
37,13,0.526769,0.000000
37,22,0.000000,0.028331
37,27,0.049058,0.081260
37,32,0.021593,0.000000
38,1,0.000000,0.047477
38,2,0.000000,0.233780
38,3,0.032112,0.000000
38,4,0.000000,0.079608
38,7,0.000000,0.042435
38,8,0.041988,0.000000
38,9,0.365936,0.095913
38,11,0.000000,0.349230
38,13,0.050906,0.000000
38,14,0.000000,0.025933
38,17,0.795925,0.011343
38,18,0.000000,0.091475
38,21,0.030861,0.047535
38,22,0.000000,0.056588
38,25,0.000000,0.342338
38,28,0.000000,0.163933
39,4,0.000000,0.247285
39,19,0.012646,0.259233
39,23,0.000000,0.232396
39,24,0.072927,0.000000
39,25,0.303372,0.000000
39,33,0.028422,0.000000
39,35,0.000000,0.029729
41,7,0.000000,0.097259
42,1,0.000000,0.322582
42,2,0.020029,0.000000
42,6,0.060913,0.000000
42,8,0.000000,0.063242
42,9,0.000000,0.013794
42,10,0.054188,0.030877
42,12,0.498909,0.117319
42,14,0.344240,0.000000
42,15,0.121447,0.092806
42,16,0.043078,0.000000
42,17,0.155892,0.022451
42,18,0.137705,0.000000
42,21,0.062929,0.056439
42,22,0.708461,0.000000
42,23,0.021473,0.061435
42,24,0.330239,0.000000
42,25,0.048948,0.000000
42,26,0.020673,0.014368
42,27,0.091335,0.092385
42,28,0.306065,0.011722
42,30,0.130035,0.000000
42,31,0.035165,0.000000
42,34,0.125463,0.000000
42,35,0.026697,0.000000
42,37,0.073085,0.084435
42,38,0.000000,0.048834
44,2,0.424743,0.377334
44,3,0.019779,0.279229
44,5,0.557651,0.000000
44,7,0.010739,0.000000
44,20,0.124828,0.000000
44,22,0.501550,0.000000
44,25,0.382769,0.000000
44,26,0.066180,0.000000
44,27,0.103840,0.000000
44,28,0.021346,0.000000
44,36,0.180867,0.052531
45,1,0.053364,0.000000
45,3,0.313850,0.000000
46,1,0.334961,0.000000
46,2,0.000000,0.047568
49,2,0.076992,0.689665
49,3,0.000000,0.017597
49,5,0.104238,0.299197
49,6,0.033867,0.307189
49,7,0.087529,0.338390
49,8,0.195936,0.134237
49,9,0.050494,0.488324
49,10,0.081007,0.000000
49,11,0.080227,0.046878
49,12,0.041103,0.381251
49,14,0.039502,0.076744
49,15,0.123670,0.307614
49,16,0.063733,0.062041
49,17,0.013461,0.491016
49,19,0.118156,0.397166
49,22,0.000000,0.142664
49,23,0.000000,0.019105
49,24,0.057265,0.032871
49,25,0.137471,0.367298
49,30,0.000000,0.025839
49,33,0.000000,0.025287
49,34,0.000000,0.038824
49,35,0.000000,0.092541
49,37,0.033093,0.085485
50,20,0.205160,0.000000
50,21,0.135908,0.795656
50,22,0.063604,0.000000
50,24,0.072868,0.016229
50,28,0.061054,0.000000
53,6,0.023864,0.000000
53,14,0.000000,0.020179
53,17,0.044429,0.000000
53,18,0.016095,0.000000
53,20,0.066941,0.022204
53,27,0.031278,0.000000
53,28,0.014077,0.000000
53,29,0.051425,0.000000
53,30,0.008416,0.044514
53,33,0.016062,0.000000
53,34,0.000000,0.024055
53,36,0.084247,0.000000
53,38,0.015635,0.000000
54,1,0.019364,0.298011
54,2,0.262766,0.052587
54,3,0.056741,0.000000
54,4,0.018853,0.000000
54,5,0.503795,0.022050
54,6,0.000000,0.268754
54,9,0.015504,0.046184
54,10,0.000000,0.050111
54,11,0.050853,0.460784
54,13,0.043476,0.000000
54,14,0.074489,0.000000
54,15,0.019981,0.000000
54,16,0.277972,0.000000
54,17,0.101174,0.119486
54,18,0.040040,0.000000
54,20,0.000000,0.019799
54,21,0.019602,0.000000
54,22,0.000000,0.050934
54,24,0.000000,0.059636
54,25,0.060723,0.331929
54,26,0.023037,0.020653
54,27,0.000000,0.015671
54,28,0.000000,0.089480
54,29,0.017769,0.000000
54,30,0.000000,0.021462
54,33,0.034819,0.000000
54,34,0.043638,0.495475
54,36,0.029935,0.000000
54,37,0.000000,0.010949
55,2,0.037339,0.105186
55,3,0.059811,0.032060
55,4,0.049494,0.049070
55,5,0.058345,0.553586
55,9,0.110268,0.023228
55,25,0.157843,0.000000
55,26,0.074782,0.038226
55,28,0.598173,0.020188
55,29,0.201669,0.015922
55,30,0.000000,0.016907
55,37,0.000000,0.050116
57,1,0.000000,0.017228
57,2,0.029494,0.000000
57,5,0.041329,0.000000
57,6,0.027890,0.075777
57,7,0.018075,0.000000
57,8,0.035880,0.000000
57,9,0.028226,0.081937
57,11,0.033758,0.025483
57,14,0.000000,0.029682
57,15,0.000000,0.060995
57,16,0.018432,0.040488
57,18,0.000000,0.034220
57,19,0.007760,0.047285
57,22,0.022194,0.000000
57,23,0.051553,0.033265
57,25,0.018136,0.226530
57,31,0.014394,0.055703
57,32,0.013206,0.000000
57,34,0.032386,0.272729
57,37,0.015321,0.000000
57,38,0.000000,0.018100
58,1,0.051895,0.000000
58,3,0.000000,0.093534
58,5,0.000000,0.043836
58,8,0.057285,0.000000
58,10,0.092810,0.000000
58,12,0.043918,0.000000
58,13,0.096350,0.422217
58,14,0.030910,0.000000
58,20,0.025002,0.000000
58,30,0.012071,0.009321
58,35,0.054934,0.000000
58,37,0.103586,0.000000
59,1,0.134706,0.663661
59,2,0.046703,0.000000
59,3,0.212623,0.000000
59,5,0.080353,0.000000
59,6,0.311138,0.000000
59,7,0.128091,0.335345
59,8,0.000000,0.040866
59,9,0.043913,0.000000
59,12,0.000000,0.045898
59,13,0.530862,0.000000
59,14,0.089586,0.000000
59,15,0.068345,0.000000
59,23,0.167690,0.000000
59,24,0.067953,0.000000
59,25,0.536492,0.000000
59,26,0.172632,0.000000
59,28,0.034790,0.116906
59,29,0.065127,0.000000
59,30,0.025981,0.000000
59,32,0.086256,0.401764
60,2,0.000000,0.115840
61,1,0.640817,0.000000
61,15,0.074618,0.000000
61,17,0.037201,0.000000
61,18,0.088618,0.000000
61,19,0.104766,0.000000
61,20,0.021669,0.062722
62,12,0.073572,0.023338
62,15,0.050360,0.000000
62,17,0.018029,0.000000
62,22,0.000000,0.012769
62,23,0.000000,0.234755
62,26,0.000000,0.073693
63,3,0.537035,0.000000
63,4,0.058971,0.000000
63,9,0.000000,0.014009
63,11,0.000000,0.622961
63,12,0.000000,0.013856
63,22,0.014353,0.013026
63,25,0.000000,0.015241
63,26,0.025958,0.000000
63,27,0.000000,0.022671
63,29,0.000000,0.057283
63,30,0.000000,0.009906
63,32,0.000000,0.271746
64,34,0.000000,0.112979
64,37,0.032776,0.000000
65,1,0.012622,0.018642
65,5,0.000000,0.273860
65,6,0.017669,0.276816
65,7,0.000000,0.577908
65,8,0.000000,0.020762
65,9,0.013497,0.081491
65,10,0.085903,0.015119
65,13,0.000000,0.097065
65,14,0.010783,0.011159
65,15,0.000000,0.060806
65,17,0.000000,0.102739
65,20,0.000000,0.036909
65,21,0.030965,0.000000
65,23,0.000000,0.030379
65,24,0.097379,0.000000
65,26,0.000000,0.079895
65,34,0.000000,0.057671
65,35,0.000000,0.049364
65,36,0.029407,0.080285
65,37,0.011011,0.168027
65,38,0.000000,0.072362
66,19,0.010858,0.028351
67,1,0.733048,0.000000
67,2,0.042904,0.217433
67,3,0.343389,0.170396
67,4,0.284117,0.089414
67,5,0.774898,0.000000
67,6,0.455157,0.000000
67,7,1.400431,0.050301
67,8,0.045933,0.306317
67,9,0.063428,0.270533
67,11,0.096807,0.101974
67,12,0.053187,0.000000
67,13,0.109100,0.030948
67,14,0.058124,0.014471
67,15,0.000000,0.021062
67,19,0.089943,0.253970
67,20,0.039200,0.000000
67,21,0.000000,0.108869
67,22,0.136041,0.000000
67,23,0.066321,0.000000
67,24,0.825604,0.103615
67,25,0.299540,0.546325
67,26,0.471122,0.100117
67,27,0.632362,0.000000
67,28,0.231882,0.000000
67,29,0.694949,0.000000
67,30,0.057615,0.000000
67,34,0.200520,0.000000
67,35,0.000000,0.056524
67,36,0.392433,0.237934
67,37,0.128724,0.015897
67,38,0.316051,0.041726
68,1,0.025591,0.027825
68,2,0.768982,0.000000
68,3,0.029966,0.065436
68,4,0.000000,0.027572
68,5,0.022985,0.537491
68,6,0.045704,0.000000
68,7,0.376924,0.283267
68,8,0.023336,0.013216
68,9,0.000000,0.049516
68,10,0.044991,0.273931
68,11,1.146947,0.062502
68,12,0.635127,0.047320
68,17,0.235424,0.051859
68,19,0.187528,0.000000
68,20,0.041485,0.093696
68,27,0.000000,0.680763
68,28,0.768505,0.041823
68,30,0.015501,0.000000
68,32,0.051968,0.012474
68,33,0.699300,0.310399
68,34,0.040657,0.472050
68,36,0.105662,0.000000
68,37,0.000000,0.057477
68,38,0.736407,0.269672
69,2,0.000000,0.272867
69,3,0.462663,0.000000
69,4,0.020210,0.000000
69,5,0.120872,0.020450
69,6,0.000000,0.040663
69,7,0.169046,0.000000
69,8,0.306779,0.012457
69,9,0.304076,0.000000
69,10,0.024783,0.000000
69,12,0.025273,0.000000
69,14,0.161951,0.206986
69,15,0.000000,0.065758
69,16,0.040859,0.000000
69,17,0.084559,0.000000
69,20,0.110910,0.019065
69,21,0.539761,0.000000
69,24,0.097683,0.165440
69,30,0.014846,0.000000
69,32,0.335873,0.000000
69,35,0.599855,0.031307
69,36,0.528110,0.026163
69,37,0.060371,0.000000
69,38,0.070020,0.000000
70,4,0.000000,0.020786
70,5,0.142521,0.000000
70,6,0.405835,0.000000
70,8,0.017689,0.000000
70,9,0.610532,0.000000
70,10,0.054076,0.000000
70,11,0.492590,1.004120
70,12,0.329707,0.000000
70,13,0.045794,0.310141
70,14,0.350566,0.364637
70,15,0.032606,0.000000
70,16,0.047952,0.000000
70,18,0.043303,0.000000
70,19,0.080312,0.497549
70,20,0.729702,0.025210
70,22,0.348571,0.000000
70,23,0.376575,0.000000
70,24,0.092843,0.000000
70,25,0.110093,0.304071
70,26,0.129680,0.425928
70,30,0.020660,0.000000
70,32,0.673007,0.000000
70,34,0.030671,0.000000
70,35,0.414082,0.000000
71,35,0.824239,0.000000
71,37,0.000000,0.053711
75,1,0.094592,0.031675
75,2,0.383746,0.079723
75,4,0.066803,0.313945
75,5,0.039638,0.000000
75,8,0.037517,0.050966
75,10,0.121149,0.099225
75,11,0.113295,0.103887
75,12,0.730503,0.089063
75,13,0.016286,0.038177
75,14,0.000000,0.019771
75,15,0.000000,0.021378
75,16,0.000000,0.092923
75,17,0.072997,0.122655
75,18,0.000000,0.078843
75,19,0.317325,0.093209
75,20,0.000000,0.034876
75,21,0.091403,0.480220
75,22,0.000000,0.148402
75,23,0.000000,0.070082
75,24,0.024522,0.378569
75,25,0.677071,0.145878
75,26,0.098210,0.252592
75,28,0.000000,0.078503
75,29,0.297634,0.118489
76,30,0.000000,0.061999
76,31,0.000000,0.008894
76,32,0.018246,0.000000
76,34,0.031529,0.000000
76,35,0.017228,0.048874
76,36,0.267434,0.265097
76,38,0.063011,0.052142
77,20,0.072288,0.041523
77,27,0.072301,0.000000
77,29,0.132440,0.000000
77,30,0.134075,0.032162
77,31,0.000000,0.012293
77,32,0.034694,0.076741
77,33,0.401744,0.000000
77,34,0.014183,0.064223
77,35,0.776619,0.389976
77,36,0.028993,0.046890
77,37,0.000000,0.069667
77,38,0.051463,0.020576
79,12,0.016857,0.070073
79,13,0.011914,0.000000
79,14,0.016265,0.174772
79,16,0.000000,0.033450
79,17,0.058289,0.000000
79,20,0.021428,0.000000
79,22,0.014642,0.000000
79,28,0.000000,0.047574
79,30,0.012678,0.013791
79,32,0.033876,0.016234
79,33,0.041666,0.039750
79,35,0.000000,0.052810
80,27,0.025482,0.040027
81,14,0.117025,0.066841
81,17,0.607353,0.104807
81,19,0.575679,0.000000
81,23,0.263862,0.000000
81,25,0.464455,0.333218
81,27,0.115211,0.000000
81,32,0.451578,0.097293
81,36,0.073430,0.516970
81,38,0.023127,0.000000
82,1,0.044173,0.000000
82,4,0.016686,0.000000
82,7,0.000000,0.031242
82,8,0.030346,0.000000
82,10,0.035712,0.061212
82,11,0.045619,0.000000
82,14,0.010265,0.041687
82,15,0.047702,0.000000
82,17,0.000000,0.403354
82,18,0.038653,0.000000
82,19,0.018785,0.058990
82,22,0.024282,0.000000
82,24,0.023148,0.000000
82,25,0.035517,0.000000
82,28,0.053447,0.000000
82,29,0.000000,0.618289
82,30,0.061313,0.000000
82,31,0.023814,0.000000
82,32,0.000000,0.027077
82,34,0.064821,0.000000
82,36,0.050918,0.000000
82,37,0.085273,0.009797
82,38,0.038586,0.000000
83,2,0.020783,0.116415
83,3,0.037618,0.000000
83,7,0.012007,0.000000
83,8,0.000000,0.019621
83,9,0.015131,0.000000
83,10,0.000000,0.612178
83,12,0.030701,0.025180
83,14,0.090659,0.000000
83,22,0.289091,0.000000
83,23,0.044061,0.000000
83,24,0.000000,0.427511
83,25,0.436442,0.046071
83,28,0.046456,0.000000
83,29,0.163868,0.000000
83,31,0.000000,0.207634
83,32,0.011944,0.000000
84,1,0.033100,0.000000
84,2,0.010511,0.000000
84,3,0.009692,0.000000
84,4,0.054397,0.000000
84,5,0.000000,0.055815
84,7,0.112581,0.000000
84,8,0.000000,0.055083
84,9,0.000000,0.300765
84,10,0.000000,0.543601
84,12,0.000000,0.480574
84,13,0.857026,0.000000
84,14,0.110800,0.000000
84,15,0.043372,0.000000
84,16,0.000000,0.008534
84,17,0.068905,0.000000
84,21,0.099427,0.663697
84,24,0.000000,0.069461
84,25,0.217192,0.000000
84,28,0.000000,0.062847
84,29,0.000000,0.488144
84,31,0.000000,0.016835
84,32,0.000000,0.050163
84,33,0.587946,0.000000
84,35,0.077756,0.050088
84,36,0.030411,0.000000
84,37,0.095643,0.010449
84,38,0.000000,0.076021
85,1,0.000000,0.019199
85,2,0.013086,0.020230
85,3,0.000000,0.096241
85,4,0.000000,0.044534
85,6,0.000000,0.127528
85,7,0.000000,0.345606
85,9,0.000000,0.343833
85,10,0.000000,0.044694
86,12,0.025876,0.304161
86,13,0.011713,0.000000
86,20,0.011879,0.023520
86,21,0.013892,0.049905
86,26,0.011086,0.363996
86,27,0.000000,0.088831
86,28,0.037852,0.000000
86,29,0.110616,0.000000
86,33,0.012825,0.000000
86,35,0.000000,0.042028
86,36,0.000000,0.070235
86,37,0.031588,0.316653
86,38,0.000000,0.031768
87,8,0.000000,0.055810
87,11,0.000000,0.040340
87,19,0.000000,0.006895
87,21,0.012868,0.128123
87,23,0.000000,0.056639
87,25,0.000000,0.022121
87,27,0.000000,0.248072
87,34,0.000000,0.147474
88,36,0.011928,0.000000
88,38,0.085447,0.000000
90,1,0.665609,0.000000
90,2,0.875582,0.000000
90,3,0.392411,0.000000
90,4,0.099766,0.000000
90,5,0.019304,0.000000
90,6,0.246029,0.000000
90,7,0.000000,0.067883
90,8,0.085088,0.000000
90,10,1.604533,0.088083
90,11,0.455164,0.000000
90,12,0.540160,0.000000
90,13,0.835002,0.000000
90,14,0.021779,0.000000
90,17,0.071479,0.076850
90,18,0.013329,0.000000
90,20,0.047170,0.019606
90,21,0.014822,0.000000
91,1,0.021375,0.000000
91,2,0.000000,0.014085
91,3,0.492837,0.068453
91,4,0.050055,0.061713
91,5,0.108425,0.000000
91,6,1.664700,0.058443
91,7,0.721706,0.000000
91,8,0.127618,0.000000
91,9,1.358537,0.012045
91,12,1.466983,0.000000
91,13,0.548223,0.018055
91,14,1.151798,0.016190
91,15,0.000000,0.038588
91,16,0.250921,0.000000
91,17,0.864320,0.000000
91,19,0.429666,0.000000
91,21,0.911625,0.066591
91,22,0.135580,0.100581
91,23,0.963313,0.000000
91,24,0.480517,0.046571
91,25,0.089110,0.082193
91,28,0.099249,0.000000
91,29,1.359483,0.038846
91,34,0.512950,0.000000
91,36,1.134167,0.000000
91,37,0.445562,0.037592
91,38,0.437291,0.542407
92,5,0.000000,0.016348
92,10,0.084370,0.000000
92,26,0.208542,0.000000
92,27,1.443665,0.015787
92,28,0.000000,0.018900
92,29,0.518184,0.043296
92,31,0.362993,0.055720
92,32,0.044469,0.000000
92,33,0.402565,0.027057
92,34,0.257479,0.066349
92,36,0.000000,0.366257
92,37,0.355914,0.000000
93,1,0.000000,0.019017
93,2,0.000000,0.031120
93,13,0.000000,0.113098
96,1,0.101405,0.029448
96,2,0.000000,0.361820
96,3,0.076941,0.040945
96,8,0.138644,0.000000
96,20,0.081373,0.029994
96,21,0.056239,0.092537
96,35,0.171017,0.000000
96,36,0.000000,0.120953
96,37,0.000000,0.074712
96,38,0.039110,0.000000
97,2,0.092388,0.110091
97,3,0.053983,0.052720
97,4,0.028129,0.048397
97,5,0.032816,0.000000
97,6,0.000000,0.952462
97,7,0.091680,0.110844
97,9,0.083299,0.047825
97,10,0.050107,0.100789
97,12,0.016948,0.486272
97,13,0.000000,0.288321
97,14,0.128197,0.098578
97,15,0.112084,0.000000
97,16,0.000000,0.567864
97,17,0.019758,0.112395
97,19,0.000000,0.045461
97,20,0.026437,0.013299
97,21,0.013976,0.201782
97,22,0.077355,0.257202
97,23,0.043783,0.039200
97,24,0.048046,0.000000
97,25,0.107076,1.125312
97,26,0.000000,0.120438
97,27,0.134783,0.656232
97,28,0.000000,0.071651
97,29,0.082881,0.075571
97,30,0.027875,0.000000
97,31,0.018922,0.149450
97,32,0.175069,0.000000
97,33,0.104395,0.000000
97,34,0.000000,0.117359
97,35,0.030744,0.028925
97,36,0.016545,0.000000
97,37,0.143667,0.152616
97,38,0.020391,0.150277
98,9,0.057659,0.086557
98,10,0.000000,0.075188
98,11,0.110962,0.000000
98,14,0.000000,0.022835
98,15,0.291545,0.000000
98,16,0.131781,0.009186
98,19,0.061125,0.000000
98,20,0.117677,0.000000
98,37,0.054331,0.065791
98,38,0.090424,0.000000
100,5,0.018375,0.000000
100,6,0.070879,0.000000
