element,GW,starts,understat_matches
53,20,1,1
53,21,1,1
53,22,1,1
53,25,1,1
53,26,1,1
53,29,0,1
53,32,0,1
53,33,0,1
53,37,0,1
54,12,1,1
55,1,1,1
55,2,1,1
55,3,1,1
55,6,1,1
55,7,1,1
55,8,1,1
55,9,1,1
55,10,0,1
55,12,1,1
55,13,1,1
55,15,1,1
55,19,0,1
55,22,2,2
55,23,1,1
55,25,2,2
55,28,1,1
55,29,1,2
55,31,1,1
55,32,1,1
55,33,2,2
55,34,0,1
55,35,0,1
55,36,1,1
55,37,1,1
55,38,1,1
56,1,1,1
56,2,1,1
56,3,1,1
56,4,1,1
56,5,1,1
56,6,1,1
56,7,1,1
56,8,1,1
56,10,1,1
56,11,1,1
56,12,1,1
56,14,0,1
56,15,1,1
56,21,0,1
56,25,0,1
56,26,1,1
56,28,1,1
56,29,1,1
58,5,0,1
58,6,1,1
58,7,1,1
58,8,1,1
58,9,1,1
58,15,1,1
58,17,1,1
58,19,1,1
58,20,1,1
58,21,1,1
58,22,2,2
58,23,1,1
58,25,1,1
58,26,1,1
58,27,1,1
58,28,2,2
58,29,2,2
58,31,1,1
58,32,1,1
58,33,2,2
58,34,1,1
58,35,1,1
58,36,1,1
58,37,1,1
58,38,1,1
59,1,1,1
59,2,1,1
59,3,1,1
59,4,1,1
59,5,1,1
59,6,1,1
59,7,1,1
59,8,1,1
59,9,1,1
59,10,1,1
59,11,1,1
59,12,1,1
59,13,1,1
59,14,1,1
59,25,2,2
59,27,1,1
59,28,1,1
59,29,2,2
59,31,1,1
59,32,1,1
59,33,2,2
59,34,1,1
59,35,1,1
59,36,1,1
59,37,1,1
59,38,1,1
60,1,1,1
60,2,1,1
60,4,0,1
60,5,1,1
60,7,0,1
60,8,0,1
60,9,1,1
60,10,1,1
60,11,1,1
60,12,0,1
60,13,0,1
60,14,0,1
60,15,0,1
60,17,1,1
60,20,1,1
60,22,0,2
60,23,0,1
60,26,0,1
60,27,1,1
60,28,0,1
60,29,2,2
60,31,1,1
60,33,1,2
60,34,0,1
60,35,1,1
60,36,1,1
60,37,1,1
60,38,1,1
61,1,1,1
61,2,1,1
61,3,1,1
61,4,1,1
61,11,0,1
61,12,1,1
61,13,1,1
61,14,1,1
61,19,1,1
61,21,1,1
61,22,2,2
61,23,1,1
61,25,2,2
61,32,0,1
61,33,0,1
61,34,1,1
61,35,0,1
61,36,0,1
61,37,0,1
61,38,1,1
62,3,0,1
62,4,1,1
62,5,1,1
62,6,1,1
62,7,1,1
62,8,1,1
62,9,1,1
62,10,1,1
62,11,1,1
62,13,1,1
62,14,1,1
62,15,1,1
62,17,1,1
62,20,1,1
62,21,1,1
62,22,2,2
62,23,1,1
62,25,2,2
62,26,1,1
62,27,1,1
62,28,1,1
62,29,2,2
62,31,1,1
62,32,1,1
62,33,2,2
62,34,1,1
62,35,1,1
62,36,1,1
62,37,1,1
62,38,1,1
63,1,1,1
63,2,1,1
63,3,1,1
63,4,1,1
63,5,1,1
63,6,1,1
63,7,1,1
63,8,1,1
63,9,1,1
63,11,0,1
63,12,0,1
63,13,1,1
63,14,1,1
63,15,1,1
63,19,1,1
63,20,1,1
63,21,1,1
63,22,1,2
63,23,1,1
63,25,2,2
63,26,1,1
63,27,1,1
63,28,0,1
63,29,2,2
63,31,1,1
63,33,0,1
63,34,1,1
63,36,0,1
63,38,0,1
64,1,1,1
64,2,1,1
64,3,1,1
64,4,1,1
64,5,1,1
64,6,1,1
64,7,1,1
64,8,1,1
64,9,1,1
64,10,1,1
64,11,1,1
64,12,1,1
64,13,1,1
64,14,1,1
64,15,1,1
64,17,1,1
64,19,1,1
64,21,1,1
64,22,1,2
64,23,1,1
64,25,1,1
64,26,0,1
64,27,1,1
64,28,1,1
64,29,2,2
64,31,1,1
64,32,1,1
64,33,1,1
64,34,1,1
64,35,1,1
64,36,1,1
64,37,1,1
67,1,1,1
67,4,1,1
67,5,1,1
67,6,1,1
67,7,1,1
67,8,1,1
67,9,1,1
67,10,1,1
67,11,1,1
67,12,1,1
67,13,1,1
67,14,1,1
67,15,1,1
67,16,1,1
67,17,1,1
67,18,1,1
67,19,1,1
67,21,1,1
67,23,1,1
67,24,1,1
67,26,2,2
67,28,1,1
67,29,2,2
67,30,1,1
67,31,1,1
67,32,1,1
67,33,2,2
67,34,1,1
67,37,1,1
69,1,1,1
69,2,1,1
69,3,1,1
69,4,1,1
69,5,1,1
69,6,1,1
69,7,1,1
69,8,1,1
69,9,1,1
69,10,1,1
69,11,1,1
69,13,1,1
69,14,1,1
69,15,1,1
69,17,1,1
69,19,1,1
69,20,1,1
69,21,1,1
69,22,2,2
69,23,1,1
69,25,2,2
69,26,1,1
69,27,1,1
69,28,1,1
69,29,2,2
69,31,1,1
69,32,1,1
69,33,2,2
69,34,1,1
69,35,1,1
69,36,1,1
69,37,1,1
69,38,1,1
70,1,1,1
70,2,1,1
70,3,1,1
70,4,1,1
70,5,1,1
70,10,1,1
70,11,1,1
70,12,1,1
70,13,1,1
70,14,1,1
70,15,1,1
70,17,1,1
70,20,1,1
70,21,1,1
70,25,1,2
70,26,1,1
70,27,1,1
70,29,2,2
70,32,1,1
70,33,1,1
70,35,1,1
70,36,1,1
70,37,1,1
70,38,1,1
71,8,0,1
71,9,0,1
71,10,0,1
71,11,1,1
71,12,1,1
71,13,1,1
71,14,0,1
71,15,1,1
71,17,1,1
71,19,1,1
71,20,1,1
71,21,0,1
71,22,1,2
71,23,0,1
71,25,1,2
71,26,1,1
71,27,1,1
71,28,1,1
71,29,1,2
71,31,1,1
71,32,0,1
71,33,2,2
71,35,0,1
71,36,0,1
71,37,0,1
71,38,0,1
72,2,0,1
72,6,0,1
72,15,0,1
72,17,1,1
73,1,1,1
73,6,0,1
73,19,0,1
73,20,0,1
73,22,1,1
73,23,1,1
73,25,0,1
73,28,1,1
73,29,1,1
74,1,0,1
74,2,1,1
74,3,1,1
74,4,0,1
74,7,0,1
74,8,0,1
74,9,0,1
74,10,0,1
74,11,0,1
74,12,0,1
74,17,0,1
74,19,1,1
74,20,1,1
74,21,1,1
74,22,2,2
74,23,1,1
74,25,1,2
74,26,1,1
74,27,1,1
74,28,0,1
74,29,2,2
74,31,1,1
74,32,1,1
74,33,2,2
74,34,1,1
74,35,1,1
74,36,1,1
74,37,1,1
74,38,1,1
75,1,0,1
75,2,0,1
75,3,1,1
75,4,0,1
75,5,0,1
75,6,0,1
75,7,1,1
75,8,1,1
75,9,1,1
75,10,1,1
75,12,1,1
75,13,1,1
75,14,1,1
75,15,0,1
75,17,1,1
75,19,1,1
75,20,1,1
75,21,0,1
75,22,2,2
75,23,1,1
75,25,2,2
75,26,1,1
75,27,1,1
75,28,1,1
75,29,0,1
75,31,0,1
76,1,1,1
76,2,1,1
76,3,1,1
76,4,1,1
76,5,1,1
76,6,1,1
76,7,1,1
76,8,1,1
76,9,1,1
76,10,1,1
76,11,1,1
76,12,1,1
76,13,1,1
76,14,1,1
76,15,1,1
76,16,1,1
76,19,1,1
76,20,1,1
76,21,2,2
76,22,2,2
76,23,1,1
76,24,1,1
76,25,1,1
76,26,1,1
76,27,1,1
76,28,1,1
76,29,1,1
76,30,1,1
76,31,1,1
76,33,1,1
76,34,1,1
76,35,1,1
76,36,1,1
76,37,1,1
76,38,1,1
77,1,1,1
77,2,1,1
77,3,1,1
77,4,1,1
77,5,1,1
77,6,1,1
77,7,1,1
77,8,1,1
77,9,1,1
77,10,1,1
77,11,1,1
77,12,1,1
77,13,1,1
77,14,1,1
77,15,1,1
77,16,1,1
77,19,1,1
77,21,2,2
77,22,2,2
77,23,1,1
77,24,1,1
77,25,1,1
77,26,1,1
77,27,1,1
77,28,1,1
77,29,1,1
77,30,1,1
77,31,1,1
77,32,1,1
77,33,1,1
77,35,1,1
77,36,1,1
77,37,1,1
78,1,1,1
78,2,1,1
78,3,1,1
78,4,1,1
78,5,1,1
78,6,1,1
78,7,1,1
78,8,1,1
78,9,1,1
78,10,1,1
78,11,1,1
78,12,1,1
78,13,1,1
78,14,1,1
78,19,1,1
78,20,1,1
78,21,2,2
78,22,2,2
78,23,1,1
78,27,0,1
78,28,1,1
78,29,1,1
78,30,1,1
78,31,1,1
78,32,1,1
78,33,1,1
78,34,1,1
78,35,1,1
78,36,1,1
78,37,1,1
78,38,1,1
79,30,0,1
80,1,1,1
80,2,1,1
80,3,1,1
80,4,1,1
80,5,1,1
80,6,1,1
80,7,1,1
80,8,1,1
80,9,1,1
80,24,1,1
80,25,1,1
80,26,1,1
80,27,1,1
80,28,1,1
80,29,1,1
80,30,1,1
80,31,1,1
80,32,1,1
80,33,1,1
80,34,1,1
80,35,1,1
80,36,1,1
80,37,1,1
80,38,1,1
81,1,1,1
81,2,1,1
81,3,1,1
81,4,1,1
81,5,1,1
81,6,1,1
81,7,1,1
81,8,1,1
81,9,1,1
81,10,1,1
81,11,1,1
81,12,1,1
81,13,1,1
81,14,1,1
81,15,1,1
81,19,1,1
81,20,0,1
81,21,2,2
81,22,1,2
81,23,1,1
81,24,1,1
81,25,1,1
81,26,1,1
81,27,0,1
81,28,1,1
81,29,1,1
81,31,0,1
81,32,0,1
81,38,0,1
82,24,0,1
82,25,0,1
82,26,1,1
82,27,1,1
82,34,0,1
82,35,0,1
82,36,0,1
82,37,0,1
82,38,0,1
83,1,1,1
83,2,1,1
83,3,1,1
83,4,1,1
83,5,1,1
83,6,1,1
83,7,1,1
83,8,1,1
83,9,1,1
83,10,1,1
83,11,1,1
83,12,1,1
83,13,1,1
83,14,1,1
83,15,1,1
83,16,1,1
83,22,1,2
83,23,1,1
83,24,1,1
83,25,1,1
83,26,1,1
83,27,1,1
83,28,1,1
83,29,1,1
83,30,1,1
83,31,1,1
83,32,1,1
83,33,1,1
83,34,1,1
83,35,1,1
83,36,1,1
83,37,1,1
83,38,1,1
84,1,1,1
84,2,1,1
84,3,1,1
84,4,1,1
84,5,1,1
84,6,1,1
84,10,0,1
84,11,1,1
84,12,1,1
84,13,1,1
84,14,1,1
84,15,1,1
84,16,1,1
84,21,1,2
84,22,2,2
84,23,1,1
84,25,1,1
84,26,0,1
84,27,1,1
84,28,1,1
84,29,1,1
84,30,1,1
84,31,1,1
84,32,1,1
84,33,1,1
84,34,1,1
84,35,1,1
84,37,0,1
84,38,1,1
85,2,0,1
85,3,1,1
85,8,0,1
85,9,0,1
85,10,0,1
85,11,0,1
85,12,1,1
85,16,0,1
85,19,0,1
85,20,0,1
85,21,0,1
85,23,0,1
85,24,1,1
85,25,0,1
85,26,0,1
85,33,0,1
85,34,1,1
86,3,0,1
86,4,0,1
86,7,0,1
86,8,1,1
86,9,1,1
86,10,1,1
86,11,1,1
86,14,0,1
86,15,0,1
86,16,1,1
86,19,1,1
86,20,1,1
86,21,1,2
86,22,1,2
86,23,1,1
86,24,1,1
86,25,1,1
86,26,1,1
86,27,1,1
86,29,0,1
86,30,1,1
86,31,0,1
86,32,0,1
86,33,0,1
86,34,1,1
86,35,0,1
86,36,1,1
86,37,1,1
86,38,1,1
87,11,0,1
87,12,0,1
87,13,1,1
87,14,1,1
87,15,1,1
87,16,1,1
88,1,0,1
88,8,0,1
88,9,0,1
88,10,1,1
88,11,0,1
88,16,0,1
88,23,0,1
89,4,0,1
89,5,0,1
89,10,0,1
89,12,1,1
89,13,0,1
89,15,1,1
89,16,1,1
89,20,1,1
89,21,2,2
89,22,2,2
89,23,0,1
89,24,1,1
89,28,0,1
89,30,0,1
89,31,1,1
89,32,0,1
89,34,1,1
89,35,1,1
89,37,0,1
90,1,0,1
90,19,1,1
90,20,1,1
90,21,1,1
90,22,1,1
90,33,0,1
90,34,1,1
90,35,1,1
90,36,1,1
90,37,1,1
90,38,1,1
91,1,1,1
91,2,1,1
91,3,1,1
91,4,1,1
91,5,1,1
91,6,1,1
91,7,1,1
91,8,1,1
91,9,1,1
91,10,1,1
91,11,1,1
91,12,1,1
91,13,1,1
91,14,1,1
91,15,1,1
91,19,1,1
91,20,1,1
91,21,2,2
91,22,2,2
91,23,1,1
91,24,1,1
91,25,1,1
91,26,1,1
91,27,1,1
91,28,1,1
91,29,1,1
91,30,1,1
91,31,1,1
91,32,1,1
91,33,1,1
96,1,1,1
96,2,1,1
96,3,1,1
96,4,1,1
96,5,1,1
96,6,1,1
96,7,1,1
96,8,1,1
96,9,1,1
96,11,1,1
96,12,1,1
96,13,1,1
96,14,1,1
96,15,1,1
96,16,1,1
96,19,1,1
96,21,1,1
96,22,2,2
96,23,1,1
96,24,0,1
96,25,1,1
96,26,1,1
96,27,1,1
96,28,1,1
96,29,1,1
96,30,1,1
96,31,1,1
96,32,1,1
96,33,1,1
96,34,1,1
96,35,1,1
96,36,1,1
96,37,1,1
96,38,1,1
97,1,0,1
97,2,0,1
97,7,0,1
97,20,0,1
98,1,1,1
98,2,1,1
98,3,1,1
98,4,1,1
98,5,1,1
98,6,1,1
98,7,1,1
98,8,1,1
98,9,1,1
98,10,1,1
98,11,1,1
98,12,1,1
98,15,1,1
98,16,1,1
98,20,1,1
98,21,1,1
98,23,2,2
98,24,1,1
98,25,1,1
98,26,1,1
98,27,2,2
98,28,1,1
98,29,1,1
98,31,2,2
98,32,1,1
98,33,2,2
98,34,1,1
98,35,1,1
98,36,1,1
98,37,1,1
98,38,1,1
100,2,0,1
100,8,1,1
100,11,0,1
100,20,0,1
100,23,2,2
100,24,1,1
100,25,1,1
100,26,2,2
100,27,1,1
100,36,0,1
101,1,1,1
101,2,1,1
101,8,1,1
101,9,1,1
101,14,1,1
101,16,1,1
101,20,1,1
101,21,1,1
101,26,2,2
101,27,1,1
101,31,1,1
101,33,2,2
101,34,1,1
101,35,1,1
101,36,1,1
101,37,2,2
101,38,1,1
102,20,0,1
102,23,1,1
102,35,0,1
103,31,1,1
103,34,0,1
103,36,0,1
103,37,2,2
103,38,1,1
104,1,1,1
104,2,0,1
104,4,0,1
104,5,0,1
104,7,0,1
104,8,0,1
104,9,0,1
104,11,0,1
104,12,0,1
104,14,0,1
104,15,0,1
104,16,1,1
104,21,0,1
104,23,1,2
104,24,1,1
104,25,1,1
104,26,1,2
104,27,1,2
104,28,1,1
104,29,0,1
104,31,1,2
104,32,1,1
104,33,2,2
104,34,1,1
105,1,0,1
105,2,1,1
105,3,1,1
105,4,1,1
105,5,1,1
105,6,0,1
105,7,0,1
105,8,0,1
105,24,0,1
105,25,0,1
105,26,0,2
105,27,0,2
105,28,0,1
105,31,0,1
105,32,0,1
105,34,0,1
105,35,0,1
105,36,1,1
105,37,2,2
105,38,1,1
106,1,1,1
106,2,1,1
106,3,1,1
106,4,1,1
106,5,1,1
106,6,1,1
106,10,1,1
106,11,1,1
106,12,1,1
106,14,1,1
106,16,1,1
106,20,1,1
106,21,1,1
106,23,2,2
106,24,1,1
106,25,1,1
106,26,2,2
106,27,2,2
107,1,1,1
107,3,1,1
107,4,1,1
107,5,1,1
107,6,1,1
107,7,1,1
107,8,1,1
107,9,1,1
107,10,1,1
107,11,1,1
107,12,1,1
107,15,1,1
107,16,1,1
107,20,1,1
107,21,1,1
107,23,2,2
107,24,1,1
