element,GW,expected_goals,expected_assists
22,19,0.242166,0.585641
22,21,0.091129,0.000000
22,23,0.159997,0.037231
22,24,0.026108,0.183192
22,26,0.586169,0.506748
22,28,0.068650,0.131967
22,29,0.328129,0.178094
22,30,0.182263,0.507232
22,31,0.024898,0.131279
22,32,0.190131,0.715306
22,33,1.282862,0.185500
22,34,0.894578,0.016699
22,35,0.080110,0.084486
22,36,0.193878,0.043640
22,37,0.166743,0.044641
22,38,0.267475,0.072554
23,4,0.022741,0.000000
23,6,0.025898,0.030831
23,7,0.059417,0.000000
23,8,0.046443,0.000000
23,9,0.000000,0.021179
23,10,0.110406,0.000000
23,11,0.113468,0.000000
23,14,0.037627,0.000000
23,15,0.040969,0.000000
23,16,0.600986,0.000000
23,17,0.074239,0.000000
23,18,0.035309,0.000000
23,23,0.034425,0.000000
23,24,0.902617,0.094628
23,26,0.068193,0.000000
23,28,0.036752,0.000000
23,31,0.062884,0.030895
23,32,0.132295,0.012174
23,33,0.027743,0.013428
23,34,0.042550,0.000000
23,35,0.273718,0.000000
23,36,0.119656,0.000000
23,38,0.386435,0.000000
26,1,0.111386,0.061952
26,2,0.000000,0.032554
26,8,0.414764,0.000000
26,13,0.331322,0.088546
26,14,0.231391,0.455818
26,15,0.113328,0.000000
26,16,0.038598,0.508856
26,17,0.960079,0.114390
26,18,0.956588,0.199293
26,19,0.107387,0.000000
26,21,0.635917,0.000000
26,23,0.083635,0.066611
26,26,0.514837,0.109178
26,28,0.141871,0.036936
26,29,0.214499,0.199859
26,31,0.000000,0.047271
26,32,0.312632,0.000000
26,33,0.220819,0.000000
26,35,0.018266,0.296444
26,36,0.702774,0.616232
26,38,2.033722,0.504762
32,1,0.070433,0.000000
32,4,0.009830,0.000000
32,5,0.060272,0.000000
32,30,0.022907,0.000000
32,37,0.078797,0.000000
33,1,0.204138,0.110912
33,2,0.550200,0.032249
33,3,0.090043,0.892001
33,4,0.083130,0.175977
33,5,0.000000,0.087153
33,6,0.402077,0.023946
33,7,0.030533,0.000000
33,9,0.182087,0.489660
33,10,0.057663,0.164521
33,15,1.091925,0.078941
33,16,0.529849,0.102786
33,17,0.427000,0.045573
33,20,0.000000,0.008952
33,22,0.436234,0.103407
33,23,0.135609,0.021959
33,28,0.062612,0.464471
33,29,0.114142,0.712585
33,31,0.040799,0.073890
33,34,0.211833,0.000000
33,35,0.070650,0.022924
33,36,0.068953,0.698892
33,37,0.293266,0.148957
34,19,0.010851,0.000000
34,28,0.000000,0.023055
35,1,0.077846,0.000000
35,2,0.019929,0.065551
35,4,0.016777,0.561706
35,5,0.065279,0.000000
35,7,0.067664,0.038556
35,8,0.032933,0.511456
35,9,0.020885,0.000000
35,10,0.100476,0.057816
35,11,0.021274,0.039358
35,12,0.000000,0.036612
35,13,0.138049,0.012096
35,14,0.000000,0.012441
35,15,0.000000,0.695667
35,17,0.010200,0.191922
35,21,0.030549,0.364316
35,25,0.023287,0.047085
35,26,0.028560,0.031511
35,27,0.640244,0.025211
35,28,0.082229,0.206704
35,29,0.034265,0.000000
35,30,0.022737,0.074880
35,31,0.012549,0.343575
35,32,0.015868,0.011199
35,34,0.018582,0.057794
35,35,0.046294,0.068772
35,36,0.062645,0.732395
35,37,0.090363,0.193885
36,6,0.051105,0.000000
36,22,0.007722,0.000000
37,21,0.046380,0.000000
38,2,0.123589,0.071912
38,4,0.064569,0.000000
38,5,0.103225,0.059364
38,11,0.051105,0.000000
38,12,0.357177,0.000000
38,14,0.060880,0.000000
38,22,0.000000,0.041669
38,23,0.000000,0.374625
38,24,0.182280,0.116312
38,25,0.052922,0.000000
38,27,0.000000,0.247220
38,28,0.088390,0.035374
38,29,0.018988,0.096516
38,31,0.093013,0.000000
38,34,0.067669,0.000000
38,36,0.000000,0.124752
39,1,0.000000,0.013430
39,4,0.000000,0.007034
39,5,0.000000,0.078501
39,6,0.465693,0.000000
39,7,0.042654,0.580855
39,8,0.000000,0.041519
39,9,0.000000,0.366926
39,10,0.000000,0.066244
39,11,0.000000,0.030191
39,12,0.000000,0.409008
39,13,0.052198,0.000000
39,17,0.054427,0.051424
39,19,0.000000,0.090239
39,21,0.059288,0.035038
39,24,0.000000,0.044508
39,26,0.000000,0.117623
39,27,0.158209,0.258755
39,28,0.074519,0.236477
39,29,0.000000,0.095505
39,32,0.015007,0.000000
39,33,0.010598,0.180742
39,36,0.000000,0.153597
39,37,0.000000,0.084264
39,38,0.000000,0.216292
40,3,0.082535,0.000000
40,4,0.713902,0.027301
40,5,0.000000,0.036724
40,6,0.376493,0.000000
40,7,0.650785,0.000000
40,8,0.121705,0.032303
40,9,0.666033,0.000000
40,10,0.444713,0.000000
40,11,0.080339,0.072150
40,12,0.177055,0.000000
40,13,0.000000,0.050109
40,14,0.040796,0.122449
40,15,0.702206,0.078616
40,16,0.000000,0.057079
40,17,1.163888,0.254800
40,19,0.101438,0.000000
40,22,0.170354,0.000000
40,23,0.421074,0.000000
40,24,0.102055,0.055533
40,25,0.027563,0.000000
40,26,0.082086,0.015536
40,27,0.277872,0.000000
40,28,0.755905,0.691728
40,29,0.114273,0.000000
40,30,0.028300,0.000000
40,31,1.113211,0.067489
40,32,0.167811,0.073598
40,34,0.191050,0.104626
40,35,0.499721,0.433810
40,36,0.810455,0.092695
40,37,0.400146,0.101199
40,38,0.079809,0.082424
41,13,0.000000,0.023273
41,15,0.000000,0.013826
42,2,0.747772,0.000000
42,3,0.012152,0.089467
42,10,0.000000,0.014354
42,11,0.113747,0.053586
42,13,0.000000,0.057160
42,19,0.025775,0.000000
43,1,0.026886,0.000000
43,2,0.000000,0.050227
43,3,0.057967,0.058895
43,6,0.000000,0.035856
43,8,0.084963,0.276399
43,9,0.298471,0.121271
43,10,0.000000,0.337840
43,11,0.141327,0.153050
43,12,0.015269,0.000000
43,14,0.087846,0.333893
43,15,0.043013,0.091998
43,17,0.097203,0.084815
43,21,0.164225,0.260420
43,22,0.338446,0.193180
43,23,0.177985,0.000000
43,24,0.013922,0.000000
43,25,0.034701,0.023238
43,26,0.063024,0.470474
43,28,0.000000,0.081906
43,29,0.374263,0.048683
43,30,0.000000,0.025179
43,31,0.000000,0.145243
43,32,0.033507,0.000000
43,34,0.027751,0.015098
43,35,0.060292,0.425496
43,36,0.367400,0.325295
43,37,0.297242,0.244791
44,1,0.009930,0.062663
44,2,0.054152,0.000000
44,5,0.140509,0.000000
44,6,0.000000,0.414322
44,7,0.057065,0.000000
44,8,0.158433,0.058537
44,9,0.000000,0.537786
44,10,0.027249,0.000000
44,12,0.059098,0.000000
44,13,0.051494,0.000000
44,15,0.221671,0.131747
44,17,0.043095,0.136643
44,19,0.075652,0.141658
44,21,0.000000,0.012901
44,22,0.000000,0.055789
44,24,0.130733,0.049992
44,25,0.060119,0.057702
44,26,0.000000,0.068998
44,27,0.084854,0.000000
44,28,0.316335,0.531464
44,31,0.351335,0.000000
44,32,0.054074,0.000000
44,35,0.068338,0.000000
44,36,0.105777,0.088063
44,37,0.156259,0.024015
44,38,0.055244,0.000000
45,2,0.000000,0.109956
45,3,0.082793,0.000000
45,4,0.136003,0.000000
45,6,0.473098,0.000000
45,7,0.000000,0.060576
45,8,0.046667,0.000000
45,10,0.009585,0.000000
45,12,0.000000,0.010238
45,13,0.013596,0.000000
45,14,0.006881,0.000000
45,15,0.175737,0.000000
45,21,0.113675,0.000000
45,27,0.000000,0.040493
45,32,0.050769,0.000000
50,2,0.018335,0.000000
50,3,0.000000,0.057624
50,4,0.028761,0.000000
50,5,0.046700,0.175009
50,6,0.037984,0.520738
50,7,0.000000,0.080995
50,8,0.017140,0.010067
50,14,0.000000,0.162297
50,15,0.015541,0.000000
50,16,0.064991,0.000000
50,19,0.000000,0.090249
50,21,0.000000,0.132323
50,22,0.000000,0.040419
50,23,0.036975,0.016346
50,24,0.000000,0.111792
50,25,0.042638,0.024523
50,26,0.023193,0.000000
50,28,0.660281,0.000000
50,30,0.038531,0.000000
50,32,0.000000,0.326621
50,34,0.000000,0.060204
50,36,0.972147,0.016294
50,37,0.036680,0.171402
51,1,0.028099,0.065983
51,2,0.018191,0.000000
51,4,0.062047,0.059857
51,5,0.051936,0.032757
51,6,0.040302,0.000000
51,7,0.112717,0.000000
51,9,0.134177,0.026221
51,11,0.000000,0.025736
51,15,0.451426,0.346754
51,17,0.321221,0.044407
51,22,0.416131,0.555223
51,24,0.742551,0.000000
51,25,0.000000,0.011316
51,26,0.065776,0.000000
51,27,0.121256,0.000000
51,28,0.111261,0.134495
51,29,0.054719,0.161791
51,31,0.021578,0.000000
51,32,0.283307,0.000000
51,34,0.071253,0.030976
51,35,0.383785,0.159080
51,37,0.020420,0.010364
52,1,0.015095,0.046819
52,10,0.000000,0.007295
52,12,0.000000,0.083036
52,13,0.112990,0.046440
52,15,0.088363,0.000000
52,16,0.011138,0.008221
52,17,0.114029,0.000000
52,24,0.000000,0.014656
52,26,0.000000,0.097382
52,28,0.012341,0.000000
52,29,0.000000,0.016894
52,31,0.000000,0.258912
52,34,0.016970,0.056519
53,5,0.119012,0.000000
53,6,0.092087,0.000000
53,7,0.049800,0.054236
53,8,0.019693,0.059293
53,10,0.059542,0.439529
53,11,0.085942,0.068234
53,14,0.077844,0.000000
53,19,0.021584,0.044025
53,20,0.151294,0.080502
53,21,0.053051,0.000000
53,22,0.025539,0.000000
53,25,0.000000,0.015797
53,26,0.053189,0.000000
55,1,0.049805,0.288872
55,2,0.000000,0.132768
55,3,0.127927,0.155221
55,6,0.000000,0.106012
55,7,0.058289,0.153733
55,8,0.123286,0.047643
55,9,0.075075,0.063638
55,10,0.000000,0.045301
55,12,0.026941,0.097618
55,13,0.122149,0.630271
55,15,0.000000,0.074717
55,19,0.018218,0.000000
55,22,0.715746,0.454575
55,23,0.086776,0.000000
55,25,0.305846,0.290582
55,28,0.127429,0.663849
55,29,0.000000,0.065234
55,31,0.000000,0.085746
55,32,0.000000,0.016414
55,33,0.000000,0.173156
55,35,0.036790,0.065713
55,36,0.575480,0.882274
55,37,0.092687,0.000000
55,38,0.089998,0.239484
56,1,0.058559,0.000000
56,2,0.122872,0.000000
56,3,0.053330,0.000000
56,5,0.061851,0.016142
56,6,0.037280,0.000000
56,7,0.099300,0.000000
56,8,0.029338,0.000000
56,10,0.050918,0.000000
56,11,0.016624,0.000000
56,15,0.038306,0.033553
56,26,0.067720,0.000000
56,28,0.124505,0.017295
56,29,0.073322,0.017207
58,7,0.087300,0.016882
58,17,0.108342,0.551532
58,19,0.017107,0.000000
58,21,0.588167,0.000000
58,22,0.066434,0.000000
58,23,0.012836,0.000000
58,25,0.019414,0.000000
58,26,0.030311,0.000000
58,28,0.240661,0.099913
58,29,0.098795,0.011041
58,31,0.055918,0.000000
58,32,0.072276,0.019445
58,33,0.070181,0.488963
58,34,0.012804,0.000000
59,6,0.032148,0.000000
59,7,0.089848,0.077670
59,8,0.024213,0.000000
59,14,0.306669,0.000000
59,25,0.080348,0.000000
59,27,0.011989,0.000000
59,28,0.597825,0.000000
59,31,0.103285,0.241381
59,32,0.018449,0.012460
59,33,0.012681,0.000000
59,34,0.012379,0.000000
59,36,0.080981,0.000000
60,1,0.048052,0.061664
60,2,0.044430,0.019751
60,5,0.060025,0.034184
60,7,0.065691,0.046219
60,8,0.000000,0.532498
60,9,0.033228,0.000000
60,10,0.266091,0.061029
60,11,0.065308,0.037396
60,13,0.109237,0.000000
60,14,0.000000,0.185841
60,17,0.130593,0.050943
60,20,0.000000,0.040287
60,22,0.044748,0.106710
60,23,0.000000,0.289105
60,26,0.000000,0.096852
60,27,0.021062,0.241851
60,28,0.000000,0.079204
60,29,0.064339,0.153725
60,31,0.061404,0.215624
60,34,0.022207,0.000000
60,36,0.000000,0.055558
60,37,0.298481,0.082462
60,38,0.000000,0.056512
61,12,0.015634,0.000000
61,22,0.157171,0.030166
61,25,1.088994,0.000000
61,38,0.104041,0.000000
62,3,0.039008,0.121287
62,5,0.000000,0.053404
62,6,0.000000,0.070506
62,7,0.000000,0.073335
62,11,0.000000,0.096252
62,14,0.026364,0.000000
62,15,0.037713,0.000000
62,17,0.000000,0.021819
62,20,0.015151,0.043064
62,22,0.000000,0.040585
62,25,0.000000,0.665724
62,28,0.014775,0.026787
62,29,0.000000,0.026378
62,31,0.352010,0.000000
62,33,0.073602,0.000000
62,35,0.000000,0.030100
62,36,0.000000,0.029209
62,38,0.098247,0.000000
63,1,0.748932,0.000000
63,2,0.301128,0.028696
63,3,0.104040,0.072875
63,4,0.042041,0.000000
63,5,0.818814,0.000000
63,6,0.079248,0.000000
63,7,0.229972,0.023273
63,8,0.598521,0.131468
63,13,0.909746,0.000000
63,14,0.221614,0.418770
63,15,1.024472,0.000000
63,19,0.143683,0.121346
63,20,0.165119,0.062351
63,21,0.051284,0.407648
63,22,0.106989,0.000000
63,23,0.100798,0.241077
63,25,0.205937,0.000000
63,26,0.082817,0.000000
63,27,0.032805,0.090652
63,28,0.039532,0.000000
63,29,0.323550,0.283689
63,31,1.001624,0.114677
63,38,0.239482,0.000000
64,1,0.070120,0.000000
64,2,0.052113,0.000000
64,3,0.221702,0.017512
64,4,0.085745,0.137184
64,5,0.057377,0.115358
64,6,0.081876,0.000000
64,7,0.235825,0.108148
64,8,0.175335,0.000000
64,9,0.149259,0.108922
64,10,0.494025,0.249655
64,11,0.863674,0.145790
64,12,0.142355,0.320127
64,13,0.216422,0.081948
64,14,0.043446,0.069257
64,15,0.022231,0.052402
64,17,0.104027,0.016474
64,19,0.315024,0.000000
64,21,0.022649,0.045682
64,22,0.397438,0.000000
64,23,0.368903,0.137982
64,25,0.000000,0.011669
64,26,0.053224,0.000000
64,27,0.055994,0.000000
64,28,0.154784,0.017876
64,29,0.397520,0.122126
64,31,0.192726,0.118941
64,32,0.324170,0.000000
64,33,0.331444,0.039380
64,34,0.000000,0.726786
64,35,0.588792,0.204879
64,36,1.062314,0.627938
64,37,0.033931,0.837997
67,4,0.000000,0.072522
67,7,0.000000,0.052862
67,8,0.085198,0.369011
67,14,0.015470,0.034178
67,18,0.000000,0.060495
67,23,0.015601,0.016707
67,24,0.095824,0.112672
67,26,0.131088,0.208962
67,28,0.121232,0.000000
67,29,0.167422,0.000000
67,37,0.000000,0.047047
69,1,0.000000,0.235531
69,6,0.000000,0.243890
69,11,0.000000,0.040631
70,2,0.032254,0.267911
70,3,0.006720,0.000000
70,5,0.169651,0.000000
70,10,0.017643,0.000000
70,11,0.026164,0.000000
70,13,0.092108,0.000000
70,14,0.000000,0.106034
70,15,0.042194,0.000000
70,20,0.032624,0.022044
70,21,0.108387,0.000000
70,25,0.301661,0.000000
70,26,0.000000,0.017671
70,27,0.043611,0.018635
70,29,0.019341,0.000000
70,32,0.014005,0.000000
70,35,0.034120,0.000000
70,37,0.024285,0.258245
71,9,0.038615,0.009071
71,11,0.131408,0.096834
71,12,0.318222,0.000000
71,13,0.000000,0.594874
71,14,0.000000,0.091135
71,15,0.000000,0.019779
71,17,0.039816,0.000000
71,20,0.116324,0.000000
71,22,0.000000,0.060184
71,23,0.027333,0.154045
71,25,0.000000,0.358432
71,26,0.000000,0.091721
71,27,0.033255,0.000000
71,28,0.039566,0.324873
71,29,0.016019,0.030379
71,31,0.060454,0.000000
71,33,0.021400,0.047113
71,37,0.047701,0.000000
71,38,0.023522,0.458623
72,2,0.517235,0.000000
72,15,0.033527,0.310938
73,1,0.000000,0.119982
73,19,0.074640,0.000000
74,1,0.311740,0.000000
74,2,0.554814,0.090563
74,3,0.044546,0.000000
74,4,0.024563,0.076286
74,7,0.012973,0.000000
74,9,0.699300,0.000000
74,11,0.022447,0.000000
74,12,0.041597,0.000000
74,17,0.018517,0.000000
74,19,0.137690,0.015220
74,20,0.105074,0.218076
74,21,0.488464,0.098709
74,22,0.166422,0.422138
74,23,0.079715,0.011420
74,25,0.088274,0.039326
74,26,0.114697,0.042566
74,27,0.075387,0.000000
74,29,0.522566,0.050351
74,31,0.256364,0.000000
74,32,0.000000,0.057766
74,33,0.081687,0.000000
74,34,0.046969,0.011014
74,35,1.602907,0.046246
74,36,0.545565,0.000000
74,37,0.225346,0.429562
74,38,0.009589,0.128238
75,1,0.264734,0.526992
75,3,0.027637,0.000000
75,7,0.095846,0.050425
75,8,0.109769,0.000000
75,9,0.078968,0.089646
75,13,0.302914,0.068327
75,14,0.470693,0.087000
75,15,0.099530,0.476362
75,17,0.000000,0.090931
75,19,0.043911,0.092568
75,20,0.090484,0.000000
75,22,0.574581,0.000000
75,23,0.016301,0.000000
75,25,0.633372,0.496640
75,27,0.042548,0.018738
75,28,0.000000,0.113372
76,2,0.000000,0.014389
76,3,0.000000,0.358900
76,6,0.372018,0.000000
76,7,0.014950,0.000000
76,8,0.501965,0.000000
76,9,0.483470,0.000000
76,11,0.081427,0.000000
76,14,0.027496,0.030682
76,16,0.407310,0.000000
76,19,0.083014,0.000000
76,21,0.014368,0.000000
76,25,0.071704,0.000000
76,30,0.542709,0.023549
76,33,0.756190,0.030686
76,34,0.276419,0.000000
76,36,0.587024,0.000000
77,1,1.327815,0.000000
77,5,0.000000,0.007023
77,6,0.000000,0.330980
77,8,0.224140,0.078187
77,9,0.101371,0.430138
77,10,0.040266,0.051299
77,11,1.191082,0.000000
77,12,0.000000,0.012974
77,14,0.000000,0.074464
77,15,0.000000,0.029694
77,16,0.144160,0.036196
77,19,0.000000,0.453958
77,21,0.000000,0.027448
77,22,0.332671,0.504490
77,23,0.000000,0.099622
77,24,0.000000,0.043649
77,25,0.010354,0.000000
77,26,0.436484,0.000000
77,27,0.034537,0.067615
77,28,0.000000,0.039318
77,29,0.012528,0.036959
77,31,0.101775,0.000000
77,33,0.557165,0.010832
77,35,0.000000,0.038126
77,36,0.050796,0.714574
77,37,0.000000,0.220995
78,1,0.000000,0.096693
78,2,0.299509,0.000000
78,3,0.445160,0.028829
78,4,0.015128,0.522717
78,5,0.731188,0.679356
78,6,0.167593,1.014860
78,7,0.071369,0.205317
78,8,0.111979,0.000000
78,9,0.082887,0.136057
78,10,0.439529,0.000000
78,11,0.131052,0.000000
78,12,0.356811,0.008980
78,13,0.699300,0.000000
78,14,0.155173,0.010505
78,19,0.073540,0.134407
78,21,0.222459,0.051784
78,22,0.467235,0.490582
78,23,0.259914,0.022299
78,27,0.059842,0.225532
78,28,1.729203,0.041715
78,29,1.163585,0.086927
78,30,0.119198,0.467892
78,31,0.791733,0.261321
78,32,0.722514,0.230312
78,33,0.301752,0.064551
78,34,0.279037,0.021382
78,35,0.372913,0.008572
78,36,0.244144,1.158620
78,37,0.439065,0.033205
78,38,0.116449,0.000000
79,30,0.049226,0.000000
80,32,0.000000,0.033509
81,1,0.174956,0.456664
81,2,0.000000,0.090944
81,3,0.087582,0.000000
81,7,0.132526,0.000000
81,9,0.000000,0.044695
81,10,0.054252,0.080194
81,11,0.449456,0.000000
81,12,0.163939,0.446159
81,13,0.086135,0.000000
81,15,0.862571,0.034040
81,19,0.167938,0.058869
81,22,0.087893,0.000000
81,23,0.139883,0.000000
81,24,0.000000,0.021530
81,25,0.516775,0.326213
81,28,0.104970,0.040225
81,29,0.088842,0.171305
81,32,0.037664,0.000000
81,38,0.050872,0.000000
82,26,0.000000,0.082484
82,36,0.093696,0.000000
82,37,0.000000,0.066555
83,2,0.000000,0.139172
83,3,0.070509,0.085063
83,4,0.000000,0.020481
83,6,0.013383,0.000000
83,7,0.000000,0.056467
83,8,0.000000,0.046489
83,9,0.024890,0.000000
83,11,0.452565,0.000000
83,12,0.458851,0.036208
83,16,0.066826,0.000000
83,24,0.242895,0.000000
83,25,0.048802,0.044971
83,29,0.012167,0.000000
83,30,0.000000,0.038570
83,31,0.000000,0.291020
83,32,0.000000,0.058294
83,33,0.000000,0.071153
83,34,0.000000,0.131154
83,35,0.013424,0.000000
83,36,0.000000,0.511444
83,37,0.341194,0.000000
84,2,0.047894,0.036761
84,3,0.000000,0.079933
84,4,0.244373,0.039852
84,5,0.420370,0.199962
84,6,0.462198,0.054528
84,10,0.019984,0.000000
84,13,0.000000,0.106143
84,14,0.000000,0.032911
84,15,0.000000,0.099958
84,16,0.097620,0.102972
84,21,0.115043,0.000000
84,22,0.174633,0.000000
84,23,0.000000,0.086056
84,25,0.050547,0.000000
84,26,0.041827,0.000000
84,27,0.253495,0.000000
84,28,0.022901,0.000000
84,29,0.131337,0.000000
84,30,0.026469,0.000000
84,31,0.467917,0.071304
84,32,0.038324,0.504577
84,33,0.091967,0.000000
84,34,0.000000,0.016220
84,35,0.000000,0.039777
84,37,0.000000,0.014058
84,38,0.039916,0.000000
85,3,0.128012,0.297677
85,8,0.359680,0.000000
85,10,0.148270,0.022291
85,11,0.000000,0.402643
85,23,0.000000,0.034551
85,24,0.000000,0.216102
85,34,0.018231,0.000000
86,3,0.000000,0.075784
86,7,0.118862,0.013301
86,8,0.000000,0.020991
86,9,0.000000,0.110003
86,10,0.000000,0.089925
86,11,0.047833,0.374266
86,19,0.000000,0.031193
86,20,0.006965,0.000000
86,21,0.030851,0.309178
86,22,0.918484,0.456378
86,23,0.000000,0.052475
86,24,0.015248,0.000000
86,25,0.000000,0.656701
86,30,0.133408,0.011727
86,34,0.000000,0.065676
86,35,0.039757,0.000000
86,36,0.574857,0.000000
86,37,0.516539,0.078739
86,38,0.079258,0.237411
87,11,0.079004,0.644661
87,13,0.000000,0.055121
87,16,0.000000,0.146877
88,8,0.103938,0.000000
88,10,0.074911,0.000000
88,16,0.050848,0.343760
88,23,0.042016,0.000000
89,12,0.014583,0.000000
89,15,0.000000,0.388076
89,21,0.215557,0.046994
89,22,0.029990,0.011339
89,24,0.000000,0.068138
89,34,0.000000,0.245927
89,35,0.000000,0.029686
90,19,0.000000,0.021940
90,21,0.000000,0.060380
90,22,0.053911,0.026682
90,33,0.000000,0.099803
90,35,0.012110,0.000000
90,38,0.000000,0.070602
91,1,0.000000,0.042622
91,2,0.008752,0.000000
91,3,0.016933,0.000000
91,6,0.661984,0.000000
91,7,0.011330,0.063497
91,8,0.052253,0.553329
91,9,0.000000,0.064937
91,11,0.130025,0.487480
91,13,0.061955,0.000000
91,15,0.000000,0.061461
91,19,0.465586,0.000000
91,20,0.000000,0.102155
91,22,0.097914,0.000000
91,23,0.097816,0.000000
