element,GW,expected_goals,expected_assists
47,5,0.000000,0.188364
47,6,0.000000,0.074640
47,8,0.779393,0.000000
47,9,0.036594,0.097534
47,10,0.000000,0.043852
47,11,0.059627,0.000000
47,15,0.102527,0.236190
48,12,0.046988,0.012141
50,1,0.017063,0.000000
50,2,0.701452,0.000000
53,1,0.015176,0.000000
53,3,0.000000,0.009514
53,4,0.000000,0.026073
57,1,0.254949,0.000000
57,2,0.053601,0.000000
57,3,0.000000,0.042786
57,9,0.000000,0.047717
57,11,0.586816,0.000000
57,12,0.000000,0.024995
57,14,0.000000,0.365758
58,2,0.026001,0.000000
58,12,0.000000,0.070282
59,12,0.000000,0.082276
62,1,0.026477,0.000000
62,2,0.000000,0.034920
62,3,0.050087,0.059939
62,4,0.117609,0.000000
62,9,0.000000,0.263695
62,13,0.000000,0.047842
62,14,0.777884,0.000000
62,15,0.397005,0.000000
64,1,0.099021,0.000000
64,3,0.014013,0.000000
64,4,0.023276,0.000000
64,5,0.012686,0.000000
64,9,0.443358,0.000000
64,10,0.000000,0.053572
64,11,0.418513,0.000000
64,12,0.014981,0.000000
64,13,0.056006,0.404811
64,14,0.014266,0.015599
64,15,0.080975,0.038924
65,15,0.045567,0.000000
66,1,0.181089,0.000000
66,5,0.213142,0.000000
66,6,0.115601,0.287305
66,8,0.081670,0.000000
66,9,0.096214,0.129685
66,10,0.072359,0.473817
66,11,0.486425,0.084086
66,12,0.299928,0.089322
66,13,0.590970,0.000000
66,15,0.143545,0.000000
67,6,0.013754,0.049133
67,8,0.000000,0.022966
67,10,0.019668,0.096025
67,11,0.000000,0.307363
67,12,0.075206,0.260176
67,14,0.000000,0.055092
68,2,0.040879,0.000000
69,4,0.027531,0.067575
69,5,0.060855,0.000000
69,6,0.170773,0.000000
69,8,0.108552,0.000000
69,10,0.787018,0.000000
69,11,0.000000,0.072343
69,12,0.049402,0.027645
69,13,0.000000,0.013131
70,1,0.014531,0.000000
70,2,0.000000,0.022211
70,5,0.000000,0.100093
70,6,0.012787,0.098650
70,8,0.596766,0.065505
70,9,0.045546,0.000000
70,10,0.106609,0.048880
70,11,0.000000,0.357952
70,12,0.125880,0.000000
70,13,0.000000,0.040725
70,15,0.133543,0.339133
71,3,0.020576,0.000000
71,10,0.079753,0.000000
71,11,0.039737,0.000000
71,12,0.000000,0.034016
71,14,0.018261,0.000000
71,15,0.040648,0.069171
73,1,0.000000,0.022617
73,3,0.000000,0.017577
73,6,0.000000,0.098750
75,4,0.007515,0.000000
75,6,0.336332,0.098243
75,8,0.036069,0.000000
75,11,0.017302,0.000000
75,13,0.047675,0.000000
76,1,0.000000,0.072025
76,4,0.000000,0.023518
76,8,0.000000,0.639505
76,11,0.000000,0.014780
76,14,0.000000,0.012187
78,9,0.019987,0.000000
79,2,0.000000,0.023642
79,3,0.287536,0.000000
79,4,0.163504,0.053198
80,1,0.610695,0.068445
80,2,0.015306,0.780326
80,3,0.706175,0.042837
80,4,0.485953,0.041765
80,5,0.337554,0.262927
80,6,1.216260,0.000000
80,8,0.136221,0.053680
80,9,0.802867,0.000000
80,10,0.783311,0.040944
80,11,1.312862,0.304892
80,12,0.851025,0.000000
80,13,0.007200,0.250344
80,14,0.630840,0.000000
81,6,0.000000,0.113716
82,13,0.000000,0.014633
82,15,0.058233,0.000000
83,1,0.033837,0.000000
83,2,0.024117,0.000000
83,4,0.034866,0.015320
83,5,0.022637,0.000000
83,9,0.000000,0.385384
83,13,0.086276,0.000000
83,14,0.077594,0.000000
84,9,0.022436,0.000000
85,1,0.000000,0.367491
85,2,0.083490,0.000000
85,3,0.050148,0.000000
85,4,0.000000,0.379187
85,5,0.307795,0.022476
85,6,0.019999,0.000000
85,8,0.000000,0.020791
85,9,0.000000,0.050254
85,12,0.067560,0.000000
85,13,0.000000,0.032154
85,14,0.011995,0.000000
86,1,0.000000,0.113605
86,2,0.046277,0.000000
86,4,0.931103,0.000000
86,5,0.000000,0.249109
86,9,0.000000,0.069172
86,12,0.058077,0.000000
86,13,0.000000,0.046320
88,1,0.000000,0.040902
88,2,0.238702,0.020601
88,3,0.000000,0.257985
88,4,0.031052,0.107067
88,5,0.000000,0.288348
88,6,0.023343,0.029350
88,9,0.000000,0.027971
88,10,0.000000,0.135998
88,12,0.000000,0.012392
88,13,0.017130,0.174091
88,14,0.000000,0.020243
88,15,0.000000,0.241047
89,1,0.062984,0.000000
89,2,0.028170,0.000000
89,3,0.270848,0.505535
89,4,0.477126,0.000000
89,5,0.291618,0.000000
89,6,0.521328,0.000000
89,9,0.058829,0.000000
89,10,0.115784,0.000000
89,11,0.013510,0.000000
89,12,0.000000,0.057712
89,13,0.094787,0.000000
89,14,0.029391,0.014960
89,15,0.360160,0.049744
90,11,0.053783,0.000000
90,12,0.000000,0.491364
92,13,0.076961,0.000000
92,14,0.000000,0.078522
92,15,0.015673,0.000000
93,5,0.000000,0.104352
93,11,0.356921,0.489451
93,13,0.030272,0.039731
94,3,0.025934,0.040439
94,8,0.000000,0.257645
94,9,0.000000,0.114325
94,10,0.091485,0.055038
94,12,0.000000,0.088109
95,1,0.132991,0.154183
95,2,0.326070,0.000000
95,3,0.103772,0.344961
95,4,0.241181,0.031404
95,5,0.000000,0.112522
95,6,0.399701,0.337995
95,8,0.087179,0.000000
95,9,0.017187,0.000000
95,10,0.112361,0.000000
95,11,0.053122,0.053706
95,12,0.435021,0.052615
95,13,0.629866,0.025860
95,14,0.332599,0.188285
95,15,0.752218,0.080001
101,1,0.000000,0.155213
101,2,0.496138,0.000000
101,3,0.000000,0.033109
101,11,0.053639,0.151025
101,12,0.048217,0.155218
101,14,0.045687,0.000000
101,15,0.391894,0.156090
103,1,0.333106,0.517493
103,2,0.136229,0.014994
103,3,0.000000,0.044165
103,4,0.000000,0.172548
103,5,0.474611,0.274259
103,6,0.281188,0.000000
103,9,0.798045,0.657143
103,10,0.139313,0.043355
103,11,0.290526,0.000000
103,12,0.963685,0.364377
103,13,0.051851,0.000000
103,15,0.028766,0.000000
104,1,1.179089,0.019516
104,2,0.507556,0.267723
104,3,0.000000,0.340547
104,4,0.217057,0.658449
104,5,0.056739,0.000000
104,6,0.038727,0.715617
104,10,0.031639,0.124435
104,11,0.011660,0.618247
104,12,0.608591,0.155572
104,13,0.000000,0.321263
104,14,0.589737,0.189935
104,15,0.112983,0.000000
106,1,0.022846,0.000000
106,4,0.031687,0.061581
106,6,0.039532,0.000000
106,10,0.062661,0.000000
106,11,0.666340,0.000000
106,12,0.069041,0.000000
106,15,0.026964,0.000000
107,1,0.052131,0.000000
107,2,0.211986,0.341507
107,3,0.431954,0.000000
107,4,0.661257,0.027068
107,5,0.049040,0.000000
107,6,0.610741,0.024342
107,9,0.000000,0.618866
107,10,0.028866,0.024272
107,11,0.565566,0.086236
107,12,0.043807,0.080363
107,13,0.049249,0.022836
107,14,0.029010,0.000000
107,15,0.602192,0.113605
108,1,0.027027,0.000000
108,3,0.051068,0.000000
108,4,0.440251,0.000000
108,5,0.019444,0.000000
108,6,0.000000,0.014297
108,10,0.030415,0.270929
108,12,0.110853,0.000000
108,14,0.136391,0.000000
108,15,0.132991,0.000000
109,2,0.053065,0.000000
109,11,0.128516,0.000000
109,12,0.076272,0.248538
109,15,0.000000,0.024573
110,6,0.913948,0.211969
110,8,0.113390,0.000000
110,9,0.774395,0.000000
110,15,0.083435,0.000000
111,1,0.062844,0.132906
111,2,0.117330,0.000000
111,3,0.520278,0.069014
111,4,0.201993,0.123292
111,5,0.043777,0.041892
111,6,0.363287,0.192038
111,9,1.501487,0.000000
111,10,0.115229,0.024659
111,11,0.116723,0.207588
111,12,0.144178,0.137138
111,13,0.380815,0.000000
111,14,1.537103,0.000000
111,15,0.073139,0.365423
112,1,0.000000,0.290174
112,2,0.109971,0.037721
112,3,0.141396,0.023006
112,4,0.000000,0.039906
112,10,0.000000,0.040896
112,15,0.033506,0.000000
114,5,0.000000,0.016610
116,1,0.035116,0.000000
116,2,0.026871,0.000000
116,3,0.757096,0.000000
116,4,0.000000,0.020583
116,5,0.739890,0.000000
116,6,0.880976,0.000000
116,10,0.081305,0.058080
116,11,0.050751,0.055999
116,12,0.046450,0.000000
116,13,0.012584,0.059918
116,14,0.000000,0.205447
116,15,0.278180,0.023034
118,1,0.000000,0.016605
118,2,0.000000,0.091698
118,6,0.074527,0.267234
119,14,0.045641,0.000000
120,1,0.000000,0.072622
120,2,0.014214,0.026049
120,3,0.014994,0.000000
120,5,0.000000,0.048468
120,6,0.366316,0.000000
120,10,0.020154,0.146287
120,11,0.033824,0.049318
120,12,0.000000,0.027771
120,14,0.112812,0.335515
120,15,0.012730,0.000000
123,5,0.321060,0.000000
123,6,0.000000,0.097902
123,11,0.188031,0.000000
123,12,0.000000,0.058977
123,13,0.000000,0.016532
123,15,0.130697,0.000000
124,2,0.000000,0.433569
124,5,0.000000,0.037396
124,10,0.365000,0.055077
124,11,0.000000,0.432275
124,14,0.000000,0.874257
124,15,0.051970,0.174122
125,14,0.341217,0.000000
127,1,0.000000,0.209420
127,5,0.000000,0.068087
127,10,0.028141,0.251115
127,11,0.000000,0.278422
127,12,0.038641,0.000000
128,2,0.000000,0.064236
128,3,0.012966,0.000000
128,4,0.031578,0.000000
128,5,0.011153,0.000000
128,6,0.000000,0.285411
128,9,0.106074,0.053750
128,15,0.108132,0.000000
130,1,0.739890,0.051637
130,2,0.046738,0.108462
130,10,0.018067,0.000000
130,12,0.022902,0.016753
130,13,0.739890,0.000000
132,5,0.023781,0.009527
132,6,0.017726,0.079822
132,10,0.000000,0.115233
132,11,0.031281,0.000000
132,12,0.098673,0.082986
132,13,0.000000,0.013611
132,14,0.042267,0.000000
134,1,0.042144,0.114702
134,2,0.024536,0.039925
135,3,0.030904,0.027856
135,5,0.078876,0.055213
136,2,0.098903,0.167817
136,3,0.135555,0.047930
136,4,0.427149,0.000000
136,10,0.084687,0.431605
136,12,0.019611,0.000000
136,13,0.042358,0.000000
136,14,0.024192,0.125397
139,6,0.334116,0.098958
139,9,0.033053,0.000000
139,14,0.020690,0.000000
140,1,0.111849,0.000000
140,6,0.064467,0.025911
140,9,0.000000,0.014325
140,10,0.623805,0.042258
140,12,0.058643,0.125686
140,14,0.088151,0.044161
141,10,0.143775,0.000000
141,13,0.303320,0.000000
142,1,0.084884,0.000000
142,2,0.170019,0.084485
142,3,0.199865,0.186413
142,4,0.000000,0.014732
142,5,0.110639,0.202724
142,9,0.194418,0.130221
142,10,0.171381,0.400997
142,11,0.643766,0.000000
142,13,0.000000,0.248412
142,14,0.036756,0.020665
142,15,0.022361,0.092370
145,1,0.174550,0.000000
145,2,0.548793,0.055073
145,3,0.000000,0.060367
145,5,0.144341,0.000000
145,6,0.115844,0.000000
145,9,0.126218,0.055743
145,10,1.023591,0.000000
145,11,0.083592,0.093765
145,12,0.062896,0.000000
145,14,0.654586,0.032586
145,15,0.052770,0.019102
146,1,0.082929,0.123569
146,2,0.454485,0.403792
146,3,0.012201,0.044503
146,4,0.040667,0.615507
146,9,0.000000,0.117543
148,2,0.000000,0.089528
148,3,0.052097,0.065605
148,6,0.016269,0.028264
148,9,0.016769,0.000000
148,10,0.103529,0.523712
148,11,0.000000,0.087627
148,14,0.159474,0.372551
150,1,0.044797,0.000000
150,5,0.384963,0.000000
150,6,0.093443,0.000000
150,10,0.134897,0.000000
150,12,0.055892,0.000000
156,6,0.000000,0.024698
157,1,0.000000,0.053170
157,5,0.000000,0.079604
157,15,0.000000,0.075909
158,11,0.043932,0.000000
158,13,0.016954,0.000000
158,14,0.117301,0.015517
159,1,0.062243,0.090698
159,3,0.185625,0.069679
159,5,0.000000,0.053353
159,6,0.023627,0.061973
159,9,0.000000,0.356879
159,10,0.109889,0.070785
159,13,0.000000,0.171881
159,15,0.000000,0.071692
160,1,0.027619,0.369752
160,2,1.109131,0.013955
160,3,1.411835,0.263132
160,5,0.289868,0.000000
160,6,0.079489,0.070717
160,9,0.077509,0.032323
160,10,0.237865,0.276900
160,11,0.077430,0.013216
160,12,0.510794,0.048642
160,13,0.015594,0.000000
160,14,0.104726,0.014285
160,15,0.407560,0.043740
161,1,0.151632,0.000000
161,3,0.329174,0.000000
161,5,0.150436,0.000000
161,6,0.089491,0.000000
161,12,0.000000,0.138310
161,14,0.000000,0.026478
161,15,0.056174,0.033697
163,3,0.360232,0.000000
165,1,0.000000,0.326805
165,2,0.439580,0.000000
165,3,0.000000,0.068203
165,4,0.073742,0.000000
165,5,0.000000,0.052229
165,6,0.000000,0.019535
165,10,0.512131,0.000000
165,12,0.099628,0.000000
165,13,0.061779,0.000000
165,14,0.032331,0.000000
166,1,0.501933,0.000000
166,3,0.202172,0.074815
166,6,0.154842,0.119389
166,9,0.417779,0.063428
166,10,0.340705,0.069132
166,11,0.053405,0.000000
166,12,0.180897,0.323784
166,13,0.075602,0.000000
166,14,0.604327,0.054225
167,2,0.000000,0.057686
167,3,0.043855,0.253189
167,6,0.077191,0.000000
167,11,0.095699,0.000000
167,12,0.037744,0.000000
168,1,0.060435,0.074369
168,3,0.485462,0.000000
168,5,0.129758,0.082041
168,6,0.270163,0.059978
168,9,0.056729,0.000000
168,13,0.069614,0.000000
169,1,0.372413,0.000000
169,2,0.000000,0.359984
169,3,0.241574,0.415711
169,4,0.000000,0.076372
169,5,0.015833,0.077514
169,6,0.070213,0.052345
169,9,0.138008,0.000000
169,10,0.385975,0.520172
169,11,0.050036,0.127369
169,12,0.299735,0.086920
169,13,0.159112,0.145158
169,14,0.059701,0.057901
169,15,0.250380,0.308412
170,3,0.000000,0.384849
170,14,0.000000,0.459878
170,15,0.128848,0.000000
171,2,0.000000,0.052475
171,5,0.169734,0.099445
171,6,0.000000,0.065938
171,9,0.000000,0.127424
171,10,0.019193,0.302217
171,12,0.078027,0.411193
171,13,0.181818,0.000000
171,14,0.057392,0.089460
171,15,0.103993,0.089993
177,2,0.579560,0.074603
177,3,0.147826,0.030454
177,9,0.016001,0.000000
178,9,0.000000,0.321536
178,10,0.107126,0.000000
178,11,0.017475,0.000000
182,3,0.000000,0.202971
182,14,0.000000,0.056630
185,1,0.089149,0.000000
186,1,0.000000,0.136500
186,2,0.000000,0.066518
186,3,0.024385,0.138936
186,4,0.059288,0.044304
186,5,0.000000,0.220521
186,6,0.009822,0.096241
186,8,0.079013,0.114819
186,9,0.000000,0.057537
186,10,0.041851,0.124235
186,13,0.014010,0.783773
186,14,0.000000,0.036085
186,15,0.430510,0.453721
189,1,0.096265,0.007034
189,2,0.086358,0.044684
189,3,0.420779,0.046582
189,4,0.208657,0.031267
189,5,0.047101,0.000000
189,6,0.097301,0.555490
189,8,0.055311,0.137388
189,9,0.666889,0.014175
189,10,0.038310,0.057115
189,11,0.109865,0.000000
189,12,0.000000,0.050615
189,13,0.132626,0.000000
189,14,0.083843,0.709924
189,15,0.032037,0.030389
190,2,0.119749,0.000000
190,3,0.082469,0.042710
190,5,0.013656,0.000000
190,6,0.082771,0.000000
191,10,0.052185,0.000000
191,12,0.059253,0.000000
191,13,0.303763,0.000000
191,14,0.585632,0.000000
191,15,0.542079,0.287975
192,1,0.135108,0.000000
192,2,0.135807,0.036892
192,3,0.000000,0.077630
192,4,0.000000,0.068935
194,1,0.086611,0.066591
194,2,0.000000,0.060166
194,3,0.000000,0.020968
194,4,0.291585,0.045320
194,5,0.013193,0.000000
194,8,0.012354,0.015409
194,9,0.000000,0.045159
194,13,0.076516,0.000000
194,14,0.000000,0.031232
194,15,0.000000,0.060241
195,1,0.042338,0.000000
195,2,0.118271,0.000000
195,3,0.640815,0.139650
195,4,0.505893,0.000000
195,5,0.258152,0.286664
195,6,0.074415,0.055473
195,13,0.801956,0.000000
195,14,0.147358,0.000000
195,15,0.122716,0.000000
197,2,0.068460,0.000000
197,3,0.000000,0.085635
197,4,0.037270,0.369653
197,5,0.312199,0.000000
197,6,0.064939,0.000000
199,1,0.086189,0.073986
199,2,0.040904,0.164381
199,4,0.469335,0.000000
199,5,0.000000,0.403984
199,11,0.075027,0.000000
199,14,0.234682,0.050841
199,15,0.012702,0.104827
200,3,0.000000,0.240572
200,5,0.074390,0.000000
200,6,0.058571,0.016732
200,9,0.034659,0.000000
200,10,0.060600,0.000000
200,11,0.020079,0.059111
200,14,0.089807,0.055258
200,15,0.000000,0.012587
201,14,0.027322,0.000000
203,4,0.083143,0.000000
204,1,0.064309,0.065516
204,2,0.043698,0.000000
204,4,0.000000,0.097750
204,5,0.360953,0.352911
204,6,0.061886,0.009325
204,8,0.035793,0.000000
204,9,0.000000,0.411679
204,10,0.000000,0.189715
204,11,0.049755,0.017025
204,12,0.117710,0.000000
204,14,0.000000,0.080634
205,1,0.037196,0.052621
205,2,0.126656,0.000000
205,3,0.915358,0.071330
205,4,0.357953,0.024013
205,5,0.102645,0.000000
205,8,0.458563,0.245244
205,9,0.481931,0.000000
205,11,0.082268,0.022839
205,12,0.000000,0.060978
205,13,0.214120,0.000000
205,14,0.178683,0.055817
209,5,0.000000,0.024732
209,8,0.063831,0.000000
209,9,0.035110,0.000000
209,13,0.062680,0.000000
210,1,0.886159,0.038795
210,2,0.878478,0.084284
210,3,1.513871,0.000000
210,4,0.372799,0.051373
210,5,0.427866,0.087682
210,6,0.186740,0.050033
210,8,0.135708,0.000000
210,11,0.963690,0.049975
210,12,1.974785,0.267491
210,13,0.465760,0.310349
210,14,0.567486,0.044993
211,1,0.076696,0.054934
211,2,0.000000,0.061125
211,3,0.166044,0.000000
211,4,0.000000,0.082171
211,6,0.000000,0.027964
211,8,0.287094,0.133268
211,11,0.000000,0.148323
211,12,0.018616,0.079417
211,13,0.363309,0.631472
211,14,0.097459,0.098327
211,15,0.000000,0.043158
212,11,0.026737,0.000000
212,13,0.137489,0.000000
212,14,0.024217,0.076716
212,15,0.050523,0.000000
215,1,0.000000,0.072327
215,6,0.052775,0.065141
215,8,0.037333,0.023833
215,14,0.000000,0.069351
215,15,0.015144,0.000000
217,2,0.013825,0.059750
217,3,0.000000,0.097367
217,5,0.000000,0.016760
217,11,0.000000,0.016617
217,13,0.000000,0.029533
219,3,0.168180,0.048961
220,1,0.122987,0.000000
220,3,0.030358,0.000000
220,4,0.063224,0.000000
220,5,0.048196,0.000000
220,8,0.027901,0.000000
220,11,0.035110,0.000000
220,12,0.115767,0.000000
220,13,0.112289,0.000000
221,9,0.027865,0.000000
221,11,0.000000,0.094768
221,12,0.366317,0.054384
221,13,0.048973,0.065235
221,15,0.111021,0.000000
222,6,0.014429,0.299958
222,13,0.064093,0.000000
223,2,0.000000,0.111299
223,4,0.000000,0.094179
223,5,0.030019,0.034206
223,9,0.082345,0.000000
223,12,0.021600,0.000000
224,4,0.000000,0.095209
225,1,0.132452,0.000000
225,2,1.376191,0.345470
225,3,0.685599,0.768246
225,4,0.236512,0.000000
225,5,0.047963,0.000000
225,9,0.130650,0.000000
225,10,0.016060,0.188320
225,11,0.183065,0.010356
225,12,0.086684,0.000000
225,13,0.815465,0.000000
225,14,0.752461,0.117517
225,15,0.922531,0.000000
227,1,0.414984,0.000000
227,2,0.216347,0.000000
227,5,0.099080,0.000000
227,6,0.886590,0.000000
227,9,0.049418,0.070341
227,10,0.367911,0.000000
227,11,1.255735,0.000000
227,12,0.443149,0.337661
227,13,0.414505,0.000000
227,14,0.025075,0.065628
228,2,0.036213,0.000000
228,3,0.020133,0.000000
228,4,0.111456,0.000000
228,5,0.061269,0.000000
228,12,0.063664,0.000000
230,1,0.031765,0.000000
230,5,0.027622,0.000000
230,15,0.111953,0.000000
231,2,0.057021,0.000000
231,3,0.015268,0.391594
231,5,0.054056,0.000000
231,6,0.000000,0.045082
231,8,0.115827,0.422294
231,10,0.213842,0.000000
231,11,0.191858,0.000000
233,1,0.000000,0.556311
233,2,0.000000,0.440657
233,3,0.955993,0.079696
233,4,0.039011,0.058238
233,5,0.090064,0.082325
233,6,0.000000,0.062870
233,10,0.011864,0.050589
233,11,0.051340,0.258226
233,13,0.081485,0.062602
233,14,0.194503,0.021419
233,15,0.000000,0.045013
235,1,0.084695,0.000000
235,2,0.039319,0.667546
235,3,0.000000,0.019855
235,4,0.046363,0.033325
235,5,0.000000,0.084637
235,6,0.069801,0.717940
235,10,0.319386,0.075076
235,11,0.110939,0.000000
235,14,0.034421,0.053231
235,15,0.061568,0.031748
237,1,0.133278,0.000000
237,6,0.095351,0.012326
237,13,0.052888,0.000000
237,15,0.105474,0.083599
239,9,0.000000,0.042214
239,12,0.000000,0.014328
240,10,0.050131,0.000000
240,11,0.098017,0.000000
240,12,0.075147,0.018452
240,13,0.312847,0.000000
240,14,0.094968,0.000000
240,15,0.608446,0.186379
242,4,0.016242,0.000000
242,5,0.510291,0.000000
242,6,0.105700,0.000000
242,10,0.076023,0.000000
242,13,0.000000,0.267243
242,15,0.037681,0.000000
244,2,0.188076,0.000000
244,3,0.000000,0.047920
244,5,0.000000,0.046176
244,12,0.024791,0.339852
244,14,0.072559,0.271007
244,15,0.037166,0.000000
245,1,0.024949,0.010807
245,2,0.000000,0.054480
245,4,0.000000,0.012268
245,5,0.000000,0.043399
245,6,0.486630,0.019144
245,9,0.000000,0.028653
245,10,0.059221,0.000000
245,11,0.016500,0.026260
245,13,0.104768,0.021617
245,14,0.020001,0.008751
245,15,0.051349,0.000000
246,1,0.027373,0.000000
246,2,0.059552,0.033587
246,3,0.877728,0.056831
246,5,0.075148,0.068407
246,6,0.015240,0.059626
246,9,0.000000,0.084387
246,10,0.170325,0.000000
246,11,0.055226,0.263786
246,12,0.029667,0.093828
246,13,0.071772,0.579384
246,14,0.373639,0.064844
246,15,0.116547,0.013867
249,9,0.000000,0.077008
249,10,0.081965,0.000000
251,13,0.036933,0.000000
