sweep,run_id,metric,variant,variant_index,baseline_variant,mean_per_gw,n_cells,oracle
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_fixedcap,"single-week drift > 3.0 (horizon-5, NOT fixture-aware)",2,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_fixedcap,"lookahead value > 40 (horizon-1, fixture-aware)",3,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_fixedcap,"lookahead value > 55 (horizon-1, fixture-aware)",4,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_fixedcap,"lookahead value > 70 (horizon-1, fixture-aware)",5,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_fixedcap,"lookahead value > 85 (horizon-1, fixture-aware)",6,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_fixedcap,"lookahead value > 100 (horizon-1, fixture-aware)",7,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"cost, raw count, bar 12 (the shipped rule)",1,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"single-week drift > 3.0 (horizon-5, NOT fixture-aware)",2,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"lookahead value > 40 (horizon-1, fixture-aware)",3,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"lookahead value > 55 (horizon-1, fixture-aware)",4,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"lookahead value > 70 (horizon-1, fixture-aware)",5,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"lookahead value > 85 (horizon-1, fixture-aware)",6,no wildcard trigger (control),0,36,-
TestDiagWildcardLookaheadTrigger#1,1787766840-1864557,hold_nocap,"lookahead value > 100 (horizon-1, fixture-aware)",7,no wildcard trigger (control),0,36,-
