sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,oracle,oracle_kind
BLEND#1,1786715253-829195,BlendRateK=8 (ships),0,true,2024-25,2023-24,21,18,5,false,1081,1047,15,1,60.05555555555556,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=8 (ships),0,true,2025-26,2024-25,21,18,5,false,1049,950,15,1,58.27777777777778,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=8 (ships),0,true,2022-23,2021-22,26,13,5,false,750,712,13,2,57.69230769230769,54.76923076923077,,,,,,,719,55.30769230769231,660,50.76923076923077,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=8 (ships),0,true,2023-24,2022-23,26,13,5,false,816,620,11,0,62.76923076923077,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=8 (ships),0,true,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=8 (ships),0,true,2025-26,2024-25,26,13,5,false,750,761,9,0,57.69230769230769,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2022-23,2021-22,1,38,5,false,1885,1649,39,5,49.60526315789474,43.39473684210526,,,,,,,1645,43.28947368421053,1466,38.578947368421055,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2023-24,2022-23,1,38,5,false,2367,1809,36,1,62.28947368421053,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2024-25,2023-24,1,38,5,false,2423,1847,37,1,63.76315789473684,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2025-26,2024-25,1,38,5,false,2086,1523,34,1,54.89473684210526,40.078947368421055,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2022-23,2021-22,6,33,5,false,1729,1571,28,4,52.39393939393939,47.60606060606061,,,,,,,1466,44.42424242424242,1389,42.09090909090909,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2023-24,2022-23,6,33,5,false,2012,1657,32,1,60.96969696969697,50.21212121212121,,,,,,,1635,49.54545454545455,1417,42.93939393939394,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2024-25,2023-24,6,33,5,false,2020,1765,33,3,61.21212121212121,53.484848484848484,,,,,,,1662,50.36363636363637,1506,45.63636363636363,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2025-26,2024-25,6,33,5,false,1829,1697,30,3,55.42424242424242,51.42424242424242,,,,,,,1637,49.60606060606061,1492,45.21212121212121,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2022-23,2021-22,11,28,5,false,1493,1461,32,7,53.32142857142857,52.17857142857143,,,,,,,1414,50.5,1289,46.035714285714285,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2023-24,2022-23,11,28,5,false,1693,1387,27,1,60.464285714285715,49.535714285714285,,,,,,,1389,49.607142857142854,1231,43.964285714285715,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2024-25,2023-24,11,28,5,false,1820,1704,26,2,65,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2025-26,2024-25,11,28,5,false,1421,1238,25,1,50.75,44.214285714285715,,,,,,,1201,42.892857142857146,1078,38.5,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2022-23,2021-22,16,23,5,false,1310,1224,25,6,56.95652173913044,53.21739130434783,,,,,,,1267,55.08695652173913,1110,48.26086956521739,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2023-24,2022-23,16,23,5,false,1462,1084,22,1,63.56521739130435,47.130434782608695,,,,,,,1084,47.130434782608695,933,40.56521739130435,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2024-25,2023-24,16,23,5,false,1426,1347,22,1,62,58.56521739130435,,,,,,,1347,58.56521739130435,1154,50.17391304347826,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2025-26,2024-25,16,23,5,false,1330,1265,19,0,57.82608695652174,55,,,,,,,1266,55.04347826086956,1104,48,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2022-23,2021-22,21,18,5,false,1060,1044,17,2,58.888888888888886,58,,,,,,,1030,57.22222222222222,973,54.05555555555556,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2023-24,2022-23,21,18,5,false,1197,904,17,1,66.5,50.22222222222222,,,,,,,900,50,791,43.94444444444444,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2024-25,2023-24,21,18,5,false,1061,996,15,1,58.94444444444444,55.333333333333336,,,,,,,996,55.333333333333336,861,47.833333333333336,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2025-26,2024-25,21,18,5,false,1001,920,17,2,55.611111111111114,51.111111111111114,,,,,,,894,49.666666666666664,808,44.888888888888886,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2022-23,2021-22,26,13,5,false,787,769,10,1,60.53846153846154,59.15384615384615,,,,,,,760,58.46153846153846,701,53.92307692307692,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2023-24,2022-23,26,13,5,false,832,741,11,0,64,57,,,,,,,744,57.23076923076923,673,51.76923076923077,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=12,1,false,2025-26,2024-25,26,13,5,false,765,761,8,0,58.84615384615385,58.53846153846154,,,,,,,762,58.61538461538461,660,50.76923076923077,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2022-23,2021-22,1,38,5,false,1913,1654,41,7,50.3421052631579,43.526315789473685,,,,,,,1645,43.28947368421053,1466,38.578947368421055,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2023-24,2022-23,1,38,5,false,2286,1809,38,2,60.1578947368421,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2024-25,2023-24,1,38,5,false,2439,1857,38,3,64.1842105263158,48.86842105263158,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2025-26,2024-25,1,38,5,false,2049,1523,37,3,53.921052631578945,40.078947368421055,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2022-23,2021-22,6,33,5,false,1792,1567,28,4,54.303030303030305,47.484848484848484,,,,,,,1467,44.45454545454545,1390,42.121212121212125,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2023-24,2022-23,6,33,5,false,1968,1668,34,3,59.63636363636363,50.54545454545455,,,,,,,1654,50.121212121212125,1436,43.515151515151516,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2024-25,2023-24,6,33,5,false,1897,1910,33,2,57.484848484848484,57.878787878787875,,,,,,,1807,54.75757575757576,1651,50.03030303030303,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2025-26,2024-25,6,33,5,false,1867,1820,30,0,56.57575757575758,55.15151515151515,,,,,,,1760,53.333333333333336,1607,48.696969696969695,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2022-23,2021-22,11,28,5,false,1599,1386,29,5,57.107142857142854,49.5,,,,,,,1387,49.535714285714285,1221,43.607142857142854,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2023-24,2022-23,11,28,5,false,1652,1389,28,2,59,49.607142857142854,,,,,,,1391,49.67857142857143,1233,44.035714285714285,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2024-25,2023-24,11,28,5,false,1853,1704,25,1,66.17857142857143,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2025-26,2024-25,11,28,5,false,1479,1248,26,1,52.82142857142857,44.57142857142857,,,,,,,1217,43.464285714285715,1094,39.07142857142857,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2022-23,2021-22,16,23,5,false,1335,1207,24,5,58.04347826086956,52.47826086956522,,,,,,,1195,51.95652173913044,1093,47.52173913043478,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2023-24,2022-23,16,23,5,false,1405,1084,23,2,61.08695652173913,47.130434782608695,,,,,,,1084,47.130434782608695,933,40.56521739130435,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2024-25,2023-24,16,23,5,false,1401,1335,17,1,60.91304347826087,58.04347826086956,,,,,,,1335,58.04347826086956,1142,49.65217391304348,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2025-26,2024-25,16,23,5,false,1347,1273,22,1,58.56521739130435,55.34782608695652,,,,,,,1266,55.04347826086956,1104,48,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2022-23,2021-22,21,18,5,false,1015,1042,15,1,56.388888888888886,57.888888888888886,,,,,,,1030,57.22222222222222,973,54.05555555555556,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2023-24,2022-23,21,18,5,false,1188,939,17,1,66,52.166666666666664,,,,,,,935,51.94444444444444,826,45.888888888888886,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2024-25,2023-24,21,18,5,false,1122,996,13,0,62.333333333333336,55.333333333333336,,,,,,,996,55.333333333333336,861,47.833333333333336,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2025-26,2024-25,21,18,5,false,994,955,16,0,55.22222222222222,53.05555555555556,,,,,,,922,51.22222222222222,837,46.5,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2022-23,2021-22,26,13,5,false,746,751,10,0,57.38461538461539,57.76923076923077,,,,,,,748,57.53846153846154,689,53,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2023-24,2022-23,26,13,5,false,832,744,11,0,64,57.23076923076923,,,,,,,748,57.53846153846154,677,52.07692307692308,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=16,2,false,2025-26,2024-25,26,13,5,false,777,740,10,1,59.76923076923077,56.92307692307692,,,,,,,733,56.38461538461539,631,48.53846153846154,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2022-23,2021-22,1,38,5,false,1868,1654,34,5,49.1578947368421,43.526315789473685,,,,,,,1645,43.28947368421053,1466,38.578947368421055,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2023-24,2022-23,1,38,5,false,2220,1809,40,3,58.421052631578945,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2024-25,2023-24,1,38,5,false,2513,1857,34,0,66.13157894736842,48.86842105263158,,,,,,,1825,48.026315789473685,1643,43.23684210526316,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2025-26,2024-25,1,38,5,false,1969,1522,38,4,51.81578947368421,40.05263157894737,,,,,,,1529,40.23684210526316,1375,36.18421052631579,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2022-23,2021-22,6,33,5,false,1687,1538,30,4,51.121212121212125,46.60606060606061,,,,,,,1471,44.57575757575758,1394,42.24242424242424,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2023-24,2022-23,6,33,5,false,1946,1540,32,1,58.96969696969697,46.666666666666664,,,,,,,1553,47.06060606060606,1335,40.45454545454545,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2024-25,2023-24,6,33,5,false,2044,1910,28,0,61.93939393939394,57.878787878787875,,,,,,,1807,54.75757575757576,1651,50.03030303030303,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2025-26,2024-25,6,33,5,false,1866,1817,30,0,56.54545454545455,55.06060606060606,,,,,,,1747,52.93939393939394,1602,48.54545454545455,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2022-23,2021-22,11,28,5,false,1476,1385,30,5,52.714285714285715,49.464285714285715,,,,,,,1426,50.92857142857143,1247,44.535714285714285,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2023-24,2022-23,11,28,5,false,1623,1354,27,1,57.964285714285715,48.357142857142854,,,,,,,1356,48.42857142857143,1198,42.785714285714285,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2024-25,2023-24,11,28,5,false,1833,1704,25,1,65.46428571428571,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2025-26,2024-25,11,28,5,false,1500,1342,27,3,53.57142857142857,47.92857142857143,,,,,,,1272,45.42857142857143,1149,41.035714285714285,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2022-23,2021-22,16,23,5,false,1323,1220,24,4,57.52173913043478,53.04347826086956,,,,,,,1225,53.26086956521739,1120,48.69565217391305,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2023-24,2022-23,16,23,5,false,1419,1075,20,0,61.69565217391305,46.73913043478261,,,,,,,1094,47.56521739130435,943,41,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2024-25,2023-24,16,23,5,false,1478,1460,16,0,64.26086956521739,63.47826086956522,,,,,,,1460,63.47826086956522,1267,55.08695652173913,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2025-26,2024-25,16,23,5,false,1248,1246,20,1,54.26086956521739,54.17391304347826,,,,,,,1237,53.78260869565217,1075,46.73913043478261,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2022-23,2021-22,21,18,5,false,990,1032,18,2,55,57.333333333333336,,,,,,,1037,57.611111111111114,978,54.333333333333336,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2023-24,2022-23,21,18,5,false,1130,1080,15,0,62.77777777777778,60,,,,,,,1046,58.111111111111114,937,52.05555555555556,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2024-25,2023-24,21,18,5,false,1075,981,13,0,59.72222222222222,54.5,,,,,,,981,54.5,846,47,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2025-26,2024-25,21,18,5,false,964,952,16,2,53.55555555555556,52.888888888888886,,,,,,,922,51.22222222222222,837,46.5,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2022-23,2021-22,26,13,5,false,754,763,8,0,58,58.69230769230769,,,,,,,770,59.23076923076923,711,54.69230769230769,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2023-24,2022-23,26,13,5,false,773,704,11,0,59.46153846153846,54.15384615384615,,,,,,,699,53.76923076923077,628,48.30769230769231,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2024-25,2023-24,26,13,5,false,732,710,9,0,56.30769230769231,54.61538461538461,,,,,,,710,54.61538461538461,637,49,0,0,0,0,-,none
BLEND#1,1786715253-829195,BlendRateK=24,3,false,2025-26,2024-25,26,13,5,false,741,791,11,1,57,60.84615384615385,,,,,,,782,60.15384615384615,680,52.30769230769231,0,0,0,0,-,none
